instrument_id,maker_id,type,make_date,year_sale,house_sale,info,auction_catalog_date,auction_catalog_house,notes,stick_length_without,stick_length_with,condition,material_grade,maker_name,authentication_score,weight,stick_shape
103849,48,Violin Bow,,2022,Tarisio,Unstamped. | Round stick. Nickel mounted. | Stick: Length of stick without button: 72.9 cm Length of stick with button: 74.5 cm | Weight: 58.0 grams,,,,72.9,74.5,0,0.0,"Bazin, Charles Nicolas",0,58.0,round
117058,48,Violin Bow,,2024,Tarisio,"Stamped, ""Collin Mézin Paris."" | Round stick. Silver mounted. | Stick: Length of stick without button: 73.0 cm Length of stick with button: 74.5 cm | Weight: 60.0 grams",,,,73.0,74.5,0,1.0,"Bazin, Charles Nicolas",2,60.0,round
106129,48,Violin Bow,,2023,Tarisio,Unstamped. | Round stick. Nickel mounted. | Stick: Length of stick without button: 73.3 cm Length of stick with button: 74.8 cm | Weight: 55.0 grams,,,,73.3,74.8,0,0.0,"Bazin, Charles Nicolas",0,55.0,round
106202,48,Violin Bow,,2023,Tarisio,"Stamped, ""Bazin."" | Round stick. Nickel mounted. | Stick: 73.2 / 74.7 cm | Weight: 57.0 grams",,,,73.2,74.7,0,0.0,"Bazin, Charles Nicolas",3,57.0,round
106584,48,Violin Bow,,,,"Faintly stamped, ""Leon Bernardel."" | Round stick. Silver mounted. The frog chevalled. | Stick: 72.7/74.3cm | Weight: 60.5 grams",,,,72.7,74.3,1,1.0,"Bazin, Charles Nicolas",1,60.5,round
121227,48,Violin Bow,,2024,Tarisio,Unstamped. | Round stick. Silver mounted. | Stick: 72.8 / 74.3 cm | Weight: 61.5 grams,,,,72.8,74.3,0,1.0,"Bazin, Charles Nicolas",0,61.5,round
123060,48,Violin Bow,,2024,Tarisio,Unstamped. | Round stick. Nickel mounted. | Stick: Length of stick with button: 74.0 cm. Length of stick without button: 72.5 cm. | Weight: 55.0 grams,,,,72.5,74.0,0,0.0,"Bazin, Charles Nicolas",0,55.0,round
121321,48,Violin Bow,,2024,Tarisio,Unstamped. | Round stick. Nickel mounted. The frog chevalled on player side. | Stick: Length of stick with button: 74.3 cm. Length of stick without button: 72.8 cm. | Weight: 55.0 grams,,,,72.8,74.3,1,0.0,"Bazin, Charles Nicolas",0,55.0,round
121486,48,Violin Bow,,2024,Tarisio,Unstamped. | Round stick. Nickel mounted. | Stick: Length of stick with button: 74.3 cm.Length of stick without button: 72.8 cm. | Weight: 61.0 grams,,,,72.8,74.3,0,0.0,"Bazin, Charles Nicolas",0,61.0,round
123826,48,Violin Bow,,2024,Tarisio,Unstamped. | Round stick. Nickel mounted. | Stick: Length of stick with button: 73.9 cm. Length of stick without button: 72.3 cm. | Weight: 60.0 grams,,,,72.3,73.9,0,0.0,"Bazin, Charles Nicolas",0,60.0,round
127351,48,Violin Bow,,2025,Tarisio,Unstamped. | Round stick. Silver mounted. Stick equipped with folding mechanism above lapping. | Stick: Length of stick with button: 74.1 cm Length of stick without button: 72.6 cm | Weight: 60.5 grams,,,,72.6,74.1,0,1.0,"Bazin, Charles Nicolas",0,60.5,round
124951,48,Violin Bow,,2025,Tarisio,"Stamped, ""J. Hel à Lille."" | Octagonal stick. Silver mounted. | Stick: 73.6 / 75.1 cm | Weight: 58.5 grams",,,,73.6,75.1,0,1.0,"Bazin, Charles Nicolas",2,58.5,octagonal
128054,48,Violin Bow,,2025,Tarisio,Stamped illegibly. | Round stick. Nickel mounted. | Stick: Length of stick with button: 74.4 cm. Length of stick without button: 73.0 cm. | Weight: 60.5 grams,,,,73.0,74.4,0,0.0,"Bazin, Charles Nicolas",2,60.5,round
127717,48,Violin Bow,,2025,Tarisio,"Stamped, ""J.Hel a Lille."" | Octagonal stick. Silver mounted. | Stick: Length of stick with button: 74.7 cm. Length of stick without button: 73.3 cm. | Weight: 58.0 grams",,,,73.3,74.7,0,1.0,"Bazin, Charles Nicolas",2,58.0,octagonal
127767,48,Violin Bow,,2025,Tarisio,"Stamped, ""C. Bazin."" | Round stick. Silver mounted. | Stick: Length of stick with button: 76.6 cm. Length of stick without button: 75.1 cm. | Weight: 62.5 grams",,,,75.1,76.6,0,1.0,"Bazin, Charles Nicolas",3,62.5,round
130920,48,Violin Bow,,2025,Tarisio,Unstamped. | Round stick. Nickel mounted. | Stick: 73.3 / 74.9 cm | Weight: 59.5 grams,,,,73.3,74.9,0,0.0,"Bazin, Charles Nicolas",0,59.5,round
130923,48,Violin Bow,,2025,Tarisio,"Stamped, ""Wolfe."" | Round stick. Nickel mounted. | Stick: 73.3 / 74.8 cm | Weight: 58.5 grams",,,,73.3,74.8,0,0.0,"Bazin, Charles Nicolas",2,58.5,round
128183,48,Violin Bow,,2023,Tarisio,"Stamped, ""Tourte."" | Round stick. Nickel mounted. | Stick: Length of stick with button: 74.7 cm Length of stick without button: 73.3 cm | Weight: 60.0 grams",,,,73.3,74.7,0,0.0,"Bazin, Charles Nicolas",2,60.0,round
128924,48,Violin Bow,,2025,Tarisio,"Stamped, ""Tourte. L."" | Round stick. Silver mounted. | Stick: 73.1 / 74.7 cm | Weight: 52.0 grams",,,,73.1,74.7,0,1.0,"Bazin, Charles Nicolas",2,52.0,round
131837,48,Violin Bow,,,,"Stamped, ""Tourte L."" | Round stick. Nickel mounted. | Stick: 72.6 / 74.2 cm | Weight: 59.0 grams",,,,72.6,74.2,0,0.0,"Bazin, Charles Nicolas",2,59.0,round
131840,48,Violin Bow,,,,Unstamped. | Round stick. Nickel mounted. | Stick: 73.0 / 74.6 cm | Weight: 53.5 grams,,,,73.0,74.6,0,0.0,"Bazin, Charles Nicolas",0,53.5,round
134077,48,Violin Bow,,,,Unstamped. | Round stick. Nickel mounted. | Stick: 72.8 / 74.4 cm | Weight: 58.0 grams,,,,72.8,74.4,0,0.0,"Bazin, Charles Nicolas",0,58.0,round
64753,48,Viola Bow,,2013,Tarisio,Unstamped. | Silver mounted. Tubbs copy. | Weight: 69.5 grams,,,,,,0,1.0,"Bazin, Charles Nicolas",0,69.5,
134081,48,Violin Bow,,,,"Stamped, ""Tourte."" | Round stick. Nickel mounted. | Stick: 72.8 / 74.3 cm | Weight: 59.5 grams",,,,72.8,74.3,0,0.0,"Bazin, Charles Nicolas",2,59.5,round
70543,48,Viola Bow,,2015,Tarisio,"Stamped, ""Tubbs."" | Round stick. Silver mounted. Tubbs copy. | Weight: 72.0 grams",,,,,,0,1.0,"Bazin, Charles Nicolas",2,72.0,round
126564,48,Viola Bow,,2025,Tarisio,"Stamped, ""C. Bazin."" | Round stick. Silver mounted. | Stick: 71.8 / 73.4 cm | Weight: 70.5 grams",,,,71.8,73.4,0,1.0,"Bazin, Charles Nicolas",3,70.5,round
74245,48,Viola Bow,,2015,Tarisio,"Stamped, ""Tourte."" | Nickel mounted. Round stick. | Weight: 67.0 grams",,,,,,0,0.0,"Bazin, Charles Nicolas",2,67.0,round
104324,48,Cello Bow,,2022,Tarisio,"Faintly stamped, ""C. Bazin."" | Round stick. Silver mounted. | Stick: 70.1 cm 71.8 cm | Weight: 77.0 grams",,,,,,0,1.0,"Bazin, Charles Nicolas",2,77.0,round
95190,48,Viola Bow,,2021,Tarisio,Stamped illegibly. | Round stick. Nickel mounted. | Stick: Length of stick without button: 71.7 cm. Length of stick with button: 73.3 cm. | Weight: 70.5 grams,,,,71.7,73.3,0,0.0,"Bazin, Charles Nicolas",2,70.5,round
92158,48,Cello Bow,,2020,Tarisio,"Stamped, ""P. Hel a Lille."" | Octagonal stick. Silver mounted. | Weight: 80.5 grams",,,,,,0,1.0,"Bazin, Charles Nicolas",2,80.5,octagonal
117031,48,Cello Bow,,2023,Tarisio,"Stamped ""Tourte."" | Round stick. Silver mounted. | Stick: Length of stick with button: 71.3 cm Length of stick without button: 69.6 cm | Weight: 78.0 grams",,,,69.6,71.3,0,1.0,"Bazin, Charles Nicolas",2,78.0,round
74995,48,Cello Bow,,2016 ; 2017,Tarisio ; Tarisio,"Stamped, ""C. Bazin."" | Nickel mounted. Round stick. | Weight: 73.5 grams",,,,,,0,0.0,"Bazin, Charles Nicolas",3,73.5,round
92052,48,Cello Bow,,2020,Tarisio,Unstamped. | Round stick. Nickel mounted. | Stick: Length of stick without button: 69.3 cm. Length of stick with button: 70.9 cm. | Weight: 79.0 grams,,,,69.3,70.9,0,0.0,"Bazin, Charles Nicolas",0,79.0,round
101631,48,Cello Bow,,2022,Tarisio,Unstamped. | Round stick in beeswood. Nickel mounted. | Stick: 70.0 / 71.8 cm | Weight: 77.5 grams,,,,70.0,71.8,0,0.0,"Bazin, Charles Nicolas",0,77.5,round
67534,48,Bow,,2014,Tarisio,"Stamped, ""Leon Bernardel Paris."" | Silver mounted. Round stick. | Weight: 146.5 grams",,,,,,0,1.0,"Bazin, Charles Nicolas",2,146.5,round
96724,48,Bow,,2021,Tarisio,Unstamped. | Round stick in Beeswood. | Stick: Length of stick without button: 63.7 cm. Length of stick with button: 65.7 cm. | Weight: 133.0 grams,,,,63.7,65.7,0,0.4,"Bazin, Charles Nicolas",0,133.0,round
85518,48,Bow,,2018,Tarisio,Unstamped. | Round stick. Nickel mounted. | Weight: 136.0 grams,,,,,,0,0.0,"Bazin, Charles Nicolas",0,136.0,round
66278,80,Violin Bow,,2014,Tarisio,"Stamped, ""Bolander."" | Round stick. Silver mounted. Mountain mahogany frog. | Weight: 59.0 grams",,,,,,0,1.2,"Bolander, John Alfred II",3,59.0,round
64856,80,Violin Bow,,2013,Tarisio,"Stamped, ""Bolander"" and ""459"" above the winding. | Gold mounted. Mountain mahogany frog. | Weight: 63.5 grams",,,,,,0,2.2,"Bolander, John Alfred II",3,63.5,
65688,80,Violin Bow,,2013,Tarisio,"Stamped, ""Bolander."" | Octagonal stick. Silver mounted, mountain mahogany frog and button. | Weight: 58.0 grams",,,,,,0,1.25,"Bolander, John Alfred II",3,58.0,octagonal
66373,80,Violin Bow,,2014,Tarisio,"Stamped, ""Bolander."" | Octagonal stick. Silver mounted. Mountain mahogany frog. | Weight: 58.5 grams",,,,,,0,1.2,"Bolander, John Alfred II",3,58.5,octagonal
22689,80,Violin Bow,,2010,Tarisio,"Stamped, ""Bolander"" and numbered 1072. | Silver and mountain mahogany mounted. | Weight: 59.0 grams",,,,,,0,1.2,"Bolander, John Alfred II",3,59.0,
8700,80,Violin Bow,,2006,Tarisio,"Stamped, ""Bolander."" | Gold and mountain mahogany mounted. | Weight: 61.0 grams with no hair",,,,,,0,2.2,"Bolander, John Alfred II",3,61.0,
8696,80,Viola Bow,,2005,Tarisio,"Stamped, ""Bolander."" | Silver and ebony mounted. | Weight: 67.0 grams with no hair",,,,,,0,1.0,"Bolander, John Alfred II",3,67.0,
8701,80,Viola Bow,,2006,Tarisio,"Stamped, ""Bolander."" | Gold and mountain mahogany mounted. Ferrule missing. | Weight: 58.0 grams",,,,,,1,2.2,"Bolander, John Alfred II",3,58.0,
8699,80,Viola Bow,,2006,Tarisio,"Stamped, ""Bolander."" | Silver and mountain mahogany mounted. | Weight: 69.0 grams",,,,,,0,1.2,"Bolander, John Alfred II",3,69.0,
8698,80,Viola Bow,,2006,Tarisio,"Stamped, ""Bolander."" | Silver and mountain mahogany mounted. | Weight: 64.0 grams with no hair",,,,,,0,1.2,"Bolander, John Alfred II",3,64.0,
8695,80,Cello Bow,,2005,Tarisio,"Stamped, ""Bolander."" | Gold and mountain mahogany mounted. | Weight: 77.0 grams",,,,,,0,2.2,"Bolander, John Alfred II",3,77.0,
21735,80,Viola Bow,,2010,Tarisio,"Stamped, ""Bolander."" | Silver mounted. Mountain mahogany frog and button. | Weight: 70.0 grams",,,,,,0,1.25,"Bolander, John Alfred II",3,70.0,
76222,80,Viola Bow,,2016,Tarisio,"Stamped, ""Bolander."" | Octagonal stick. Gold mounted. | Weight: 70.5 grams",,,,,,0,2.0,"Bolander, John Alfred II",3,70.5,octagonal
82704,80,Viola Bow,,2018,Tarisio,"Stamped, ""Bolander."" | Octagonal stick. Mountain Mahogany and silver mounted. | Weight: 71.5 grams",,,,,,0,1.2,"Bolander, John Alfred II",3,71.5,octagonal
11246,80,Cello Bow,,2006,Tarisio,"Stamped, ""Bolander."" | Silver and mountain mahogany mounted. | Weight: 75.0 grams",,,,,,0,1.2,"Bolander, John Alfred II",3,75.0,
68289,80,Cello Bow,,2014,Tarisio,"Stamped, ""Bolander."" | Octagonal stick. Silver mounted. | Weight: 90.5 grams",,,,,,0,1.0,"Bolander, John Alfred II",3,90.5,octagonal
70536,80,Cello Bow,,2015,Tarisio,"Stamped, ""Bolander."" | Octagonal stick. Silver mounted. | Weight: 82.5 grams",,,,,,0,1.0,"Bolander, John Alfred II",3,82.5,octagonal
68476,90,Viola Bow,,2014,Tarisio,"Stamped, ""P. W. Bryant."" | Octagonal stick. Silver mounted. | Weight: 67.0 grams",,,,,,0,1.0,"Bryant, Percival Wilfred",3,67.0,octagonal
86313,90,Violin Bow,,2019,Tarisio,"Faintly stamped, ""Bryant."" | Round stick. Gold mounted. Engraved to the ferule, ""LR."" | Stick: Length of stick without button: 73.1 cm. Length of stick with button: 74.5 cm. | Weight: 60.0 grams",,,,73.1,74.5,0,2.0,"Bryant, Percival Wilfred",2,60.0,round
106361,90,Violin Bow,,2023,Tarisio,"Stamped, ""P. W. Bryant."" | Octagonal stick. Silver mounted. | Stick: Length of stick with button 74.7 Length of stick without button 73.4 | Weight: 63.0 grams",,,,73.4,74.7,0,1.0,"Bryant, Percival Wilfred",3,63.0,octagonal
32789,90,Viola Bow,,2012,Tarisio,"Stamped, ""P. W. Bryant."" | Silver mounted. | Weight: 65.0 grams with tinsel lapping",,,,,,0,1.1,"Bryant, Percival Wilfred",3,65.0,
20212,130,Violin Bow,,2010,Tarisio,"Stamped, ""Chanot & Chardon Paris"" to the handle and ""CCC"" under the frog. | Silver mounted. | Weight: 59.5 grams",,,,,,0,1.0,"Chardon, André",3,59.5,
32283,130,Violin Bow,,2010,Tarisio Private Sales,"Stamped under the frog, ""CCC."" | Gold and tortoiseshell mounted.",,,,,,0,3.0,"Chardon, André",2,,
32291,130,Violin Bow,,,,"Stamped, ""Chanot & Chardon à Paris."" Also Stamped ""CCC"" to the bottom facet. | Gold and tortoiseshell mounted. | Weight: 63.0 grams with gold lapping","March 5, 2012",Tarisio,,,,0,3.5,"Chardon, André",3,63.0,
20864,130,Violin Bow,,2010,Tarisio,"Stamped, ""Chanot Chardon à Paris."" | Silver mounted. | Weight: 63.5 grams",,,,,,0,1.0,"Chardon, André",3,63.5,
18364,130,Violin Bow,,2009,Tarisio,"Stamped, ""Chanot Chardon Paris."" | Silver mounted. | Weight: 59.5 grams",,,,,,0,1.0,"Chardon, André",3,59.5,
65550,130,Violin Bow,,2013,Tarisio,"Stamped under the frog, ""CCC."" | Round stick. The silver mounted frog and button by Carl Albert Nurnberger. | Weight: 57.5 grams",,,,,,0,1.0,"Chardon, André",2,57.5,round
76025,130,Violin Bow,,2016,Tarisio,"Stamped, ""Chanot Chardon"" and ""CCC."" | Round stick. Silver mounted. | Stick: 72.9 / 74.4 cm | Weight: 60.5 grams",,,,72.9,74.4,0,1.0,"Chardon, André",3,60.5,round
78128,130,Violin Bow,,2017,Tarisio,"Stamped, ""Chanot & Chardon à Paris"" and ""CCC"" to the bottom facet. | Silver mounted. Round stick. | Stick: Round stick in pernambuco wood. | Weight: 57.5 grams",,,,,,0,1.35,"Chardon, André",3,57.5,round
68793,130,Violin Bow,,2014,Tarisio,"Stamped, ""Chanot & Chardon Paris."" | Silver mounted. Round stick. | Weight: 57.5 grams",,,,,,0,1.0,"Chardon, André",3,57.5,round
128318,130,Violin Bow,,,,"Stamped faintly. Stamped underneath the frog, ""C. C. C."" | Round stick. Silver mounted. The frog chevalled. | Stick: Length of stick with button: 74.5 cm Length of stick without button: 73.0 cm | Weight: 57.0 grams",,,,73.0,74.5,1,1.0,"Chardon, André",1,57.0,round
92094,130,Viola Bow,,2020,Tarisio,"Stamped, ""Chanot & Chardon Paris"" and to the lower facet, ""C. C. C."" | Octagonal stick. Silver mounted. | Stick: Length of stick without button: 72.8 cm. Length of stick with button: 74.2 cm. | Weight: 70.5 grams",,,,72.8,74.2,0,1.0,"Chardon, André",3,70.5,octagonal
24373,130,Viola Bow,,2011 ; 2013,Tarisio ; Tarisio,"Stamped, ""Chanot & Chardon, Paris"" and ""CCC"" to the bottom facet. | Silver mounted. | Weight: 68.5 grams",,,,,,0,1.0,"Chardon, André",3,68.5,
87282,142,Violin Bow,,2019,Tarisio,Unstamped. | Round stick. Nickel mounted. | Weight: 56.5 grams,,,,,,0,0.0,"Cuniot, Pierre",0,56.5,round
21684,142,Violin Bow,,2010,Tarisio,Unstamped. | Nickel mounted. | Weight: 40.0 grams,,,,,,0,0.0,"Cuniot, Pierre",0,40.0,
91981,142,Violin Bow,,2020,Tarisio,Unstamped. | Round stick. Nickel mounted. | Weight: 58.5 grams,,,,,,0,0.0,"Cuniot, Pierre",0,58.5,round
7004,142,Violin Bow,,2004,Tarisio,Unstamped. | Nickel mounted. | Weight: 57.0 grams with leather lapping,,,,,,0,0.05,"Cuniot, Pierre",0,57.0,
24355,142,Violin Bow,,2011,Tarisio,Unstamped. | Nickel mounted. | Weight: 45.0 grams without hair or lapping,,,,,,0,0.0,"Cuniot, Pierre",0,45.0,
83677,142,Violin Bow,,2018,Tarisio,Unstamped. | Round stick. Nickel mounted. | Weight: 60.5 grams,,,,,,0,0.0,"Cuniot, Pierre",0,60.5,round
24572,142,Violin Bow,,2011,Tarisio,Unstamped. | Nickel mounted. | Weight: 46.0 grams,,,,,,0,0.0,"Cuniot, Pierre",0,46.0,
68215,142,Violin Bow,,2014,Tarisio,Unstamped. | Round stick. Nickel mounted. | Weight: 59.5 grams,,,,,,0,0.0,"Cuniot, Pierre",0,59.5,round
65599,142,Violin Bow,,2013,Tarisio,"Stamped, ""Vuillaume à Paris."" | Round stick. Nickel mounted. | Weight: 58.5 grams",,,,,,0,0.0,"Cuniot, Pierre",2,58.5,round
72879,142,Violin Bow,,2015,Tarisio,Unstamped. | Round stick. Silver mounted. | Weight: 55.0 grams,,,,,,0,1.0,"Cuniot, Pierre",0,55.0,round
65600,142,Violin Bow,,2013 ; 2015,Tarisio ; Tarisio,Unstamped. | Round stick. Nickel mounted. | Weight: 60.5 grams,,,,,,0,0.0,"Cuniot, Pierre",0,60.5,round
83676,142,Cello Bow,,2018,Tarisio,Unstamped. | Round stick. Nickel mounted. | Weight: 73.0 grams,,,,,,0,0.0,"Cuniot, Pierre",0,73.0,round
81653,142,Violin Bow,,2017,Tarisio,"Stamped, ""Cuniot."" | Silver mounted. Round stick. Illustrated in ""l'Archet"", tome 2, page 436, n°7. | Weight: 54.0 grams with tinsel lapping",,,,,,0,1.1,"Cuniot, Pierre",3,54.0,round
92056,142,Violin Bow,,2020,Tarisio,Unstamped. | Round stick. Silver mounted. | Stick: Length of stick without button: 72.4 cm. Length of stick with button: 73.9 cm. | Weight: 60.5 grams,,,,72.4,73.9,0,1.0,"Cuniot, Pierre",0,60.5,round
83150,142,Violin Bow,,2018,Tarisio,"Faintly stamped, ""Poirson à Paris."" | Silver mounted. Round stick. | Weight: 61.0 grams",,,,,,0,1.0,"Cuniot, Pierre",1,61.0,round
83702,142,Cello Bow,,2018,Tarisio,Unstamped. | Round stick. Nickel mounted. | Weight: 76.5 grams,,,,,,0,0.0,"Cuniot, Pierre",0,76.5,round
86112,142,Cello Bow,,2019,Tarisio,Unstamped. | Round stick. Open trench frog with bone button. | Stick: Length of stick without button: 69.5 cm. Length of stick with button: 71.0 cm. | Weight: 64.5 grams,,,,69.5,71.0,0,0.0,"Cuniot, Pierre",0,64.5,round
98146,162,Violin Bow,,2021,Tarisio,"Stamped, ""J. Dodd."" | Round stick. Silver mounted. | Stick: Length of stick without button: 71.8 cm Length of stick with button: 73.4 cm | Weight: 69.5 grams",,,,71.8,73.4,0,1.0,"Dodd, James II",3,69.5,round
68710,162,Violin Bow,,,,Octagonal stick. Silver mounted.,,,,,,0,1.0,"Dodd, James II",0,,octagonal
83086,162,Violin Bow,,2018,Tarisio,"Stamped, ""J. Dodd."" | Round stick. Silver mounted. The frog chevalled. Stamped to the frog, ""J. Dodd."" | Stick: 71.9 cm / 73.4 cm | Weight: 62.0 grams",,,,71.9,73.4,1,1.0,"Dodd, James II",3,62.0,round
74173,162,Violin Bow,,2015,Tarisio,"Stamped, ""Dodd."" | Octagonal stick. Silver mounted. | Weight: 59.0 grams",,,,,,0,1.0,"Dodd, James II",3,59.0,octagonal
21710,162,Violin Bow,,2010,Tarisio,"Stamped, ""J. Dodd"" to the frog and to the handle. | Silver mounted. Experimental frog design. Solid ebony button. | Weight: 50.5 grams with tinsel lapping and partial hair",,,,,,0,1.1,"Dodd, James II",3,50.5,
77981,162,Violin Bow,,2017 ; 2018,Tarisio ; Tarisio,"Stamped, ""J. Dodd"" to the stick and frog. | Round stick. Silver mounted. | Weight: 60.5 grams",,,,,,0,1.0,"Dodd, James II",3,60.5,round
68624,162,Cello Bow,,2015,Tarisio Private Sales,"Stamped, ""J. Dodd."" | Silver mounted. Octagonal stick. With button 72.4 cm. Without button 70.7 cm. Faintly stamped on the frog, ""J. Dodd."" | Weight: 86.0 grams",,,,70.7,72.4,0,1.0,"Dodd, James II",2,86.0,octagonal
2159,162,Cello Bow,,2001,Tarisio,Unstamped. | The silver mounted frog and ivory adjuster by another hand. | Weight: 76.0 grams with no lapping,,,,,,0,1.65,"Dodd, James II",0,76.0,
96500,162,Cello Bow,,2021,Tarisio,"Stamped, ""J. Dodd."" | Octagonal stick. Silver mounted. | Stick: 70.0 cm / 71.8 cm | Weight: 83.5 grams",,,,70.0,71.8,0,1.0,"Dodd, James II",3,83.5,octagonal
96120,162,Cello Bow,,2021; 2023,Tarisio; Tarisio Private Sales,"Stamped, ""J. Dodd."" | Octagonal stick. Silver mounted. | Stick: 70.6 cm/ 72.3 cm | Weight: 81.0 grams",,,,70.6,72.3,0,1.0,"Dodd, James II",3,81.0,octagonal
103900,163,Violin Bow,,2022,Tarisio,"Stamped to the stick and to the frog, ""Dodd."" | Octagonal stick. Iv0ry mounted open trench frog. Please note due to CITES restrictions, this lot cannot be shipped outside the US. | Weight: 52.5 grams",,,,,,0,2.25,"Dodd, John I",3,52.5,octagonal
98368,163,Violin Bow,,2022,Tarisio,"Stamped, ""Dodd."" to the stick and to the frog. | Round stick. Open trench iv0ry frog. 72.6 cm with button. Please note due to CITES restrictions, this lot cannot be shipped outside the US. | Stick: 71.3 / 72.6 cm | Weight: 54.0 grams",,,,71.3,72.6,0,0.75,"Dodd, John I",3,54.0,round
21713,163,Violin Bow,,2010,Tarisio,"Stamped, ""Dodd"" to the handle and to the frog. | Open trench ivory mounted. | Weight: 52.5 grams with tinsel lapping",,,,,,0,2.35,"Dodd, John I",3,52.5,
21707,163,Violin Bow,,2010,Tarisio,"Stamped, ""Dodd"" to the handle and to the frog. | Silver and ivory mounted. | Weight: 55.5 grams with whalebone imitation lapping",,,,,,0,1.75,"Dodd, John I",3,55.5,
72811,163,Violin Bow,,,,Unstamped.,,,,,,0,0.5,"Dodd, John I",0,,
9066,163,Violin Bow,,1936; 2006,Rudolph Wurlitzer Co.; Tarisio,Unstamped. | Silver mounted. | Weight: 63.0 grams,,,,,,0,1.0,"Dodd, John I",0,63.0,
72827,163,Violin Bow,,,,Unstamped.,,,,,,0,0.5,"Dodd, John I",0,,
68500,163,Violin Bow,,2014,Tarisio,"Stamped, ""Dodd."" | Octagonal stick. Silver mounted. | Weight: 62.0 grams",,,,,,0,1.0,"Dodd, John I",3,62.0,octagonal
21716,163,Violin Bow,,,,,,,,,,0,0.5,"Dodd, John I",0,,
118732,163,Violin Bow,,2024,Tarisio,"Overstamped, ""J. Tubbs."" Stamped to the frog, ""Dodd"". | Round stick. Silver mounted. | Stick: Length of stick with button: 74.0 cm. Length of stick without button: 72.4 cm. | Weight: 63.0 grams",,,,72.4,74.0,0,1.0,"Dodd, John I",3,63.0,round
32752,163,Violin Bow,,2012,Tarisio,"Stamped, ""Dodd."" | The silver mounted frog and adjuster by James Tubbs. | Weight: 53.5 grams",,,,,,0,1.0,"Dodd, John I",3,53.5,
67144,163,Viola Bow,,2014,Tarisio,"Stamped, ""Dodd."" | Round stick. Silver mounted. | Weight: 70.0 grams",,,,,,0,1.0,"Dodd, John I",3,70.0,round
92739,163,Violin Bow,,2020,Tarisio,"Stamped to the handle and frog, ""Dodd."" | Round stick. Silver and iv0ry mounted. Please note due to CITES restrictions, this lot cannot be shipped outside the US. | Stick: 71.5 / 72.9 cm | Weight: 57.5 grams",,,,71.5,72.9,0,1.75,"Dodd, John I",3,57.5,round
72818,163,Cello Bow,,,,"Branded twice to the handle and to the frog, ""Forster.""",,,,,,0,0.5,"Dodd, John I",2,,
108775,163,Violin Bow,,2023,Tarisio,"Stamped, ""Dodd."" | Round stick. Silver mounted. | Stick: 72.1 / 73.6 cm | Weight: 57.0 grams",,,,72.1,73.6,0,1.0,"Dodd, John I",3,57.0,round
92741,163,Violin Bow,,2020,Tarisio,"Stamped to the handle and frog, ""Dodd."" | Round stick. Silver and iv0ry mounted. Please note due to CITES restrictions, this lot cannot be shipped outside the US. | Stick: 72.2 / 73.6 cm | Weight: 58.5 grams",,,,72.2,73.6,0,1.75,"Dodd, John I",3,58.5,round
87579,163,Cello Bow,,2019,Tarisio,"Stamped, ""Dodd."" | Round stick. The silver mounted frog and button probably by W. E. Hill & Sons. The head grafted. | Stick: 70.9 cm / 72.6 cm | Weight: 83.5 grams",,,,70.9,72.6,1,1.0,"Dodd, John I",3,83.5,round
72815,163,Cello Bow,,,,"Stamped to the handle and frog, ""Dodd.""",,,,,,0,0.5,"Dodd, John I",3,,
99459,163,Cello Bow,,2022,Tarisio,"Stamped Dodd."" | Round stick. Open trench iv0ry frog stamped ""Dodd."" Bone button. 70.5 cm with button. Please note due to CITES restrictions, this lot cannot be shipped outside the US. | Stick: 69.0 / 70.5 cm | Weight: 80.5 grams",,,,69.0,70.5,0,0.75,"Dodd, John I",3,80.5,round
15003,163,Cello Bow,,2008,Tarisio,"Stamped, ""Dodd."" | Sold with its original open trench ivory frog and currently mounted with a silver and ebony replacement frog and button. | Weight: 83.5 grams",,,,,,1,1.75,"Dodd, John I",3,83.5,
33485,163,Cello Bow,,2012,Tarisio,"Unstamped. Branded to the audience side of the frog, ""S. Salchow."" | The silver mounted frog and button by Stephen Salchow. | Weight: 78.5 grams",,,,,,0,1.0,"Dodd, John I",1,78.5,
69037,163,Cello Bow,,,,"Stamped, ""Dodd."" | Round stick. Ivory mounted. The open trench frog branded, ""Dodd."" | Weight: 80.5 grams",,,,,,0,2.25,"Dodd, John I",4,80.5,round
65123,163,Cello Bow,,,,Unstamped. | Round stick. Ebony button. The silver mounted frog by the maker and probably original to the stick. | Weight: 84.0 grams,,,,,,0,1.0,"Dodd, John I",0,84.0,round
96499,163,Cello Bow,,2021,Tarisio,"Stamped to the frog, ""Dodd."" | Round stick. Silver mounted. The frog chevalled. | Stick: 69.3 cm / 70.9 cm | Weight: 77.5 grams",,,,69.3,70.9,1,1.0,"Dodd, John I",3,77.5,round
24003,169,Violin Bow,,2011,Tarisio,Unstamped. | Silver mounted. | Weight: 55.8 grams,"June 20, 2011",Tarisio,,,,0,1.0,"Eury, Jacob (Nicolas)",0,55.8,
1077,169,Violin Bow,,2000,Tarisio,Unstamped. | Silver mounted. Very good condition. | Weight: 49.5 grams with no hair or pearl slide,,,,,,0,1.0,"Eury, Jacob (Nicolas)",0,49.5,
5686,169,Violin Bow,,2004,Tarisio,Unstamped. | Silver mounted. | Stick: round | Weight: 52.5 grams,"May 1-6, 2004",Tarisio,,,,0,1.0,"Eury, Jacob (Nicolas)",0,52.5,round
