maker_id,maker_name,type,city_maker,auction_house,sale_date,lot,usd,gbp,eur,bold_currency,instrument_id,stick_length_without_x,stick_length_with_x,condition_x,material_grade_x,weight_x,stick_shape_x,stick_length_without_y,stick_length_with_y,condition_y,material_grade_y,weight_y,stick_shape_y,make_date
15547,"Forbes, David",Cello Bow,,Tarisio,2020-11-13,8,2832.0,2152.0,2397.0,usd,94495,,,0,2.0,83.0,round,,,0,2.0,83.0,round,
15267,"Fournier, Eric",Violin Bow,,Tarisio,2019-11-08,97,5100.0,3979.0,4624.0,usd,88128,,,0,1.0,62.0,round,,,0,1.0,62.0,round,
2170,"Fuchs, Pierre-Yves",Cello Bow,,,2024-11-15,,7800.0,6151.0,7370.0,usd,123116,69.1,70.9,0,1.0,79.0,octagonal,69.1,70.9,0,1.0,79.0,octagonal,
2170,"Fuchs, Pierre-Yves",Viola Bow,,Tarisio,2022-04-26,44,4804.0,3787.0,4500.0,eur,101297,72.8,74.3,0,1.0,71.0,round,72.8,74.3,0,1.0,71.0,round,1999.0
2170,"Fuchs, Pierre-Yves",Viola Bow,,Tarisio,2020-07-23,34,4130.0,3246.0,3565.0,usd,93533,,,0,1.0,70.0,round,,,0,1.0,70.0,round,1619.0
2170,"Fuchs, Pierre-Yves",Violin Bow,,Tarisio,2017-11-09,96,4500.0,3434.0,3869.0,usd,78855,,,0,1.0,60.0,round,,,0,1.0,60.0,round,
15761,"Gabriel, Joseph P.",Cello Bow,,,2025-05-16,,6045.0,4551.0,5400.0,eur,126539,69.5,71.1,0,2.0,84.5,octagonal,69.5,71.1,0,2.0,84.5,octagonal,1997.0
1372,"Gaudé, Joseph",Violin Bow,,Tarisio,2017-11-09,100,3540.0,2702.0,3043.0,usd,82215,,,0,0.15,64.0,round,,,0,0.15,64.0,round,
1372,"Gaudé, Joseph",Viola Bow,,Tarisio,2016-05-13,48,10030.0,6961.0,8839.0,usd,75572,,,0,0.15,70.0,round,,,0,0.15,70.0,round,
1372,"Gaudé, Joseph",Violin Bow,,Tarisio,2014-03-25,73,5847.0,3540.0,4241.0,gbp,66335,,,0,0.15,61.0,,,,0,0.15,61.0,,
1372,"Gaudé, Joseph",Violin Bow,,Tarisio,2012-04-27,151,4200.0,2588.0,3175.0,usd,32456,,,0,0.0,61.5,,,,0,0.0,61.5,,
1372,"Gaudé, Joseph",Violin Bow,,Tarisio,2010-10-15,290,6600.0,4118.0,4685.0,usd,22645,,,0,0.15,60.0,,,,0,0.15,60.0,,
203,"Gaulard, François Jude",Viola Bow,,Tarisio,2021-06-07,35,2007.0,1416.0,1650.0,gbp,96152,75.7,77.3,0,0.4,72.0,round,75.7,77.3,0,0.4,72.0,round,
203,"Gaulard, François Jude",Violin Bow,,Tarisio,2017-03-27,81,1964.0,1560.0,1805.0,gbp,77445,,,0,0.15,55.5,round,,,0,0.15,55.5,round,
203,"Gaulard, François Jude",Viola Bow,Mirecourt,Tarisio,2010-07-31,93,4800.0,3055.0,3684.0,usd,24173,,,1,1.9,63.5,,,,1,1.9,63.5,,
203,"Gaulard, François Jude",Viola Bow,Mirecourt,Tarisio,2009-10-18,352,10200.0,6239.0,6860.0,usd,24173,,,1,1.9,63.5,,,,1,1.9,63.5,,
203,"Gaulard, François Jude",Violin Bow,Mirecourt,Tarisio,2009-03-13,111,8991.0,6435.0,6967.0,gbp,17091,,,0,1.0,60.5,,,,0,1.0,60.5,,
203,"Gaulard, François Jude",Violin Bow,Mirecourt,Tarisio,2001-11-09,FB 4,9563.0,6562.0,10709.0,usd,2553,,,1,1.75,58.5,,,,1,1.75,58.5,,
15539,"Gerbeth, Thomas M.",Cello Bow,,,2025-05-16,,3694.0,2781.0,3300.0,eur,126538,69.9,71.6,0,1.0,82.0,octagonal,69.9,71.6,0,1.0,82.0,octagonal,
208,"Gerome, Roger",Cello Bow,,Tarisio,2020-11-13,11,1770.0,1345.0,1498.0,usd,94398,,,0,1.0,72.5,round,,,0,1.0,72.5,round,
208,"Gerome, Roger",Violin Bow,,Tarisio,2017-03-27,72,1813.0,1440.0,1667.0,gbp,78274,,,0,0.0,60.5,round,,,0,0.0,60.5,round,
208,"Gerome, Roger",Viola Bow,Mirecourt,Tarisio,2012-02-10,113,450.0,285.0,341.0,usd,31492,,,0,2.0,,,,,0,2.0,,,
208,"Gerome, Roger",Violin Bow,Mirecourt,Tarisio,2006-10-19,187,2530.0,1349.0,2014.0,usd,10953,,,0,2.0,60.0,,,,0,2.0,60.0,,
208,"Gerome, Roger",Violin Bow,Mirecourt,Tarisio,2004-10-22,700,4025.0,2202.0,3193.0,usd,6296,,,0,3.0,63.0,,,,0,3.0,63.0,,
208,"Gerome, Roger",Violin Bow,Mirecourt,Tarisio,2000-11-10,OB 2,1788.0,1250.0,2062.0,usd,1587,,,0,1.75,72.0,,,,0,1.75,72.0,,
1435,"Gillet, Louis Henri",Viola Bow,,Tarisio,2021-06-07,92,11053.0,7800.0,9088.0,gbp,96168,73.0,74.5,0,1.0,62.5,round,73.0,74.5,0,1.0,62.5,round,
1435,"Gillet, Louis Henri",Violin Bow,,Tarisio,2020-10-19,69,4681.0,3600.0,3973.0,gbp,93511,73.1,74.8,0,0.0,60.5,octagonal,73.1,74.8,0,0.0,60.5,octagonal,
1435,"Gillet, Louis Henri",Violin Bow,Paris,Tarisio,2019-06-24,94,7127.0,5605.0,6260.0,gbp,76997,72.8,74.3,0,1.0,60.0,octagonal,72.8,74.3,0,1.0,60.0,octagonal,
1435,"Gillet, Louis Henri",Cello Bow,Paris,Tarisio,2016-05-13,26,6600.0,4581.0,5816.0,usd,75467,,,0,1.0,83.0,octagonal,,,0,1.0,83.0,octagonal,
1435,"Gillet, Louis Henri",Violin Bow,,Tarisio,2015-10-24,133,9440.0,6128.0,8517.0,usd,74004,,,0,1.0,62.5,octagonal,,,0,1.0,62.5,octagonal,
1435,"Gillet, Louis Henri",Violin Bow,Nancy,Tarisio,2013-06-26,105,11056.0,7200.0,8489.0,gbp,64677,,,0,1.0,60.5,,,,0,1.0,60.5,,
1435,"Gillet, Louis Henri",Viola Bow,Mirecourt,Tarisio,2013-05-03,37,10800.0,6943.0,8235.0,usd,64183,,,0,1.0,74.0,,,,0,1.0,74.0,,
1435,"Gillet, Louis Henri",Violin Bow,Nancy,Tarisio,2012-10-29,125,14268.0,8900.0,11062.0,gbp,62717,,,0,3.0,62.0,,,,0,3.0,62.0,,
1435,"Gillet, Louis Henri",Violin Bow,Nancy,Tarisio,2011-03-10,45,11565.0,7200.0,8370.0,gbp,23111,,,0,1.0,60.0,,,,0,1.0,60.0,,
1435,"Gillet, Louis Henri",Violin Bow,Nancy,Tarisio,2010-06-28,599,9000.0,5961.0,7294.0,usd,20217,,,0,1.0,61.0,,,,0,1.0,61.0,,
1435,"Gillet, Louis Henri",Viola Bow,Nancy,Tarisio,2010-05-03,23,7200.0,4724.0,5439.0,usd,20991,,,0,1.0,69.0,,,,0,1.0,69.0,,
1435,"Gillet, Louis Henri",Viola Bow,Nancy,Tarisio,2009-10-18,353,8400.0,5138.0,5649.0,usd,18900,,,0,1.0,71.0,,,,0,1.0,71.0,,
15699,"Gläsel, Otto",Violin Bow,,,2025-09-26,,1961.0,1468.0,1680.0,eur,130895,72.3,73.9,0,0.0,58.0,round,72.3,73.9,0,0.0,58.0,round,
213,"Gohde, Gregory",Violin Bow,,Tarisio,2014-06-20,137,1200.0,713.0,887.0,usd,66736,,,0,1.0,61.0,round,,,0,1.0,61.0,round,
213,"Gohde, Gregory",Viola Bow,,Tarisio,2012-12-15,23,720.0,445.0,547.0,usd,33438,,,0,1.0,73.0,,,,0,1.0,73.0,,
213,"Gohde, Gregory",Cello Bow,,Tarisio,2005-11-04,116,1150.0,657.0,964.0,usd,7901,,,0,1.0,83.0,,,,0,1.0,83.0,,
1034,"Gotz, Conrad",Violin Bow,,Tarisio,2019-10-22,56,659.0,510.0,592.0,gbp,86136,72.3,73.8,0,1.75,63.5,octagonal,72.3,73.8,0,1.75,63.5,octagonal,
1034,"Gotz, Conrad",Violin Bow,,Tarisio,2018-05-17,51,1800.0,1332.0,1525.0,usd,84201,72.9,74.5,0,2.0,64.5,octagonal,72.9,74.5,0,2.0,64.5,octagonal,
1086,"Grandchamp, Eric",Viola Bow,,Tarisio,2018-03-19,7,5385.0,3835.0,4370.0,gbp,83445,,,0,1.0,69.0,round,,,0,1.0,69.0,round,
1086,"Grandchamp, Eric",Viola Bow,,Tarisio,2017-10-23,11,3579.0,2714.0,3046.0,gbp,82182,,,0,1.0,72.0,round,,,0,1.0,72.0,round,
1086,"Grandchamp, Eric",Violin Bow,,Tarisio,2017-06-27,80,5274.0,4130.0,4672.0,gbp,78456,,,0,1.0,61.5,round,,,0,1.0,61.5,round,
1086,"Grandchamp, Eric",Violin Bow,,Tarisio,2009-05-09,124,3803.0,2520.0,2833.0,usd,17941,,,0,2.0,,,,,0,2.0,,,
1252,"Green, Howard",Violin Bow,,Tarisio,2015-06-26,94,2160.0,1373.0,1928.0,usd,72854,,,0,2.0,60.0,octagonal,,,0,2.0,60.0,octagonal,
1252,"Green, Howard",Violin Bow,,Tarisio,2014-03-25,33,1189.0,720.0,862.0,gbp,66870,,,0,1.0,61.0,octagonal,,,0,1.0,61.0,octagonal,
851,"Grimm, Karl",Violin Bow,Saaz,Tarisio,2005-07-21,13,190.0,109.0,156.0,usd,7476,,,0,0.5,,,,,0,0.5,,,
15589,"Groppe, René-William & Michael",Violin Bow,,,2023-10-31,,1602.0,1320.0,1511.0,gbp,108741,70.0,71.4,0,0.65,57.5,round,70.0,71.4,0,0.65,57.5,round,
16034,"Grunberger, Pierre",Cello Bow,,Tarisio,2021-07-09,6,2400.0,1732.0,2023.0,usd,96884,70.1,71.9,0,1.0,89.5,round,70.1,71.9,0,1.0,89.5,round,
227,"Grünke, Klaus",Cello Bow,,,2024-10-08,,7248.0,5529.0,6600.0,eur,122128,69.5,71.3,0,1.0,78.5,round,69.5,71.3,0,1.0,78.5,round,
227,"Grünke, Klaus",Viola Bow,,,2024-05-14,,4219.0,3353.0,3900.0,eur,121520,73.0,74.5,0,2.0,71.0,round,73.0,74.5,0,2.0,71.0,round,
