maker_id,maker_name,type,city_maker,auction_house,sale_date,lot,usd,gbp,eur,bold_currency,instrument_id,stick_length_without_x,stick_length_with_x,condition_x,material_grade_x,weight_x,stick_shape_x,stick_length_without_y,stick_length_with_y,condition_y,material_grade_y,weight_y,stick_shape_y,make_date
1590,"Allen, Samuel",Violin Bow,London,Tarisio,2018-11-08,117,6600.0,5037.0,5771.0,usd,24091,,,0,1.0,58.5,octagonal,,,0,1.0,58.5,octagonal,
1590,"Allen, Samuel",Violin Bow,,Tarisio,2017-02-24,109,5700.0,4555.0,5392.0,,77870,,,0,1.0,58.5,octagonal,,,0,1.0,58.5,octagonal,
1590,"Allen, Samuel",Violin Bow,,Tarisio,2016-02-26,74,6600.0,4722.0,5997.0,,74575,,,0,1.0,60.0,octagonal,,,0,1.0,60.0,octagonal,
1590,"Allen, Samuel",Viola Bow,,Tarisio,2015-06-30,18,11324.0,7200.0,10121.0,,72136,,,0,3.0,71.5,round,,,0,3.0,71.5,round,
1590,"Allen, Samuel",Violin Bow,London,Tarisio,2011-05-06,134,3600.0,2193.0,2483.0,usd,24091,,,0,1.0,58.5,octagonal,,,0,1.0,58.5,octagonal,
966,"Alvey, Brian",Viola Bow,,,2025-10-28,,3983.0,3000.0,3425.0,,128276,73.0,74.5,0,2.0,74.0,octagonal,73.0,74.5,0,2.0,74.0,octagonal,
966,"Alvey, Brian",Cello Bow,,,2025-03-25,,1554.0,1200.0,1436.0,,125248,69.3,70.9,0,1.0,80.0,round,69.3,70.9,0,1.0,80.0,round,
966,"Alvey, Brian",Cello Bow,,Tarisio,2022-06-10,3,1534.0,1240.0,1457.0,,101744,69.5,71.1,0,1.0,84.0,octagonal,69.5,71.1,0,1.0,84.0,octagonal,
966,"Alvey, Brian",Viola Bow,,Tarisio,2017-02-24,20,2596.0,2075.0,2456.0,,77132,,,0,1.0,65.0,octagonal,,,0,1.0,65.0,octagonal,
966,"Alvey, Brian",Viola Bow,London,Tarisio,2013-05-03,31,1440.0,926.0,1098.0,usd,63562,,,0,2.0,75.0,,,,0,2.0,75.0,,
966,"Alvey, Brian",Violin Bow,London,Tarisio,2012-04-27,87,1440.0,887.0,1089.0,usd,32685,,,0,1.0,62.0,,,,0,1.0,62.0,,
966,"Alvey, Brian",Violin Bow,London,Tarisio,2010-10-15,251,4500.0,2808.0,3194.0,usd,22141,,,0,2.5,63.0,,,,0,2.5,63.0,,
966,"Alvey, Brian",Viola Bow,London,Tarisio,2009-05-09,18,1638.0,1085.0,1220.0,usd,17677,,,0,2.0,75.0,,,,0,2.0,75.0,,
966,"Alvey, Brian",Viola Bow,London,Tarisio,2008-05-09,116,2106.0,1081.0,1362.0,usd,15202,,,0,2.0,75.1,,,,0,2.0,75.1,,
966,"Alvey, Brian",Cello Bow,London,Tarisio,2007-07-25,214,920.0,449.0,669.0,usd,13209,,,0,1.0,85.0,,,,0,1.0,85.0,,
966,"Alvey, Brian",Violin Bow,London,Tarisio,2006-02-16,102,1265.0,729.0,1067.0,usd,8383,,,0,0.0,59.5,,,,0,0.0,59.5,,
15414,"Ames, Robert",Viola Bow,,,2025-05-30,,1800.0,1335.0,1587.0,,128300,72.6,74.1,0,1.0,63.5,round,72.6,74.1,0,1.0,63.5,round,
15414,"Ames, Robert",Cello Bow,New York,,2024-03-15,,6000.0,4705.0,5509.0,,119808,69.5,71.2,0,1.0,81.5,round,69.5,71.2,0,1.0,81.5,round,
