instrument_id,maker_id,type,make_date,year_sale,house_sale,info,auction_catalog_date,auction_catalog_house,notes,condition,length_of_back,upper_bouts,middle_bouts,lower_bouts,maker_name,authentication_score
20819,2919,Violin,1770.0,2010,Tarisio,"Labeled, ""Michael Achner..."" | Length of back: 35.6 cm",,,,,35.6,,,,"Achner, Michael",3
84148,2611,Violin,1783.0,2018,Tarisio,"Labeled, ""Philip Achner, Mittenwald, 1783. | Length of back: 35.8 cm",,,,,35.8,,,,"Achner, Philip",3
89068,890,Violin,1922.0,2019,Tarisio,"Labeled, ""Exposition #10, Acoulon, Anno 1922., 140. Rue St. Charles, Paris No.781."" | Branded to the upper block, ""JTL."" | Length of back: 35.6 cm | Upper bouts: 16.5 cm | Middle bouts: 11.1 cm | Lower bouts: 20.4 cm",,,,,35.6,16.5,11.1,20.4,"Acoulon, Alexandre Alfred",3
64956,890,Violin,1911.0,2013,Tarisio,"Labeled, ""Acoulon, Anno 1911, 140 rue Saint Charles, Paris, No 468."" | Branded ""JTL"" to the upper block. | Length of back: 35.4 cm",,,,,35.4,,,,"Acoulon, Alexandre Alfred",3
13763,890,Violin,1900.0,2007,Tarisio,"Labeled, ""Copie de Nicolaus Amati..."" | Excellent condition. | Length of back: 35.9 cm",,,,2.0,35.9,,,,"Acoulon, Alexandre Alfred",2
75071,2260,Violin,1885.0,2017,Tarisio,"Labeled, ""P. P. Adamsen, instrumentmager. 1885."" | Length of back: 36.2 cm | Upper bouts: 17.0 cm | Middle bouts: 11.6 cm | Lower bouts: 20.9 cm",,,,,36.2,17.0,11.6,20.9,"Adamsen, Peter Petersen",3
68883,2260,Viola,1900.0,2015,Tarisio,"Labeled, ""P. P. Adamsen."" | Length of back: 38.5 cm",,,,,38.5,,,,"Adamsen, Peter Petersen",3
64736,2260,Cello,1891.0,2013,Tarisio,"Labeled, ""P. P. Adamsen Instrumentmager 1891."" | Length of back: 77.0 cm (30 1/4 inches)",,,,,77.0,,,,"Adamsen, Peter Petersen",3
74326,2805,Viola,1948.0,2016,Tarisio,"Labeled, ""Lutherie D'art, Pere Aerts Fils, Rue de la Regence, Bruxelles Belgique, Los Angeles, 1948, Aerts."" | Varnish: of a golden orange brown color. | Length of back: 42.8 cm | Upper bouts: 19.5 cm | Middle bouts: 13.0 cm | Lower bouts: 24.0 cm",,,,,42.8,19.5,13.0,24.0,"Aerts, Marcel",3
32229,2262,Violin,1928.0,2012,Tarisio,"Unlabeled. Branded to the lower rib, ""René Aerts, Bruxelles."" | Length of back: 35.8 cm | Upper bouts: 16.8 cm | Middle bouts: 11.2 cm | Lower bouts: 20.7 cm",,,,,35.8,16.8,11.2,20.7,"Aerts, Rene",3
83357,2665,Violin,1967.0,2018 ; 2019,Tarisio ; Tarisio,"Labeled, ""Luigi Agostinelli da Gubbio, Milano anno 1967, Luigi Agostinelli, Aelli."" Signed to the label. | Branded to upper and lower block, ""Aelli."" | Length of back: 35.6 cm | Upper bouts: 16.9 cm | Middle bouts: 11.2 cm | Lower bouts: 21.0 cm",,,,,35.6,16.9,11.2,21.0,"Agostinelli, Luigi",4
78487,2665,Violin,1953.0,2017,Tarisio,"Labeled, ""Luigi Agostinelli da Gubbio, in Torre Pellice anno 1953."" Signed to the label, ""Luigi Augostinelli."" | Engraved to the blocks, ""Aelli."" Rosewood button. | Length of back: 35.7 cm | Upper bouts: 16.7 cm | Middle bouts: 11.4 cm | Lower bouts: 21.1 cm",,,,,35.7,16.7,11.4,21.1,"Agostinelli, Luigi",4
33426,2665,Viola,1954.0,2012,Tarisio,"Labeled, ""Luigi Agostinelli da Gubbio, fece a Milano, anno 1954."" Signed to the label, ""Luigi Agostinelli."" | Length of back: 42.0 cm (16 1/2 inches)",,,,,42.0,,,,"Agostinelli, Luigi",4
98495,3,Violin,1998.0,2021,Tarisio,"Labeled, ""Albanelli Franco, allievo di Gaetano Pollastri, fece in Bologna, 1998."" Signed to the label. | Branded to the inside back and upper block, ""F. Albanelli."" | Length of back: 35.8 cm",,,,,35.8,,,,"Albanelli, Franco",5
90900,3,Violin,1968.0,2020,Tarisio,"Labeled, ""Albanelli Franco, allievo di Gaetano Pollastri, fece in Bologna 1968."" | Length of back: 35.7 cm | Upper bouts: 16.8 cm | Middle bouts: 11.2 cm | Lower bouts: 20.8 cm",,,,,35.7,16.8,11.2,20.8,"Albanelli, Franco",3
78503,3,Violin,1997.0,2017; 2019,Tarisio; Ingles & Hayday,"Labeled, ""Albanelli Franco, allievo di Gaetano Pollastri, fece in Bologna 1997."" Signed to the label. | Branded to the lower rib & to the inside, ""F. Albanelli."" | Length of back: 35.8 cm | Upper bouts: 16.9 cm | Middle bouts: 11.4 cm | Lower bouts: 20.9 cm",,,,,35.8,16.9,11.4,20.9,"Albanelli, Franco",5
84601,3,Violin,1985.0,2018 ; 2019,Tarisio ; Tarisio,"Labeled, ""Gaetano Pollastri, fece in Bologna, 1952,"" of which it is a copy. | Chicken branded internally and to the lower rib. | Length of back: 35.7 cm | Upper bouts: 16.9 cm | Middle bouts: 11.4 cm | Lower bouts: 20.9 cm",,,,,35.7,16.9,11.4,20.9,"Albanelli, Franco",2
73137,3,Violin,1998.0,2015 ; 2016,Tarisio ; Tarisio,"Labeled, ""Albanelli Franco, allievo di Gaetano Pollastri, Fece in Bologna 1998."" Signed to the label, ""Albanelli Franco."" | Branded to the inside back, ""F. Albanelli."" | Length of back: 35.8 cm | Upper bouts: 16.8 cm | Middle bouts: 11.3 cm | Lower bouts: 20.8 cm",,,,,35.8,16.8,11.3,20.8,"Albanelli, Franco",5
64897,3,Violin,2004.0,2013,Tarisio,"Labeled, ""Albanelli Franco allievo di Gaetano Pollastri fece in Bologna 2004."" | Branded to the inside back and lower ribs, ""F. Albanelli."" | Length of back: 35.6 cm",,,,,35.6,,,,"Albanelli, Franco",4
24902,3,Violin,1992.0,2011 ; 2014,Tarisio ; Tarisio,"Labeled, ""Albanelli Franco, allievo di Gaetano Pollastri, fece in Bologna, 1992."" | Branded to the lower rib, inside back and inside upper block, ""F. Albanelli."" | Length of back: 35.7 cm",,,,,35.7,,,,"Albanelli, Franco",4
22251,3,Violin,1993.0,2010,Tarisio,"Labeled, ""Albanelli Franco Allievo di Gaetano Pollastri, fece in Bologna 1993."" | Length of back: 35.8 cm",,,,,35.8,,,,"Albanelli, Franco",3
15057,3,Violin,2004.0,2006 ; 2008,Tarisio ; Tarisio,Bearing the maker's signed label. | Length of back: 35.8 cm,,,,,35.8,,,,"Albanelli, Franco",4
12356,3,Violin,1955.0,2007,Tarisio,"Labeled, ""Gaetano Pollastri..."" Branded internally and to the lower rib. | Length of back: 35.6 cm",,,,,35.6,,,,"Albanelli, Franco",2
6819,3,Violin,1996.0,2004,Tarisio,Bearing the maker's label. | Near mint condition. | Length of back: 35.8 cm,,,,1.0,35.8,,,,"Albanelli, Franco",3
4377,3,Violin,1982.0,2003,Tarisio,Bearing its original signed label and brands. | Mint condition. | Length of back: 35.7 cm,,,,0.0,35.7,,,,"Albanelli, Franco",4
3908,3,Violin,1992.0,2002,Tarisio,Bearing the maker's signed label. | Excellent condition. | Length of back: 35.7 cm,,,,2.0,35.7,,,,"Albanelli, Franco",4
57342,4,Violin,1700.0,,,"Labeled, ""Joseph filius Matth. Albani / me fecit Bulsani in Tyroli. / Anno 1750."" | Length of back: 35.7 cm","April 26, 2012; April 29, 2011",Christie's; Christie's,,,35.7,,,,"Albani, Giuseppe I",3
91001,1475,Violin,1705.0,2020,Tarisio,"Labeled, ""Mathias Albanus fecit, In Tyroli Bulsani 1675."" | Length of back: 35.5 cm | Upper bouts: 16.5 cm | Middle bouts: 11.2 cm | Lower bouts: 20.3 cm",,,,,35.5,16.5,11.2,20.3,"Albani, Matthias II",3
73892,1475,Violin,1708.0,2015,Brompton's,"Labeled, Matthia's Albanus Bulfani in Tyroli. anno 1702(?). The fingerboard bearing the W. E. Hill & Sons registration mark, T611. The scroll possibly later. | Length of back: 35.4 cm",,,,,35.4,,,,"Albani, Matthias II",3
51094,1475,Violin,1700.0,2008,Brompton's,"Labeled, ""Matthias Albanus fecit Bulsani in Tyroli 1696 ."" | Length of back: 35.4 cm","June 23, 2008",Brompton's,,,35.4,,,,"Albani, Matthias II",3
49176,1475,Violin,1680.0,,,"Labeled, ""Per admirab. Sanguinem tuum.guem o B. Januari pro sidg esludisk / Omnem Gratian nobis obtine ob anotem D. N. Jefu Christi Am."" | Length of back: 35.4 cm","October 12, 2007",Christie's,,,35.4,,,,"Albani, Matthias II",2
48095,1475,Violin,1690.0,2006,Brompton's,"Labeled, ""Matthias Albanus fecit in Tyrolii 16.."" | Length of back: 36.0 cm","November 6, 2006",Brompton's,,,36.0,,,,"Albani, Matthias II",3
47336,1475,Violin,1700.0,2004,Sotheby's,"Labeled, ""Matthias Albanus fecit Bulsani in Tyroli ****."" | Length of back: 35.8 cm","March 30, 2004",Sotheby's,,,35.8,,,,"Albani, Matthias II",3
47661,1475,Violin,1697.0,1997,Sotheby's,"Labeled, ""Matthias Albanus fecit Bulsani in Tyroli 1697."" | Length of back: 35.7 cm","March 18, 1997",Sotheby's,,,35.7,,,,"Albani, Matthias II",3
92692,2244,Violin,1890.0,2020,Tarisio,"Labeled, ""Chas F. Albert's, Studio violin."" | Stamped, ""C. F. Albert, Pat'D, May. 15 1883, Philada"" and ""C. F. Albert. Phila."" | Length of back: 35.6 cm | Upper bouts: 14.9 cm | Middle bouts: 4.3 cm | Lower bouts: 19.5 cm",,,,,35.6,14.9,4.3,19.5,"Albert, Charles Francis I",4
19433,1100,Violin,1900.0,2008 ; 2010,Tarisio ; Tarisio,"Branded to the inside back, ""J. Albert, Manufacture..."" | Excellent condition. | Length of back: 35.9 cm",,,,2.0,35.9,,,,"Albert, Eugene John",3
8101,1100,Violin,,2005,Tarisio,"Branded to the inside back, ""J. Albert, Philadelphia..."" | Length of back: 35.9 cm",,,,,35.9,,,,"Albert, Eugene John",3
5046,1100,Violin,1900.0,2004,Tarisio,"Faintly bearing the maker's stamp to the inside back. | Top off. Repaired bass bar crack, back seam repair, overall good condition. | Length of back: 35.9 cm",,,,3.0,35.9,,,,"Albert, Eugene John",2
54719,5,Violin,1740.0,,,Length of back: 35.4 cm,"April 25, 2010",Skinner,"""Condition: Repaired back crack, approx. 27 cm.""",,35.4,,,,"Alberti, Ferdinando",0
2680,5,Violin,1730.0,2001,Tarisio,Bearing its original label. | The ribs by a later hand. Restorable condition. | Length of back: 36.2 cm,"November 9, 2001",Tarisio,,4.0,36.2,,,,"Alberti, Ferdinando",3
47666,5,Viola,1778.0,,,"Labeled, ""Pietro Antonio figlio di, Carlo Ferdinando Landolfi, in Milano al segno della Siren al'anno 1778."" | Length of back: 39.0 cm","October 8, 1988",Skinner,,,39.0,,,,"Alberti, Ferdinando",3
44567,5,Violin,1756.0,1973,Sotheby's,"Labeled, ""Ferdinando Alberti fece in Milano nella contrado del pefee al Segno della corona L'Anee 1756."" | Varnish: Golden-brown | Length of back: 35.7 cm","November 22, 1973",Sotheby's,,,35.7,,,,"Alberti, Ferdinando",3
82414,1308,Violin,1808.0,2017,Tarisio,"Labeled, ""Rue de Seine, No 71, près celle de Bussy. Aldric, Luthier à Paris an 1808."" | Length of back: 35.6 cm | Upper bouts: 16.7 cm | Middle bouts: 11.1 cm | Lower bouts: 20.6 cm",,,,,35.6,16.7,11.1,20.6,"Aldric, Jean-François",3
51369,1308,Violin,,1982; 2017,Sotheby's; Ingles & Hayday,"Labeled, ""Nicolas Lupot, Luthier, rue Croix des petits-Champs, à Paris, l'an 18**."" | Length of back: 35.9 cm","June 4, 1982",Sotheby's,,,35.9,,,,"Aldric, Jean-François",2
32324,1308,Violin,1815.0,2013,Tarisio,"Labeled, ""Aldric, Luthier, Fait Violon, Alto, Violencello et Guitare."" | Length of back: 35.7 cm | Upper bouts: 16.1 cm | Middle bouts: 10.6 cm | Lower bouts: 20.0 cm",,,,,35.7,16.1,10.6,20.0,"Aldric, Jean-François",3
56701,1308,Violin,1819.0,2011,Sotheby's,"Labeled, ""Rue de Bussy No 30 Faub St- Germain près la rue de Seine à Paris Aldric, luthier fait violon, alto, violoncelle et guitare 1819."" | Length of back: 35.9 cm","March 8, 2011",Sotheby's,,,35.9,,,,"Aldric, Jean-François",3
51361,1308,Violin,1803.0,2008,Brompton's,"Labeled, ""Aldric Luthier. Rue de Bassi. Faub ge 85 Germain…Anno 1803 à Paris"" and signed internally. | Length of back: 35.6 cm","July 10, 2007; November 3, 2008",Brompton's; Brompton's,,,35.6,,,,"Aldric, Jean-François",3
13785,1308,Cello,1830.0,2007,Tarisio,"Labeled, ""Aldric..."" | Length of back: 74.8 cm",,,,,74.8,,,,"Aldric, Jean-François",3
51343,1308,Violin,1843.0,1995,Sotheby's,"Labeled, ""Rue de Seine, N° 71, pres celle de Bussy. Aldric, Luthier à Paris, an 1836."" | Length of back: 35.8 cm","March 21, 1995",Sotheby's,,,35.8,,,,"Aldric, Jean-François",3
51365,1308,Violin,1818.0,1994,Phillip's,"Labeled, ""Aldric Luthier rue de bussi faubourg St. Germain à Paris 1818."" | Length of back: 36.2 cm","November 10, 1994",Phillip's,,,36.2,,,,"Aldric, Jean-François",3
51363,1308,Violin,1820.0,1990,Christie's,"Labeled, ""Aldric Luthier . . . 1820."" | Length of back: 35.7 cm","March 28, 1990",Christie's,,,35.7,,,,"Aldric, Jean-François",3
51362,1308,Violin,1822.0,1988,Christie's,"Labeled, ""Gand Luthier eleve de Lupot . . . Paris 1822."" | Length of back: 36.0 cm","November 23, 1988",Christie's,,,36.0,,,,"Aldric, Jean-François",2
51371,1308,Violin,1807.0,1988,Sotheby's,"Labeled, ""Rue de Bussy No. 30, Faub. St. Germain, pres la rue de Seine à Paris, Aldric, Luthier, fait Violon, Alto, Violoncello, et Guitare, an 1807."" | Length of back: 35.5 cm | Upper bouts: 16.7 cm | Middle bouts: 11.1 cm | Lower bouts: 20.6 cm","June 22, 1988",Sotheby's,,,35.5,16.7,11.1,20.6,"Aldric, Jean-François",3
51370,1308,Violin,1841.0,1986,Sotheby's,"Labeled, ""Rue de Seine, No. 71, pres celle de Bussy, Aldric, Luthier à Parisan 1841."" | Length of back: 35.6 cm","November 12, 1986",Sotheby's,,,35.6,,,,"Aldric, Jean-François",3
51432,1308,Cello,1825.0,1984,Sotheby's,"Labeled, ""Rue de Bussy No.30. Faub. St.-Germain, près la rue de Seine à Paris, Aldric Luthier, fait Violon, Alto, Violoncelle, et Guitare."" | Length of back: 74.9 cm","November 22, 1984",Sotheby's,,,74.9,,,,"Aldric, Jean-François",3
51368,1308,Violin,1798.0,1976,Sotheby's,"Labeled, ""Aldric Luthier, rue de Bussi, Faubourg St. Germain, vis-à-vis la rue des Boucheries No 995 Anno 1798 à Paris."" | Length of back: 35.6 cm","July 1, 1976",Sotheby's,"""Formerly the property of the 18th Century composer and violin virtuoso Francois Hippolite Bartelemon from whom the present owner is descended. Bartelemon, of whom Dr. Burney wrote in glowing terms, was born in 1741 in Bordeaux but made his career chiefly in England. He was related to Dr. Arne through his wife and was a close friend of Joseph Haydn. He died in 1808.""",,35.6,,,,"Aldric, Jean-François",3
97038,1210,Violin,1994.0,2021,Tarisio,"Labeled, ""Gregg T. Alf fecit Ann Arbor anno 1994 GA9434."" | Made as a copy of the 'Lady Streeton' Guarneri 'del Gesù'. Inscribed to the inside top, ""56.7gms 151 298 60.4 178 372."" | Length of back: 35.4 cm | Upper bouts: 16.5 cm | Middle bouts: 11.0 cm | Lower bouts: 20.3 cm",,,,,35.4,16.5,11.0,20.3,"Alf, Gregg",3
93048,1210,Violin,2012.0,2018,Tarisio,"Labeled, ""Gregg T. Alf, Fecit Ann Arbor 2012, GA207."" Signed to the label. | Branded to the inside top, ""Gregg T. Alf."" Inscribed to the inside back, ""53.8 57.9 160 186 320 370"" and ""Gregg 2.. May 25 2012 Ann Arbor 2012, GA207."" | Length of back: 35.2 cm | Upper bouts: 16.6 cm | Middle bouts: 11.0 cm | Lower bouts: 20.0 cm",,,,,35.2,16.6,11.0,20.0,"Alf, Gregg",5
74002,1210,Violin,2011.0,2015,Tarisio,"Labeled, ""Gregg T. Alf, fecit Ann Arbor 2011, GA208."" | Length of back: 35.3 cm | Upper bouts: 16.9 cm | Middle bouts: 11.5 cm | Lower bouts: 20.5 cm",,,,,35.3,16.9,11.5,20.5,"Alf, Gregg",3
67913,1210,Violin,1993.0,2014,Tarisio,"Labeled, ""Gregg T. Alf, fecit Ann Arbor anno 1993."" Inscribed to the label, ""GA9153, Gregg T. Alf."" | Length of back: 35.5 cm | Upper bouts: 16.5cm | Middle bouts: 11.0cm | Lower bouts: 20.2cm",,,,,35.5,16.5,11.0,20.2,"Alf, Gregg",3
33645,1210,Violin,1989.0,2012; 2013,Tarisio; Tarisio Private Sales,"Labeled, ""Gregg T. Alf, fecit Ann Arbor, Anno 1989, GA8902."" | Length of back: 35.8 cm | Upper bouts: 17.1 cm | Middle bouts: 11.6 cm | Lower bouts: 21.0 cm",,,,,35.8,17.1,11.6,21.0,"Alf, Gregg",3
13857,1892,Violin,1921.0,2007,Tarisio,Bearing the maker's label. | Length of back: 35.3 cm,,,,,35.3,,,,"Allan, Hugh",3
59960,2608,Violin,1774.0,1980,Sotheby's,"Bearing its original label, dated 1774 or 1784. | Length of back: 35.6 cm","November 20, 1980",Sotheby's,,,35.6,,,,"Alonso, Lorenzo",3
104292,6,Viola,1950.0,2022,Tarisio,"Labeled, ""Armando Altavilla fecit Neapoli anno 1925."" Signed to the label. | Length of back: 41.6 cm | Upper bouts: 19.2 cm | Middle bouts: 12.8 cm | Lower bouts: 24.2 cm",,,,,41.6,19.2,12.8,24.2,"Altavilla, Armando",4
54899,2554,Violin,1839.0,2010,Brompton's,"Labeled, ""Aldebrando Amagliani..39."" | Length of back: 35.6 cm","June 14, 2010",Brompton's,"[possibly referring to this instrument]: ""Italian by Amagliani, dated 1839. Beare's guarantee of genuineness.
This violin is plain-looking, but it has a remarkably fine tone. . .""
Harry Dykes advertisement
, The Strad, 1899, London",,35.6,,,,"Amaglioni, Aldebrande",3
52561,2554,Violin,1816.0,2009,Brompton's,"Bearing a manuscript label, ""Aldebrande Amaglione in Fosso Gerona 1816."" | Length of back: 35.6 cm","March 12, 2009",Brompton's,,,35.6,,,,"Amaglioni, Aldebrande",3
52562,2554,Violin,1835.0,1978,Sotheby's,"Bearing a manuscript label, ""face Aldebrando Amaglioni L'Anno 1835."" | Length of back: 35.7 cm","February 16, 1978",Sotheby's,,,35.7,,,,"Amaglioni, Aldebrande",3
96831,15606,Violin,1981.0,2021,Tarisio,"Labeled, ""C. Amano Cremona 1981."" | Length of back: 35.7 cm | Upper bouts: 16.3 cm | Middle bouts: 11.2 cm | Lower bouts: 20.1 cm",,,,,35.7,16.3,11.2,20.1,"Amano, Chihiro",3
40046,7,Cello,,1957; 1967,Puttick & Simpson; Rembert Wurlitzer Inc.,"Label probably a facsimile, dated 1572. | Original dimensions approximately 78.2 cm, 39.1 cm, 27.7 cm, 48.9 cm. | Back: Two-piece with a slight irregular curl. Decorated with the armorials and symbols of King Charles IX of France; this painting is thought to be later than the instrument | Varnish: Orange-brown on a golden background | Length of back: 75.5 cm | Upper bouts: 34.3 cm | Middle bouts: 23.6 cm | Lower bouts: 44.2 cm",,,"""Neck and fittings modern. Painted and gilded with the arms, devices, and mottoes of Charles IX, King of France. Label probably a facsimile, dated 1572. Charles IX of France had ordered 38 instruments from Andrea Amati, including 8 ""basses,"" and this instrument is thought to be one of them. The paintings are on the back and the sides, and there are decorations on the peg box as well (the peg box and scroll on this cello are original). On the centre of the back can be seen a crown over the remaining outline of the royal coat of arms, on either side of which is a figure. To the right is a figure of a woman and further to the right, a column, with a crown on top, and still another crown near the bottom of the instrument. On the left side, the figure is no longer visible, and only a portion of the column remains. The figures stand for Piety and Justice. On the sides of the cello were the words 'Pietate' and 'Justicia.' On the bass side only the letters ETA remain visible from the word 'Pietate;' 'Justicia' was on the treble side. Above the 'K' which stands for Charles (Karolus) is a crown, surrounded by other decorative figures on the middle bout.
In each of the four corners of the back is a fleur-de-lis, the symbol of the royal family of France. There is also a fleur-de-lis at the back of the peg box. On the peg box is a fifth peg hole that may or may not have been there originally. (There were five-stringed cellos up to the middle of the eighteenth century.) The instrument has obviously been knocked about a little, but it has been beautifully repaired and is in a healthy condition today. The overall colour is of amber.
The voice of this cello is remarkable. It possesses a beautiful, full-throated sound, vigorous enough to be heard in a concerto. The cello is basically the same as a modern cello, although it has been cut down. In every other respect than size, Andrea Amati made cellos as they are known today.""
The Cello
, Elizabeth Cowling, The Cello, London
""This [cello] is known as the 'Bridge's viollo.' Its history is romantic, it having been presented by Pope Pius V. to Charles IX. of France, and surnamed the 'King.'""
Old Violins (Haweis)
, H. R. Haweis, Old Violins, Edinburgh
""The King, as it is now called, is the earliest bass instrument of the violin family known to survive, built perhaps as early as 1538, originally with only three strings. About 1560, it was painted to serve as one of a set of 38 stringed instruments built by Andrea Amati that were painted and gilded for the French court of King Charles IX (d. 1574) - his mother was Catherine de' Medici, a member of the Italian family that directed the destiny of Florence (and, after 1569, of Tuscany) from the fifteenth century to 1737 - with the King's emblems and mottoes. The set was used until it was dispersed during the French Revolution (1789). Only a few instruments from the set have survived.
The King was cut down in size--looking closely at the paintings on the back, one can see that wood was removed down the center, leaving the woman, representing 'Justice,' without a waist or left arm--and 'modernized' by Sébastian Renault, a Parisian luthier, in 1801.
The letters on the bass side spell the word, 'PIETATE' (Latin for piety). The letter, 'K,' in the center rib stands for 'Karolus' (King Charles IX of France).""
Amati 'King' cello; Shrine to Music Museum
""An interesting slip of paper which has accompanied this violoncello for at leas a hundred years, written in French and on the back faintly pencilled words (now inked over), 'Duport had it; a Hollander brought it to Betts 1812, and he sold it to H. W. Curtis (afterwards Sir William Curtis).'""
Chats on Violoncellos
, Olga Racster, Chats on Violoncellos, London
Instrument #183 at the South Kensington Special Exhibition of 1872.
Catalogue of the Special Exhibition at South Kensington, England
, Carl Engel, Catalogue of the Special Exhibition at South Kensington, England, London
""Decorated cello from the Charles IX set. This example, of which I have seen only photographs, is severely cut down and does not have the original scroll. It retains substantial vestiges of the decoration, however. Western USA, private collection""
The surviving instruments of Andrea Amati
, Laurence C. Witten II, Early Music
Instrument #1071 at the Special Loan Exhibition at Fishmongers Hall, London in 1904.
1904 Loan Exhibition at Fishmonger's Hall
, Catalog for the Special Loan Exhibition of Musical Instruments, Manuscripts, Portraits and other Mementos, Fishmonger's Hall, London
""I have never heard a cello, other than a top quality Strad, that actually came close to the sound this one produced. It had ample volume and the most extraprdinary variety of sound.""
Guided Tour through the Shrine to Music's Galleries
, Charles Beare, Journal of the Violin Society of America, Vol. XII, No. 2, Flushing, NY
""In the sale of the instruments of the late Sir William Curtis, on 3rd of May, 1827, Lot 9 was a violoncello by Andreas Amati, Cremonensis, faciebat 1572. . . . It was put up at five hundred guineas, and bought in as two hundred and eighty.""
The Painted Amatis: A Critical and Historical Analysis
, The Violin Times, October, 1894, London
""Inside is an ink inscription in the upper bouts of the back by the violinmaker, Sebatien Renault of Paris, dated 1801.""
Andrea Amati Opera omnia: Les Violons du Roi
, Fausto Cacciatori, editor, Andrea Amati Opera omnia: Les Violons du Roi, Cremona
""The violoncello is the gem. Its outline is grace itself: the four exquisite curves coincide in one pure and serpentine design. This bass is a violin souffle ; were it shown at a distance it would take the appearance of a most elegant violin ; the best basses of Stradiuarius alone will stand this test. (Apply it to the Venetian masterpiece in the same case.) The scroll is perfect in design and chiselled as by a sculptor; the purfling. is quite as fine as Stradiuarius; it is violin purfling, yet this seems to add elegance without meanness. It is a masterpiece of Cremona all but the hideous sound-hole that alone connects this master with the Brescian school.""
Biographical Notice of Nicolo Paganini
""In the sale of the instruments of the late Sir Wm. Curtis, on 3rd of May, 1827, Lot 9 was a violoncello by Andreas Amati,  Cremonensis, faciebat 1572. The auctioneer (Mr. Musgrave) stated in the catalogue, "" A document was given to the proprietor when he purchased this instrument, stating that it was presented by Pope Pius V. to Charles IX., King of France, for his chapel. It has been richly painted, the arms of France being on the back, and the motto 'Pietate et Justitia' on the sides. The tone of this violoncello is of extraordinary power and richness."" This was evidently one of the instruments made for Charles IX. Mr. Hollander
sold it to Sir William Curtis; it was put up for 500 guineas, and bought in at 280.""
The History of the Violin and Other Instruments Played On With the Bow From the Remotest Times to the Present
, William Sandys and Simon Andrew Forster, The History of the Violin and Other Instruments Played On With the Bow From the Remotest Times to the Present, London",,75.5,34.3,23.6,44.2,"Amati, Andrea",1
44599,1666,Violin,,1991,Sotheby's,"Labeled, ""Antonius, & Hieronymus Fr. Amati Cremonen. Andrae fil. F 1588."" | Varnish: Golden-brown | Length of back: 35.4 cm","June 14, 1990; March 14, 1991",Sotheby's; Sotheby's,,,35.4,,,,"Amati, Antonio",3
59417,8,Cello,1625.0,2016,Tarisio,"Labeled, ""Antonius & Hieronymus Fr. Amati, Cremonen. Andreae ..16.."" | Showing the collaboration of Nicolo. Dimensions altered. Bearing a repair inscription from Joseph Hel in 1883. Some new rib sections. The head also from the Amati workshop but adapted from a viola da gamba. | Length of back: 76.6 cm | Upper bouts: 36.3 cm | Middle bouts: 25.0 cm | Lower bouts: 45.1 cm",,,"""Cut down and then lengthened by J. Hel in 1883. . .""
W. E. Hill Business Records (1850 - 1990)
, W. E. Hill & Sons, W. E. Hill & Sons - Business Records (1850 - 1990)",,76.6,36.3,25.0,45.1,"Amati, Antonio & Girolamo",3
48777,8,Violin,1615.0,2015,Tarisio,"Labeled, ""Antonius, & Hieronymus F. Amati, Cremonen., Andreae fil., F 1623."" | Varnish: of a golden brown colour. | Length of back: 35.4 cm | Upper bouts: 16.0 cm | Middle bouts: 10.9 cm | Lower bouts: 19.8 cm",,,"Dated 1633 by Doring.
Harry Wahl, Finnish Collector of Violins
, Baron Otto von Schulmann, Violins & Violinists, July-August, 1955, Chicago",,35.4,16.0,10.9,19.8,"Amati, Antonio & Girolamo",3
55777,8,Violin,1611.0,2010,Brompton's,"Bearing its original label, ""Antonius, & Hieronymus Fr. Amati Cremonen. Andrea Fil F 1611."" | Length of back: 35.2 cm | Upper bouts: 16.0 cm | Middle bouts: 10.9 cm | Lower bouts: 19.8 cm","December 13, 2010",Brompton's,"Condition Report by John Dilworth: ""The violin is in my opinion a characteristic and representative example of the work of the brothers Amati, although the head is a later replacement. It is in good condition overall, and the accumulated wear and restoration work necessary in its four hundred years of existence is concentrated largely on the front, as is usual.
The back is made of a single piece of slab-cut maple, showing a broad and irregular horizontal figure. With only non-original pieces being an ebony crown on the top button and a small and well fitted cap on the lower left corner, it is in a remarkably fine state of preservation with no signs of damage or alteration. The general thickness is as would be expected, with the centre measurement of 4.5mm descending to around 2mm at the edges. The ribs are of plain maple cut on the half-slab, and are also very well preserved, although there are shrinkage cracks in the lower ribs, which are partly lined, and in the upper bass rib.
The front has a dozen substantial repaired cracks in the lower bouts, and one detectable crack in the upper bass bout. A transverse crack in the lower treble bout below the soundhole is covered on the surface with numerous single grain-width 'dog tooth' inlays. There is a large and recently fitted soundpost patch, but little sign of any substantial support for the other cracks. The cracks do seem to be closed and at present there is no obvious sign of weakness overall; the arching seems to be strong and not excessively distorted. The edges remarkably appear to be entirely original, and there is no sign of half-edging, apart from a small reinforcement piece under the lower block. The thickness of the top is about 2.4mm at the maximum in the breast, diminishing to 1.7mm in the upper and lower bouts.
The varnish is well worn, but areas of deep warm golden colouration and fine texture remain on the back and ribs. The reflective ground seems relatively undisturbed, and the violin overall has a very fine appearance.""",3.0,35.2,16.0,10.9,19.8,"Amati, Antonio & Girolamo",3
