instrument_id,maker_id,type,make_date,year_sale,house_sale,info,auction_catalog_date,auction_catalog_house,notes,condition,length_of_back,upper_bouts,middle_bouts,lower_bouts,maker_name,authentication_score
68148,1377,Violin,1779.0,2014,Tarisio,"Labeled, ""Josephus Merlin, Cremona Emulus, London 1779..."" | Length of back: 36.0 cm",,,,,36.0,,,,"Merlin, Joseph",3
100482,1535,Cello,1948.0,2022,Tarisio,"Labeled, ""Pauli Merling Violinbygger København 1948."" | Branded to the inside back, ""Pauli Merling."" | Stick: 69.9 / 71.5 cm | Length of back: 76.0 cm | Upper bouts: 34.2 cm | Middle bouts: 24.2 cm | Lower bouts: 43.7 cm",,,,,76.0,34.2,24.2,43.7,"Merling, Pauli",4
72612,1535,Violin,1920.0,2015 ; 2016,Tarisio ; Tarisio,"Labeled, ""Pauli Merling, Violinbygger, København, 1920."" | Length of back: 35.4 cm | Upper bouts: 17.0 cm | Middle bouts: 11.2 cm | Lower bouts: 20.7 cm",,,,,35.4,17.0,11.2,20.7,"Merling, Pauli",3
92031,440,Violin,1884.0,2020,Tarisio,"Labeled, ""Antonius Stradiuarius, Maurice Mermillot, luthier à Paris, 1884 no. 141, aux armes de Paris."" | Branded to the lower ribs, ""Lupot."" | Length of back: 35.7 cm | Upper bouts: 16.9 cm | Middle bouts: 11.5 cm | Lower bouts: 20.5 cm",,,,,35.7,16.9,11.5,20.5,"Mermillot, Maurice",3
66595,440,Violin,1897.0,2014,Tarisio,"Labeled, ""M. Mermillot Luthier, 18 Rue Moret, Paris, 1897."" | Length of back: 35.7 cm | Upper bouts: 17.0 cm | Middle bouts: 11.4 cm | Lower bouts: 20.5 cm",,,,,35.7,17.0,11.4,20.5,"Mermillot, Maurice",3
6985,440,Violin,1880.0,2006,Tarisio,"Labeled, ""Charles Gaillard..."" | Several cracks to top, otherwise very good condition. | Length of back: 35.7 cm",,,,3.0,35.7,,,,"Mermillot, Maurice",2
5657,440,Violin,1900.0,2004,Tarisio,"Bearing the maker's signed label and signature to the inside back. | Repairs to top and lower rib, overall good condition. | Length of back: 36.0 cm",,,,3.0,36.0,,,,"Mermillot, Maurice",4
2114,440,Violin,1870.0,2001,Tarisio,"Labeled, ""P. Jombar, 1897."" | Mint condition. | Length of back: 35.9 cm",,,,0.0,35.9,,,,"Mermillot, Maurice",2
63756,2676,Violin,1923.0,2013,Tarisio,"Labeled, ""Alfio Messina da Aderno faceva in Catania l'anno 1923."" | Length of back: 35.5 cm",,,,,35.5,,,,"Messina, Alfio",3
82474,441,Violin,1928.0,2017; 2019,Tarisio; Brompton's,"Labeled, ""Pietro Messori, Modena anno 1928."" | Length of back: 35.4 cm | Upper bouts: 16.7 cm | Middle bouts: 11.3 cm | Lower bouts: 20.8 cm",,,,,35.4,16.7,11.3,20.8,"Messori, Pietro",3
4393,441,Violin,1922.0,2003,Tarisio,Bearing its original signed label. | Very good condition. | Length of back: 35.6 cm,,,,3.0,35.6,,,,"Messori, Pietro",4
3318,441,Violin,1939.0,2002,Tarisio,Bearing the maker's label. | Near mint condition. | Length of back: 35.9 cm,,,,1.0,35.9,,,,"Messori, Pietro",3
2081,441,Violin,1929.0,2000 ; 2001,Tarisio ; Tarisio,Bearing its original label. | Near mint condition. | Length of back: 35.5 cm,,,,1.0,35.5,,,,"Messori, Pietro",3
98426,2054,Cello,1890.0,2021,Tarisio,"Labeled, ""Gustav Methfessel fecit, Bernæ anno 1891."" | Length of back: 75.8 cm | Upper bouts: 34.9 cm | Middle bouts: 24.4 cm | Lower bouts: 44.1 cm",,,,,75.8,34.9,24.4,44.1,"Methfessel, Gustave",3
72122,2054,Viola,1878.0,2015,Tarisio,"Labeled, ""Gustav Methfessel fecit, Bernae, Anno 1878."" | Length of back: 47.2 cm",,,,,47.2,,,,"Methfessel, Gustave",3
10902,442,Violin,1938.0,2006,Tarisio,Bearing the maker's label. | Length of back: 35.6 cm,,,,,35.6,,,,"Meyer, Wolfgang",3
14571,443,Violin,1730.0,1970; 2008; 2016,Rembert Wurlitzer Inc.; Tarisio; Ingles & Hayday,"Labeled, ""Guarneri..."" | Length of back: 35.8 cm","March 1-13, 2008",Tarisio,,,35.8,,,,"Mezzadri, Alessandro",2
31037,443,Violin,1701.0,2003 ; 2011,Tarisio ; Tarisio,"Labeled, ""Alessandro Mezadri, Fece in Ferarra Anno 1701."" | Very good condition. The scroll probably original to the instrument. | Length of back: 35.3 cm | Upper bouts: 16.4 cm | Middle bouts: 11.4 cm | Lower bouts: 20.1 cm","May 1-8, 2003; October 23, 2003; October 3, 2011",Tarisio; Tarisio; Tarisio,,3.0,35.3,16.4,11.4,20.1,"Mezzadri, Alessandro",3
13675,443,Violin,,2007,Tarisio,"Labeled, ""Peter Guarneri..."" | Length of back: 35.6 cm","October 1-25, 2007",Tarisio,,,35.6,,,,"Mezzadri, Alessandro",2
43242,443,Violin,1730.0,2001,Tarisio,Bearing its original label. | Length of back: 35.5 cm,,,,,35.5,,,,"Mezzadri, Alessandro",3
44584,443,Violin,1700.0,1974,Phillip's,"Labeled, ""Alessandro Mezadri fece in Ferrara, anno 1700."" | Length of back: 35.6 cm | Upper bouts: 16.4 cm | Lower bouts: 19.9 cm","December 12, 1974",Phillip's,,,35.6,16.4,,19.9,"Mezzadri, Alessandro",3
44388,443,Violin,1713.0,1972,Sotheby's,Varnish: Golden brown | Length of back: 35.4 cm,"October 26, 1972",Sotheby's,,,35.4,,,,"Mezzadri, Alessandro",0
96664,15285,Violin,2003.0,2021,Tarisio,"Labeled, ""Georges Michel 4/4 size L'an 2003 No 17 à Mirecourt - France."" | Length of back: 35.6 cm | Upper bouts: 16.5 cm | Middle bouts: 11.1 cm | Lower bouts: 20.5 cm",,,,,35.6,16.5,11.1,20.5,"Michel, Georges",3
14534,444,Violin,1986.0,2008 ; 2018,Tarisio ; Tarisio,"Labeled, ""Hericus Michelangelus Faciebat Florentia Anno 1986."" | Length of back: 35.7 cm",,,,,35.7,,,,"Michelangeli, Enrico",3
17513,444,Violin,2005.0,2009,Tarisio,"Labeled, ""Hericus Michelangelus, faciebat Florentia, 2005..."" | Length of back: 35.5 cm",,,,,35.5,,,,"Michelangeli, Enrico",3
11611,444,Violin,1989.0,2007,Tarisio,Bearing the maker's label. | Length of back: 35.7 cm,,,,,35.7,,,,"Michelangeli, Enrico",3
10827,444,Violin,1992.0,2006,Tarisio,Bearing the maker's label. | Length of back: 35.6 cm,,,,,35.6,,,,"Michelangeli, Enrico",3
14687,445,Violin,1920.0,2008,Tarisio,"Labeled, ""Michelberger... ad formam Samuel Nemessanyi, Bpest, 1920."" Bearing the maker's brands internally. | Length of back: 35.8 cm",,,,,35.8,,,,"Michelberger, Johann (Janos)",4
7560,445,Violin,1926.0,2005,Tarisio,"Bearing the maker's label and brand to the inside back. | Button repair and minor saddle cracks to top, otherwise Excellent condition. | Length of back: 36.0 cm",,,,3.0,36.0,,,,"Michelberger, Johann (Janos)",3
5235,445,Violin,1926.0,2004,Tarisio,"Bearing the maker's label and brand to the inside back. | Button repair and minor saddle cracks to top, otherwise Excellent condition. | Length of back: 36.0 cm",,,,3.0,36.0,,,,"Michelberger, Johann (Janos)",3
3123,445,Violin,1928.0,2002,Tarisio,Bearing the maker's label. | Fair condition. | Length of back: 35.8 cm,,,,4.0,35.8,,,,"Michelberger, Johann (Janos)",3
94448,446,Violin,1931.0,2020,Tarisio,"Labeled, ""Plinio Michetti fece in Torino anno 1931."" | Inscribed to the inside upper rib, ""Plinio Michetti fece in Torino anno 1931."" | Length of back: 35.7 cm | Upper bouts: 16.6 cm | Middle bouts: 11.2 cm | Lower bouts: 20.7 cm",,,,,35.7,16.6,11.2,20.7,"Michetti, Plinio",3
86240,446,Violin,1927.0,2019,Tarisio,"Labeled, ""Plinio Michetti fece, in Torino anno 1927, Corso Lecce 82."" | Length of back: 36.1 cm | Upper bouts: 16.5 cm | Middle bouts: 11.3 cm | Lower bouts: 20.7 cm",,,,,36.1,16.5,11.3,20.7,"Michetti, Plinio",3
59900,446,Violin,1941.0,2012,Bonhams,"Labeled, ""Plinio Michetti, fece in Torino l'anno 1941"" with signature on label, also inscribed by the maker twice on upper ribs: ""Plinio Michetti Fece in Torino l'anno 1941."" | Length of back: 35.6 cm","March 7, 2012; October 5, 2011",Bonhams; Bonhams,,,35.6,,,,"Michetti, Plinio",4
56747,446,Violin,1940.0,2011,Sotheby's,"Labeled, with signature ""Plinio Michetti fece in Torino l'anno 1940"" and inscribed internally on the upper ribs and block ""Plinio Michetti fece in Torino anno 1945."" | Minor varnish distress, otherwise near mint condition. | Length of back: 35.6 cm","March 8, 2011; May 1-8, 2003",Sotheby's; Tarisio,,2.0,35.6,,,,"Michetti, Plinio",4
56745,446,Cello,1934.0,2009,Sotheby's,"Labeled, with signature ""Plinio Michetti fece in Torino l'anno 1934"" and branded ""Michetti Torino"" internally on the back. | Length of back: 75.9 cm","October 6, 2009",Sotheby's,,,75.9,,,,"Michetti, Plinio",5
14539,446,Violin,1958.0,2008,Tarisio,Bearing the maker's signed label. Branded to the inside back and lower rib. | Length of back: 35.6 cm,"March 1-13, 2008",Tarisio,,,35.6,,,,"Michetti, Plinio",4
1315,446,Violin,1936.0,2007,Tarisio,Bearing its original signed label. | Near mint condition.,"June 6, 2002; October 1-25, 2007",Tarisio; Tarisio,"""Model of a Turin Guadagnini.""
Bonhams Fine Musical Instruments (undated brochure from 1999)
, Bonhams, Bonhams Fine Musical Instruments (undated brochure from 1999), London",1.0,,,,,"Michetti, Plinio",4
56739,446,Violin,1967.0,,,"Labeled, ""PLINIO MICHETTI, FECE IN TORINO L. ANNO 1967"" and signed. | Length of back: 35.7 cm","May 8, 2005",Skinner,,,35.7,,,,"Michetti, Plinio",3
56744,446,Violin,1932.0,2004,Sotheby's,"Labeled, with signature ""Plinio Michetti fece in Torino anno 1932"" and branded ""Michetti Torino"" internally on the back and blocks. | Length of back: 35.5 cm","November 2, 2004",Sotheby's,,,35.5,,,,"Michetti, Plinio",5
56726,446,Violin,1937.0,2003,Bonhams,"Labeled, ""Plinio Michetti fece in Torino L'anno 1937"" , the label signed by the maker. | Length of back: 35.7 cm","July 14, 2003; November 10, 2003",Bonhams; Bonhams,,,35.7,,,,"Michetti, Plinio",3
56729,446,Violin,1958.0,1999,Christie's,"Labeled, ""Plinio Michetti / Fece in Torino L'Anno 1958"" and signed on the label. | Length of back: 35.4 cm","June 16, 1999",Christie's,,,35.4,,,,"Michetti, Plinio",3
56738,446,Violin,1926.0,,,"Labeled, ""PLINIO MICHETTI, FECE IN TORINO L'ANNO 1926"", and signed ""CORSO LECCE 82"", also signed externally on the bottom rib ""MICHETTI PLINIO"" and stamped on the upper block. | Length of back: 35.2 cm","November 8, 1998",Skinner,,,35.2,,,,"Michetti, Plinio",4
56743,446,Violin,1930.0,1998,Sotheby's,"Labeled, with signature ""Plinio Michetti, fece in Torino, anno 1930."" | Length of back: 35.7 cm","October 22, 1998",Sotheby's,,,35.7,,,,"Michetti, Plinio",4
56728,446,Violin,1949.0,,,"Labeled, ""PLINIO MICHETTI / FECE IN TORINO L'ANNO 1949."" | Length of back: 35.6 cm","March 6, 1986",Christie's,,,35.6,,,,"Michetti, Plinio",3
72284,3156,Violin,2007.0,2015,Tarisio,"Labeled, ""Luigi Michieletto, fece in Scorzé (Ve) 2007."" Signed to the label, ""Luigi Michieletto."" | Length of back: 35.7 cm | Upper bouts: 16.6 cm | Middle bouts: 11.0 cm | Lower bouts: 20.4 cm",,,,,35.7,16.6,11.0,20.4,"Michieletto, Luigi",4
22563,3156,Cello,1984.0,2010,Tarisio,"Labeled, ""Luigi Michieletto, Martellago, 1984."" | Length of back: 75.1 cm",,,,,75.1,,,,"Michieletto, Luigi",3
60182,2617,Cello,1751.0,1987,Sotheby's,"Labeled, ""Aegidius Michiels, recht over de Swerte Susters Kercke tot. Brussel, 1751."" | Length of back: 77 cm","June 9, 1987; November 12, 1987",Sotheby's; Sotheby's,,,77.0,,,,"Michiels, Aegidus",3
23885,2252,Viola,1999.0,2011,Tarisio,"Labeled, ""Ferdinando Migani, Rimini, 1999..."" | Branded to the inside back. | Length of back: 40.8 cm",,,,,40.8,,,,"Migani, Ferdinando",3
103380,448,Violin,1926.0,2022,Tarisio,"Labeled, ""Exposicion Internacional De Higiene Arte E Industrias Primer Gran Premio Y Medalla De Oro Rosario 1926. Exposicion Internacional Entenario 1929 Higiene Art... MM."" | Branded to the inside back, ""1928 Mariano Militella Calle Maipú 720 Rosario."" | Length of back: 35.0 cm",,,,,35.0,,,,"Militello, Mariano",3
10895,448,Violin,1926.0,2006 ; 2014,Tarisio ; Tarisio,"Labeled, ""Exposicion Internacional Higiene, Arte E Industras, Primer Gran Premio Y Dalla De Oro, Rosario, 1926."" | Branded to the inside back, ""1926, Mariano Militello, Calle Maipu..20, Rosario."" | Length of back: 35.3 cm",,,,,35.3,,,,"Militello, Mariano",4
33554,448,Violin,1921.0,2003 ; 2007,Tarisio ; Tarisio,Bearing the maker's brands to the inside back and top. | Length of back: 35.6 cm,,,,,35.6,,,,"Militello, Mariano",3
7554,448,Violin,1924.0,2005,Tarisio,Branded to the inside back. | Excellent condition. | Length of back: 35.8 cm,,,,2.0,35.8,,,,"Militello, Mariano",1
5090,448,Violin,1939.0,2004,Tarisio,"Bearing the maker's brandstamps to the inside back. | Crack to top, otherwise excellent condition. | Length of back: 35.1 cm",,,,3.0,35.1,,,,"Militello, Mariano",3
85164,451,Violin,1956.0,2018,Tarisio,"Labeled, ""Bernard Millant, Fils de Max., No 80 luthier d' art, Paris - 1957"" and inscribed to the label, ""56 rue di Rome."" | Length of back: 35.3 cm",,,,,35.3,,,,"Millant, Bernard",3
67227,1481,Violin,1977.0,2014,Tarisio,"Labeled, ""Max Millant, Luthier d'Art, Paris, No. 680, Année 1977"" and ""Premiers Prix, Expositions - Concours Moderne, Cremone - 1949 - La Haye, Prix de la Province de Liège 1954."" | Branded to the lower rib. | Length of back: 35.6 cm | Upper bouts: 16.4 cm | Middle bouts: 11.3 cm | Lower bouts: 20.5 cm",,,,,35.6,16.4,11.3,20.5,"Millant, Max",3
17443,1481,Violin,1974.0,2009,Tarisio,"Labeled, ""Max Millant, Paris, no. 648, 1974..."" | Length of back: 35.7 cm",,,,,35.7,,,,"Millant, Max",3
11023,449,Violin,1936.0,2006,Tarisio,Bearing the maker's label. | Length of back: 35.7 cm,,,,,35.7,,,,"Millant, Roger & Max Firm",3
7489,453,Violin,1920.0,2005,Tarisio,Bearing the maker's label. | Excellent condition. | Length of back: 36.1 cm,,,,2.0,36.1,,,,"Millis, George E.",3
91921,1445,Violin,1926.0,2020,Tarisio,"Labeled, ""Louis F. Milton, Bedford, England, L. F. Milton 1926."" | Length of back: 35.5 cm | Upper bouts: 16.6 cm | Middle bouts: 10.9 cm | Lower bouts: 20.4 cm",,,,,35.5,16.6,10.9,20.4,"Milton, Louis Frank",3
82376,1445,Violin,1925.0,2017,Tarisio,"Labeled, ""Louis F. Milton, Bedford England, no 39, 1925."" | Length of back: 35.7 cm | Upper bouts: 16.8 cm | Middle bouts: 11.1 cm | Lower bouts: 20.7 cm",,,,,35.7,16.8,11.1,20.7,"Milton, Louis Frank",3
88396,1911,Violin,1928.0,2020,T2 Auctions,"Labeled, ""Luigi Mingazzi Ravenna, Fece Anno 1928."" | Length of back: 35.7 cm | Upper bouts: 16.8 cm | Middle bouts: 11.7 cm | Lower bouts: 21.1 cm",,,,,35.7,16.8,11.7,21.1,"Mingazzi, Luigi",3
74505,1911,Violin,1930.0,2016,Tarisio,"Labeled, ""Luigi Mingazzi Ravenna, fece anno 19.."" | Length of back: 36.2 cm | Upper bouts: 16.9 cm | Middle bouts: 11.3 cm | Lower bouts: 21.1 cm",,,,,36.2,16.9,11.3,21.1,"Mingazzi, Luigi",3
63758,1911,Violin,1932.0,2013 ; 2014,Tarisio ; Tarisio,"Labeled, ""Luigi Mingazzi - Ravenna, fece anno 1932."" | Length of back: 35.8 cm",,,,,35.8,,,,"Mingazzi, Luigi",3
15164,1911,Violin,1899.0,2008,Tarisio,Bearing the maker's label. Signed to the inside back. | Length of back: 35.6 cm,,,,,35.6,,,,"Mingazzi, Luigi",3
89319,1911,Violin,1912.0,2006,Sotheby's,"Labeled, ""Luigi Mingazzi – Ravenna fece anno 1912."" | Length of back: 35.9 cm",,,,,35.9,,,,"Mingazzi, Luigi",3
78482,15270,Violin,1992.0,2017,Tarisio,"Labeled, ""Marco Minnozzi fecit, Ravenna 1992."" | Signed to the label. | Length of back: 35.2 cm",,,,,35.2,,,,"Minnozzi, Marco",4
74203,1027,Violin,1880.0,2015,Tarisio,"Labeled, ""Expositions Universelles de 1853-55-62-57, Quatre premiers prix, C. A. Miremont, Brevete S. G. D. G. Paris an 1880."" Signed to the label, ""C. A. Miremont."" | Length of back: 35.6 cm | Upper bouts: 16.8 cm | Middle bouts: 11.2 cm | Lower bouts: 20.8 cm",,,,,35.6,16.8,11.2,20.8,"Miremont, Claude Augustin",4
64164,1027,Violin,1870.0,2013,Tarisio,"Labeled, ""C. A. Miremont fecit Parisiis, Anno Dni 1870."" | Length of back: 35.7 cm | Upper bouts: 16.5 cm | Middle bouts: 10.8 cm | Lower bouts: 20.4 cm",,,,,35.7,16.5,10.8,20.4,"Miremont, Claude Augustin",3
62360,1027,Violin,1862.0,2012,Tarisio,"Labeled, ""C. A. Mirmont, New York, Broadway, annee 1862."" | Length of back: 35.9 cm | Upper bouts: 16.6 cm | Middle bouts: 11.3 cm | Lower bouts: 20.9 cm",,,,,35.9,16.6,11.3,20.9,"Miremont, Claude Augustin",3
5748,455,Violin,1934.0,2004,Tarisio,"Bearing the maker's label. | Repairs to top and head, overall good condition. | Length of back: 36.0 cm",,,,3.0,36.0,,,,"Mirth, Jozsef",3
86601,2993,Violin,1896.0,2019,Tarisio,"Labeled, ""Oswald Möckel, fecit Berlin anno 1896."" | Length of back: 35.6 cm | Upper bouts: 16.9 cm | Middle bouts: 11.2 cm | Lower bouts: 21.0 cm",,,,,35.6,16.9,11.2,21.0,"Möckel, Oswald",3
101695,1516,Violin,1931.0,2022,Tarisio,"Labeled, ""Otto Möckel, fecit Berlin anno 1931."" | Branded to the inside back, ""18 18 541."" Branded to the inside back and to the top block, ""O M"" and a maple leaf. | Length of back: 35.5 cm | Upper bouts: 16.9 cm | Middle bouts: 11.5 cm | Lower bouts: 21.0 cm",,,,,35.5,16.9,11.5,21.0,"Möckel, Otto",3
88243,1516,Violin,1930.0,2019,Tarisio,"Labeled, ""Otto Möckel Berlin, Boute diese geige im Jahce 1930, Für Pastor Walter Hasse und Elisabeth Kliilz, Nach der Veczey - Stradivarius 1716., - Sucsum corda! Psalm 126 -."" | Branded to the inside back, ""1819, 530, 1930"" and a maple leaf flanked by ""O.M."" | Length of back: 35.5 cm | Upper bouts: 16.9 cm | Middle bouts: 11.4 cm | Lower bouts: 20.9 cm",,,,,35.5,16.9,11.4,20.9,"Möckel, Otto",3
12570,1516,Cello,1915.0,2007,Tarisio,"Branded, ""OM"" internally. | Length of back: 75.3 cm (29 5/8 inches)",,,,,75.3,,,,"Möckel, Otto",1
101832,9954,Violin,1922.0,2022,Tarisio,"Labeled, ""G. Modaudo scolpì fino al manico Anno 1922 - Catania."" | Length of back: 35.5 cm | Upper bouts: 16.8 cm | Middle bouts: 11.2 cm | Lower bouts: 20.6 cm",,,,,35.5,16.8,11.2,20.6,"Modaudo, Giuseppe",3
93945,9954,Violin,1922.0,2021,Tarisio,"Labeled, ""G. Modaudo, Scolpl finoal manico, Anno 1922 Catania."" | Length of back: 35.7 cm | Upper bouts: 16.5 cm | Middle bouts: 11.4 cm | Lower bouts: 20.6 cm",,,,,35.7,16.5,11.4,20.6,"Modaudo, Giuseppe",3
91919,456,Violin,1937.0,2020,Tarisio,"Labeled, ""Genuine Fritz Mönnig violin, Made exclusively for T. B. Co. Chicago, Sole distributors for the U. S. A., No.: B. (None genuine without the signature.)"" Signed to the label, ""Fritz Mönnig."" | Length of back: 35.7 cm | Upper bouts: 16.9 cm | Middle bouts: 11.4 cm | Lower bouts: 20.8 cm",,,,,35.7,16.9,11.4,20.8,"Moennig, Fritz",4
73323,456,Cello,1955.0,2015,Tarisio,"Labeled, ""Fritz Mönnig geigenbauer, Markneukirchen/Sa anno 1955."" | Length of back: 76.0 cm",,,,,76.0,,,,"Moennig, Fritz",3
13399,456,Violin,,2007 ; 2015,Tarisio ; Tarisio,"Bearing the maker's label. | Branded to the inside back, ""Fritz Moennig, Markneukirchen."" | Length of back: 35.9 cm",,,,,35.9,,,,"Moennig, Fritz",4
18329,456,Violin,1930.0,2008 ; 2009,Tarisio ; Tarisio,"Labeled, ""Fritz Moennig..."" Branded to the inside back. | Branded to the inside back. | Length of back: 35.5 cm",,,,,35.5,,,,"Moennig, Fritz",3
10901,456,Violin,1960.0,2006,Tarisio,Bearing the maker's label. | Length of back: 35.8 cm,,,,,35.8,,,,"Moennig, Fritz",3
8668,456,Violin,1928.0,2005,Tarisio,"Labeled, ""Genuine Fritz Moennig violin made for the T. B. Co. Chicago..."" Branded to the inside back. | Length of back: 35.7 cm",,,,,35.7,,,,"Moennig, Fritz",3
101735,9957,Viola,1947.0,2022,Tarisio,"Labeled, ""William H. Moennig Jr. Philadelphia Pennsylvania U. S. A. 1947."" | Inscribed to the inside top, ""Made by William H. Moennig Jr. Philadelphia Penn 1947."" | Length of back: 41.6 cm | Upper bouts: 20.1 cm | Middle bouts: 14.2 cm | Lower bouts: 25.7 cm",,,,,41.6,20.1,14.2,25.7,"Moennig, William Hermann II",3
70507,9957,Viola,1943.0,2015,Tarisio,"Labeled, ""William H. Moennig Jr., Philadelphia Pennsylvania, 1943."" | Length of back: 43.9 cm | Upper bouts: 20.2 cm | Middle bouts: 14.2 cm | Lower bouts: 24.3 cm",,,,,43.9,20.2,14.2,24.3,"Moennig, William Hermann II",3
14952,9957,Violin,1941.0,2008,Tarisio,Bearing the maker's label. | Length of back: 35.4 cm,,,,,35.4,,,,"Moennig, William Hermann II",3
32751,2255,Violin,1997.0,2010 ; 2012,Tarisio ; Tarisio,"Labeled, ""William Moennig IV, Philadelphia, 1997."" | Length of back: 35.6 cm",,,,,35.6,,,,"Moennig, William R. IV",3
76611,1438,Violin,1810.0,2016,Tarisio,"Unlabeled. | Branded to inside back, ""Moitessier à Paris."" | Length of back: 36.3 cm",,,,,36.3,,,,"Moitessier, Louis",3
44423,2501,Cello,1749.0,1975,Sotheby's,"Bearing its original label, ""Angelo Molia fece in Genova 1749."" | Varnish: Dark golden-brown | Length of back: 71.5 cm","July 17, 1975",Sotheby's,,,71.5,,,,"Molia, Angelo",3
45416,2514,Violin,1725.0,1979,Christie's,"Labeled, ""Josef Milinari fecit / Venetiis Anno 1725."" | Length of back: 35.0 cm","March 21, 1979",Christie's,,,35.0,,,,"Molinari, Giuseppe",3
84825,1482,Violin,1928.0,2018,Tarisio,"Labeled, ""Max Möller, Amsterdam 1928."" | Branded to the inside back & top, ""M. Möller."" | Length of back: 35.8 cm | Upper bouts: 16.9 cm | Middle bouts: 11.4 cm | Lower bouts: 20.7 cm",,,,,35.8,16.9,11.4,20.7,"Möller, Max Sr.",4
74662,1482,Violin,1931.0,2012 ; 2016,Tarisio ; Tarisio,"Labeled, ""Max Möller, Amsterdam 1931."" | Branded to the inside top, ""M. Moller."" | Length of back: 35.6 cm | Upper bouts: 16.7 cm | Middle bouts: 11.3 cm | Lower bouts: 20.7 cm",,,,,35.6,16.7,11.3,20.7,"Möller, Max Sr.",4
74257,1482,Violin,1927.0,2015,Tarisio,"Labeled, ""Max Moller, Amsterdam, 1927."" | Stamped on inside top, ""M. Moller."" | Varnish: of a golden reddish brown. | Length of back: 35.9 cm | Upper bouts: 17.0 cm | Middle bouts: 11.5 cm | Lower bouts: 20.9 cm",,,,,35.9,17.0,11.5,20.9,"Möller, Max Sr.",4
67943,1482,Violin,1935.0,2014 ; 2024,Tarisio ; Tarisio,"Labeled, ""Nicolaus Bergonzi, Cremonensis faciebat Anno 1765."" | Varnish: of a dark red golden-brown color. | Length of back: 35.6 cm | Upper bouts: 16.7 cm | Middle bouts: 11.3 cm | Lower bouts: 20.8 cm",,,,,35.6,16.7,11.3,20.8,"Möller, Max Sr.",2
63852,1482,Violin,1931.0,2013,Tarisio,"Labeled, ""Max Möller, Amsterdam, 1931."" | Length of back: 35.5 cm | Upper bouts: 16.7 cm | Middle bouts: 11.3 cm | Lower bouts: 20.7 cm",,,,,35.5,16.7,11.3,20.7,"Möller, Max Sr.",3
20275,458,Viola,1940.0,2010,Tarisio,"Labeled, ""Hergestellt von Kurt Mönnig für Wm. Moennig & Son. 1940."" | Length of back: 41.3 cm",,,,,41.3,,,,"Monnig, Curt",3
1112,458,Violin,1921.0,2000,Tarisio,Bearing the maker's brand stamp three times to the inside back and once to the inside top. Also bearing the handwritten date 1921 to the inside back and top. | Excellent condition. | Length of back: 36.3 cm,,,,2.0,36.3,,,,"Monnig, Curt",3
93735,10245,Violin,1921.0,2020,Tarisio,"Labeled, ""Wiener Ton-Instrument Syste Ing. Markstein, Arthur Lion Wien I., Holowratring 10, 1921 No XXIV"" and ""Fritz Mönnig, Geigenmacher, Wien 1921."" | Branded to the button, ""TIM."" | Length of back: 35.8 cm | Upper bouts: 17.0 cm | Middle bouts: 11.2 cm | Lower bouts: 20.9 cm",,,,,35.8,17.0,11.2,20.9,"Mönnig, Fritz",3
77570,10245,Violin,1923.0,2017,Tarisio,"Labeled, Fritz Mönnig, geigenmacher, Wien Oktober 1924."" Signed to the label. | Length of back: 35.4 cm | Upper bouts: 16.9 cm | Middle bouts: 11.7 cm | Lower bouts: 20.8 cm",,,,,35.4,16.9,11.7,20.8,"Mönnig, Fritz",4
55229,1052,Violin,1740.0,2010,Sotheby's,"Labeled, ""Dominicus Montagnana sub signum Cremonæ Venetiis 1740."" | Length of back: 34.9 cm","October 5, 2010",Sotheby's,,,34.9,,,,"Montagnana, Domenico",3
126313,1052,Violin,1723.0,2010,Brompton's,"Labeled, ""Dominicus Montagnana sub signum Cremonæ Venetiis 1743."" | Length of back: 35.4 cm | Upper bouts: 16.7 cm | Middle bouts: 11.2 cm | Lower bouts: 20.8 cm","June 14, 2010",Brompton's,"""By John Dilworth: This is an extremely fine example of the work of Domenico Montagnana, and bears an unusual authentic handwritten label dated 1723, stating his usual address 'sub titulo Cremona'. The date is early; there is little recorded work prior to 1720, and the maker seems to have been most prolific in the following two decades. Nevertheless it is stylistically fully developed, and there is little obvious debt to his master, Matteo Gofriller. The arching is low and full, not of the Stainer type evident in some Montagnana violins.
The back is made from a single piece of quarter-sawn maple which has a deep and regular narrow flame descending from left to right. The head is of similar stock, and the ribs show a rather broader flame. The front is of two matched pieces of spruce with very fine growth at the centre, broadening only a little at the edges. The strongly-modelled soundholes have distinctive Amatise features and are set quite low on the front. The stop length is not extreme however, and is presently set slightly short. The position of the soundholes and of their centre nicks is quite variable in Montagnana's work in general.
The whole instrument is extremely well covered with original varnish, which is deep textured and strongly tinted with red, fully characteristic of Montaganana's application.
It is an a very fine state of preservation, and was for many years the concert instrument of Josef Roisman of the Budapest Quartet.""
Bromptons",,35.4,16.7,11.2,20.8,"Montagnana, Domenico",3
