instrument_id,maker_id,type,make_date,year_sale,house_sale,info,auction_catalog_date,auction_catalog_house,notes,num_year_sales,num_house_sales
59804,188,Violin,1788.0,,,,,,,0,0
10278,188,Cello,1823.0,2006,Tarisio,Bearing the maker's label. | Length of back: 74.9 cm (29 1/2 inches),,,,0,0
68875,188,Cello,1820.0,2014,Tarisio,"Labeled, ""Fabbrica di violini, violoncelli e bassi di Signor Antonio Gagliano del qu. Nicola. Strada Cerriglio num. 5 Napoli li 18.."" | Length of back: 75.1 cm | Upper bouts: 34.0 cm | Middle bouts: 23.3 cm | Lower bouts: 43.5 cm",,,,0,0
53210,189,Violin,1750.0,,,"Labeled, ""Ferdinandus Gagliano, Filius Nicolai fecit Neap. 1750."" | Length of back: 35.2 cm","October 13, 2009",Christie's,,0,0
45255,189,Violin,1753.0,1989,Sotheby's,"Bearing its original label, ""Ferdinandus Gagliano Filius [Nicolai] fecit Neap. 1753."" | Length of back: 35.2 cm","June 15, 1989",Sotheby's,,0,0
22128,189,Violin,1760.0,2010,Tarisio,"Labeled, ""Joseph Gagliano filius Nicolai fecit Neap. 1761."" | Length of back: 34.8 cm","October 13-14, 2010",Tarisio,"""Dimensions altered.""",0,0
45268,189,Violin,1760.0,,,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 17**."" | Varnish: Golden-brown | Length of back: 35.2 cm","June 15, 1989; June 6, 1991; November 23-25, 1988",Sotheby's; Sotheby's; Sotheby's,,0,0
54395,189,Violin,1760.0,2010,Brompton's,"Labeled, ""Fedinandus Gagliano Filius Nicolai Fecit Neap 1769."" | Length of back: 35.3 cm","March 8, 2010",Brompton's,,0,0
42664,189,Violin,1760.0,1929; 1987,Lyon & Healy; Sotheby's,"Labeled, ""Ferdinandus Gagliano filius Nicolai fecit Neap. 1761.""","November 12, 1987",Sotheby's,,1,1
59805,189,Violin,1768.0,,,Bearing its original label. | Length of back: 35.5 cm,,,,0,0
40816,189,Violin,1769.0,,,"Labeled, ""Ferdinandus Gagliano Figlius Nicolai Fecit Neap. 1769."" | Length of back: 35.8 cm","May 7, 2000",Skinner,,0,0
47970,189,Violin,1768.0,1953 ; 1967,Rembert Wurlitzer Inc. ; Rembert Wurlitzer Inc.,Varnish: Golden-orange | Length of back: 35.1 cm | Upper bouts: 16.7 cm | Middle bouts: 11.4 cm | Lower bouts: 20.5 cm,,,"Cozio Publishing found the certificates for this instrument in a stack of old papers purchased from a book seller. We would like to return the certificates to the instrument, so if you are the current owner of this instrument, please contact us so that we can send you the certificates.
William Moennig & Son certificate",1,1
47466,189,Violin,1764.0,,,Length of back: 35.6 cm | Upper bouts: 16.8 cm | Middle bouts: 11.4 cm | Lower bouts: 21 cm,,,,0,0
59809,189,Violin,1769.0,,,,,,,0,0
60457,189,Violin,1770.0,,,,,,,0,0
44604,189,Violin,1770.0,1991,Sotheby's,Varnish: Golden-brown | Length of back: 35.2 cm,"March 14, 1991",Sotheby's,,0,0
44820,189,Violin,1770.0,1992,Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit: Neap 1770."" | Varnish: Dark golden-brown | Length of back: 35.5 cm","March 20, 1992",Sotheby's,,0,0
61393,189,Violin,1770.0,,,Length of back: 35.7 cm,,,,0,0
48112,189,Violin,1772.0,,,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1772."" | Varnish: Light golden-orange | Length of back: 35.2 cm","February 26, 2007; November 6, 2006",Bonhams; Bonhams,,0,0
45334,189,Violin,1775.0,,,"Labeled, ""Ferdinandus Gagliano Filius / Nicolai fecit Neap. 1775."" | Varnish: Orange-brown over a golden ground | Length of back: 35.4 cm","June 21, 1988",Christie's,,0,0
84751,189,Violin,1774.0,1919; 2018; 2020,W. E; Tarisio; Tarisio Private Sales,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1774"" and ""In Concepcione tua Virgo Maria immaculata fuifti, O. a pio Robis Parrem cujis Filium Jeturn de Sp.s.pep."" | Length of back: 35.1 cm | Upper bouts: 16.7 cm | Middle bouts: 11.5 cm | Lower bouts: 20.5 cm",,,,2,2
24989,189,Violin,1775.0,,,"Labeled, ""Ferdinandus Gagliano filius Nicolai fecit Neap 1775."" | Length of back: 35.1 cm | Upper bouts: 16.9 cm | Middle bouts: 11.6 cm | Lower bouts: 20.6 cm",,,,0,0
12681,189,Violin,1780.0,2007,Tarisio,"Labeled, ""Ferdinando Gagliano..."" | Length of back: 35.2 cm","May 9, 2007",Tarisio,,0,0
100505,189,Violin,1776.0,2022,Tarisio Private Sales,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap 1776."" | Varnish: of a reddish golden-brown color. | Length of back: 35.3 cm | Upper bouts: 17.0 cm | Middle bouts: 11.8 cm | Lower bouts: 20.7 cm",,,,0,0
45316,189,Violin,1780.0,1988,Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius Nicoli fecit Neap. 1782."" | Varnish: Golden | Length of back: 35.8 cm","June 22, 1988",Sotheby's,,0,0
23772,189,Violin,1780.0,1947; 2011,W. E; Tarisio,"Labeled, ""Ferdinandus Gagliano filius Nicolai fecit Neapoli, Anno 178..."" | Length of back: 35.5 cm | Upper bouts: 16.8 cm | Middle bouts: 11.7 cm | Lower bouts: 20.8 cm","May 4-5, 2011",Tarisio,,1,1
45374,189,Violin,1780.0,1986,Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1780."" | Varnish: Golden-brown | Length of back: 35.4 cm","November 12, 1986",Sotheby's,,0,0
46728,189,Violin,1780.0,1992,Phillip's,"Labeled, ""Ferdinandus Gagliano filius Nicolai fecit Neap 1762."" | Varnish: Golden-brown | Length of back: 35.6 cm | Upper bouts: 16.8 cm | Lower bouts: 20.8 cm","October 31, 2005; November 19, 1992",Bonhams; Phillip's,,0,0
59806,189,Violin,1780.0,,,,,,,0,0
76246,189,Violin,1780.0,,,"Labeled, ""Antonius Stradivarius Cremonensis Faciebat Anno 1722."" | Length of back: 35.1 cm | Upper bouts: 16.6 cm | Middle bouts: 11.4 cm | Lower bouts: 20.5 cm",,,,0,0
43544,189,Violin,1781.0,1973,Sotheby's,"Bearing its original label, ""Ferdinandus Gagliano filius Nicolai fecit Neap. 1781."" | Length of back: 35.1 cm","October 11, 1973",Sotheby's,,0,0
83072,189,Violin,1780.0,2018,Tarisio,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1780."" | Length of back: 35.1 cm | Upper bouts: 16.6 cm | Middle bouts: 11.4 cm | Lower bouts: 20.3 cm",,,,0,0
48316,189,Violin,1781.0,,,"Labeled, ""Ferdinandus Gagliano Filius / Nicolai fecit Neap. 1781."" | Length of back: 35.1 cm | Upper bouts: 16.85 cm | Middle bouts: 11.5 cm | Lower bouts: 20.5 cm",,,,0,0
41441,189,Violin,1782.0,1929; 1992,Lyon & Healy; Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1782."" | Length of back: 35.5 cm","June 11, 1992",Sotheby's,,1,1
50182,189,Violin,1781.0,,,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1781."" | Length of back: 35.0 cm","April 4, 2008",Christie's,,0,0
44681,189,Violin,1782.0,1987,Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1782."" | Varnish: Golden-orange | Length of back: 35.6 cm","April 30, 1987",Sotheby's,,0,0
44379,189,Violin,1782.0,1970,Sotheby's,"Bearing its original label, ""Ferdinand Gagliano filius Nicholai fecit Neap 1782."" | Varnish: Golden brown | Length of back: 35.2 cm","October 22, 1970",Sotheby's,,0,0
59807,189,Violin,1782.0,,,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1782"" | Length of back: 35.0 cm | Upper bouts: 16.6 cm | Middle bouts: 11.5 cm | Lower bouts: 20.5 cm",,,,0,0
45337,189,Violin,1784.0,1987,Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1784."" | Length of back: 35.4 cm","November 12, 1987",Sotheby's,,0,0
83717,189,Violin,1782.0,2018,Tarisio,"Labeled, ""Ferdinandus Gagliano filius, Nicolai fecit Neap. 1782."" | Bearing a Hill number to the fingerboard, ""S493."" | Varnish: of a golden reddish brown colour | Length of back: 35.0 cm | Upper bouts: 16.4 cm | Middle bouts: 11.2 cm | Lower bouts: 20.3 cm",,,,0,0
45072,189,Violin,1785.0,,,"Labeled, ""Ferdinandus Gagliano Filius / Nicolai fecit Neap. 1785"", the ""85"" in pen. | Length of back: 35.2 cm | Upper bouts: 16.8 cm | Middle bouts: 11.1 cm | Lower bouts: 20.6 cm",,,,0,0
44575,189,Violin,1785.0,1974,Christie's,"Labeled, ""Ferdinandus Gaglian filius Nicolai fecit Neap. 1785."" | Length of back: 35.1 cm","June 12, 1974",Christie's,,0,0
46117,189,Violin,1785.0,1991,Phillip's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap 1785."" | Varnish: Golden-orange | Length of back: 35.1 cm","November 21, 1991",Phillip's,,0,0
50044,189,Violin,1788.0,,,,,,,0,0
43435,189,Violin,1790.0,1995,Sotheby's,"Labeled, ""Nicolaus Gagliano Filius Alexandri fecit Neap. 1755."" | Length of back: 35.0 cm","October 31, 1995",Sotheby's,,0,0
45326,189,Violin,1786.0,,,"Bearing its original label, ""Ferdinandus Gagliano Filius / Nicolai fecit Neap. 1786."" | Varnish: Golden-brown | Length of back: 35.1 cm","March 16, 1988",Christie's,,0,0
44854,189,Violin,1790.0,1983; 1987,Sotheby Parke Bernet; Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius / Nicolai fecit Neap. 1794."" | Length of back: 35.3 cm","June 13, 1983; November 12, 1987",Sotheby's; Sotheby Parke Bernet,,1,1
119988,189,Violin,1785.0,,,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 17..."" | Length of back: 35.1 cm | Upper bouts: 16.7 cm | Middle bouts: 11.2 cm | Lower bouts: 20.3 cm",,,,0,0
45370,189,Violin,1790.0,2004,Bonhams,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap 17 .."" | Varnish: Golden-brown","November 1, 2004; March 29, 2004; October 31, 1995",Bonhams; Bonhams; Sotheby's,,0,0
53235,189,Violin,1795.0,2009,Brompton's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai Fecit Neap.1795."" | Length of back: 35.0 cm","October 5, 2009",Brompton's,,0,0
43387,189,Violin,,1993,Christie's,"Labeled, ""Januarius Gaglianus."" | Length of back: 35.2 cm","November 3, 1993",Christie's,,0,0
43434,189,Violin,,1995,Bonhams,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap., 17--."" | Varnish: Orange-golden-brown | Length of back: 35.1 cm","November 14, 1995",Bonhams,,0,0
5946,189,Violin,,2004,Tarisio,"Labeled, ""Ferdinand Gagliano."" | Excellent condition. | Length of back: 35.0 cm","May 1-6, 2004",Tarisio,,0,0
44708,189,Violin,1760.0,1988,Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai, fecit Neap. 1760."" | Varnish: Golden-brown | Length of back: 35.3 cm","March 31, 1988",Sotheby's,,0,0
43436,189,Violin,,,,"Labeled, ""Ferdinandus Gagliano filius Nicolai fecit Neap 17**."" | Length of back: 35.7 cm","May 14, 1995",Skinner,,0,0
43512,189,Violin,,1996 ; 1997 ; 1998,Sotheby's ; Sotheby's ; Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai, Fecit Neap 17*6."" | Varnish: Dark golden-brown | Length of back: 35.3 cm","October 23, 1997; November 18, 1997; November 5, 1996",Sotheby's; Sotheby's; Sotheby's,,2,2
44897,189,Violin,1760.0,,,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1760."" | Length of back: 35.4 cm","June 9, 1987",Sotheby's,,0,0
49734,189,Violin,,,,,,,,0,0
49737,189,Violin,,,,,,,,0,0
45304,189,Violin,,1986,Christie's,"Labeled, ""Ferdinandus Gagliano Filius / Nicolai fecit Neap."" | Varnish: Dark golden over a lighter ground | Length of back: 35.2 cm","May 20, 1986",Christie's,,0,0
49730,189,Viola,1773.0,,,,,,,0,0
40165,189,Viola,1775.0,1987; 2002,Christie's; Sotheby's,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 1775."" | Varnish: Orange-gold | Length of back: 36.9 cm","November 11, 1987; November 12, 2002",Christie's; Sotheby's,,1,1
20528,189,Viola,1774.0,2010,Tarisio,"Labeled, ""Ferdinand Gagliano, filius Nicolai, fecit Neap. 1774."" | Length of back: 38.0 cm, top of button to edge",,,,0,0
21081,189,Viola,1776.0,1997; 2010,William Moennig & Son; Tarisio,"Labeled, ""Ferdinandus Gagliano, filius Nicolai fecit Neap. 1776."" | Length of back: 38.1 cm","June 23-25, 2010",Tarisio,,1,1
44979,189,Viola,1782.0,2004; 2006,Peter Koerner; Sotheby's,"Labeled, ""Ferdinandus Gagliano filius Nicolai fecit Neap. 1782."" | Length of back: 36.9 cm","November 7, 2006",Sotheby's,,1,1
44725,189,Viola,1780.0,,,"Labeled, ""Ferdinandus Gagliano Filius / Nicolai fecit Neap. 1780."" | Varnish: Golden-brown | Length of back: 37.0 cm","April 11, 1978",Sotheby's,,0,0
45361,189,Viola,1783.0,1986,Sotheby's,"Labeled, ""Ferdinandus Gagliano filius Nicolai fecit Neap. 1783."" | Length of back: 38.2 cm","November 12, 1986",Sotheby's,,0,0
49736,189,Cello,,,,,,,,0,0
44789,189,Cello,1780.0,,,"Labeled, ""Ferdinandus Gagliano Filius Nicolai fecit Neap. 17*1."" | Varnish: Golden-brown | Length of back: 75.0 cm | Upper bouts: 35.1 cm | Middle bouts: 23.7 cm | Lower bouts: 45.3 cm","April 5, 1984",Sotheby's,,0,0
46743,189,Cello,1793.0,1962,Emil Herrmann,"Labeled, ""Ferdinandus Gaglianus Filius / Nicolai fecit Neap.1793."" | Length of back: 50.3 cm | Upper bouts: 24.7 cm | Middle bouts: 16.6 cm | Lower bouts: 30.7 cm",,,"This remarkably well preserved small cello may be completely original down to the bridge. Wear on the instrument suggests that it was truly used by a child, as opposed to an adult playing a small instrument at higher pitch. The fine workmanship suggests use by a wealthy child or recognized child prodigy, as the instrument would have been higher quality than average.
Gagliano piccolo cello; Shrine to Music Museum",0,0
73973,190,Violin,1739.0,1939; 2016,Rudolph Wurlitzer Co.; Tarisio Private Sales,"Labeled, ""Januarius Gagliano filius, Alexandri fecit Neap 173.."" | Length of back: 35.1 cm | Upper bouts: 16.3 cm | Middle bouts: 11.1 cm | Lower bouts: 20.3 cm",,,,1,1
46590,190,Violin,1740.0,,Bein & Fushi,Bearing its original label.,,,,0,0
49745,190,Violin,1732.0,,,,,,,0,0
42211,190,Violin,1730.0,,,,"November 13, 2002; October 13, 2002",Christie's; Skinner,,0,0
59940,190,Violin,1722.0,,,"Labeled, ""Januarius Gagliano Filius Alexandri fec Neap. 1722."" | Length of back: 35.0 cm","March 5, 2012; October 3, 2011",Brompton's; Brompton's,"Condition Report: ""Sound post patch on table. Minor repaired crack in table lower treble bout. Minor restoration to peg box. Finely restored sound post crack in back. Restored crack in back lower bout. Repaired cracks in ribs""",0,0
41935,190,Violin,1735.0,1931,Rudolph Wurlitzer Co.,,,,,0,0
59683,190,Violin,1743.0,,,,,,,0,0
59989,190,Violin,1743.0,,,"Labeled, ""JANUARIUS GAGLIANO FILIUS ALEXANDRI FECIT NEAP. 1743."" | Length of back: 35.2 cm",,,"Stolen in Berlin, February 25, 1995. NCB reference:	OA 32 217 U 31099 95 (=>CIS)
Interpol Database of Stolen Art",0,0
32258,190,Violin,1743.0,2012,Tarisio,"Labeled, ""Januarius Gaglianus, Fecit Neapoli, 1743."" | Length of back: 35.5 cm | Upper bouts: 16.7 cm | Middle bouts: 11.5 cm | Lower bouts: 20.5 cm","March 5, 2012",Tarisio,,0,0
59681,190,Violin,1745.0,,,,,,,0,0
55399,190,Violin,1744.0,2010,Brompton's,"Labeled, ""Januarius Gaglianus fecit Neap. 1744."" | Length of back: 35.2 cm","October 6, 2010",Brompton's,,0,0
60784,190,Violin,1743.0,2022,Tarisio Private Sales,"Bearing its original label, ""Januarius Gaglianus / me fecit Neapoli 1743."" | Length of back: 35.25 cm | Upper bouts: 16.85 cm | Middle bouts: 11.6 cm | Lower bouts: 20.9 cm",,,,0,0
121164,190,Violin,1749.0,2024,Tarisio,"Labeled, ""Januarius Gaglianus Fecit Neap: 1749."" | Length of back: 34.9 cm | Upper bouts: 16.3 cm | Middle bouts: 11.1 cm | Lower bouts: 19.8 cm",,,,0,0
41439,190,Violin,1746.0,,,,,,"Dated 1748.
How Many Strads?
, Doring, Bein & Fushi, Doring, Bein & Fushi, How Many Strads? (1999 edition), Chicago",0,0
40808,190,Violin,1750.0,,,"Labeled, ""Januarius Gagliano fecit Neapoli anno 1754."" | Varnish: Golden-brown; table shows signs of re-touching | Length of back: 35.6 cm","November 13, 2000",Bonhams,,0,0
44869,190,Violin,1750.0,1995,Skinner,"Labeled, ""Januarius Gagliano filius / Alexandri fecit Neap 1755."" | Length of back: 35.3 cm","December 3, 1995; June 29, 1984",Skinner; Sotheby's,,0,0
27387,190,Violin,1747.0,,,,,,Loaned by Pearl Palmason to the Canada Council of the Arts in 2003; her family has continued the loan since her death in 2006.,0,0
52523,190,Violin,1750.0,2009,Sotheby's,"Labeled, ""Januarius Gagliano filius Alexandri fecit Neap 1756."" | Length of back: 35.5 cm","March 10, 2009",Sotheby's,,0,0
45322,190,Violin,1750.0,,,"Labeled, ""Antonius Stradivarius Faciebat / Cremonensis Anno 1719."" | Length of back: 35.9 cm","November 11, 1987",Christie's,"""This instrument is unusual and striking n that it is in completely unaltered condition. It retains its original neck, bass bar and bottom saddle, and probably the original pegs. Only the fingerboard and tail-piece are later additions, and the peg-holes have never been bushed, nor the neck thinned. Moreover, the violin has never been fitted with a chin-rest. Taking all these factors into consideration in addition to the presence of a Stradivari label, it is tempting to speculate that Gagliano himself may have been deliberately deceitful.""",0,0
44186,190,Violin,1750.0,,,Length of back: 35.6 cm | Upper bouts: 16.5 cm | Middle bouts: 11.3 cm | Lower bouts: 20.6 cm,,,,0,0
47253,190,Violin,1752.0,,,Length of back: 35.6 cm | Upper bouts: 16.6 cm | Middle bouts: 11.25 cm | Lower bouts: 20.45 cm,,,,0,0
44598,190,Violin,1750.0,1991,Sotheby's,"Labeled, ""Juanarius Gaglianus Alumnus Antonii Stradivarii fecit Neapoli Ao: 1727."" | Varnish: Dark golden-brown | Length of back: 35.2 cm","March 14, 1991",Sotheby's,,0,0
53004,190,Violin,1750.0,,,,,,,0,0
60868,190,Violin,1753.0,,,,,,,0,0
61015,190,Violin,1754.0,2017,Tarisio Private Sales,"Labeled, ""Januarius Gaglianus, fecit Neapoli 17.."" | Varnish: of a golden-brown color. | Length of back: 35.5 cm | Upper bouts: 16.6 cm | Middle bouts: 11.5 cm | Lower bouts: 20.5 cm",,,,0,0
59682,190,Violin,1753.0,1937,Rudolph Wurlitzer Co.,,,,,0,0
54718,190,Violin,1755.0,,,Length of back: 35.4 cm,"April 25, 2010",Skinner,,0,0
40326,190,Violin,1756.0,,,"Labeled, ""Januarius Gagliano Filius Alexandri fecit Neap. 1756."" | Varnish: orange on a golden ground | Length of back: 35.6 cm","November 20, 1996",Bonhams,,0,0
45766,190,Violin,1758.0,1979,Bein & Fushi,,,,,0,0
44187,190,Violin,1758.0,,,"Bearing its original label, ""Januarius Gaglianus / Fecit Neap. 1758."" | Varnish: Golden-brown | Length of back: 35.3 cm","April 5, 1977",Sotheby's,,0,0
55588,190,Violin,1760.0,,,"Labeled, ""JANUARIUS GAGLIANO FILIUS, ALEXANDRI FECIT NEAP 1760."" | Length of back: 35.4 cm","October 10, 2010",Skinner,,0,0
44165,190,Violin,1759.0,,,,,,,0,0
49750,190,Violin,1760.0,,,,,,,0,0
59810,190,Violin,1758.0,,,Bearing its original label. | Length of back: 35.3 cm,,,,0,0
61991,190,Violin,1760.0,,,Length of back: 35.2 cm | Upper bouts: 16.8 cm | Lower bouts: 20.8 cm,,,,0,0
60467,190,Violin,1760.0,,,,,,,0,0
55673,190,Violin,1760.0,,,Length of back: 35.3 cm,,,,0,0
61202,190,Violin,1760.0,2012,Sotheby's,"Labeled, ""Januarius Gagliano fecit Neap. 1742."" | Length of back: 35.0 cm","March 6, 2012",Sotheby's,,0,0
51644,190,Violin,1765.0,2008,Sotheby's,"Labeled, ""Januarius Gagliano filius Alexandri fecit Neap 1765."" | Length of back: 35.1 cm","October 7, 2008",Sotheby's,,0,0
68323,190,Violin,1767.0,1980; 2018,William Moennig & Son; Tarisio Private Sales,"Labeled, ""Januarius Gaglianus, Fecit Neapoli 1767."" | Varnish: of a golden reddish-brown colour | Length of back: 35.3 cm | Upper bouts: 16.6 cm | Middle bouts: 11.4 cm | Lower bouts: 20.4 cm",,,,1,1
46957,190,Violin,1768.0,,,,,,Loaned to the Canada Council for the Arts by Mrs Miller since 2012,0,0
10961,190,Violin,1766.0,2007,Tarisio,"Labeled, ""Januarius Gagliano, Naples, 1766..."" | Length of back: 35.7 cm","November 10, 2006; March 2, 2007; October 1-25, 2007",Tarisio; Tarisio; Tarisio,,0,0
89125,190,Violin,1760.0,1910; 2019,W. E; Tarisio,Unlabeled. | Varnish: of a golden orange-brown color. | Length of back: 35.0 cm | Upper bouts: 16.2 cm | Middle bouts: 11.0 cm | Lower bouts: 19.7 cm,,,,1,1
54310,190,Violin,1770.0,2010,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen. Hieronymi Fil. Ac Antonii Nepos Fecit 16**."" | Length of back: 35.6 cm","March 9, 2010",Sotheby's,,0,0
86780,190,Violin,1770.0,2019,Tarisio,"Labeled, ""Alessandro Gagliano Alumnus Stradivarius fecit Neapoli anno 17.."" | Length of back: 35.7 cm",,,,0,0
61052,190,Violin,1774.0,2015,Tarisio Private Sales,"Labeled, ""Januarius Gaglianus, fecit Neapoli 1774."" | W.E Hill & Sons registration number S296. Reduced slightly in length. | Length of back: 34.9 cm | Upper bouts: 16.1 cm | Middle bouts: 11.0 cm | Lower bouts: 20.0 cm",,,,0,0
60475,190,Violin,1768.0,,,,,,,0,0
44797,190,Violin,1780.0,1982,Sotheby's,"Labeled, ""Januarius Gagliano filius / Alexandri fecit Neap. 1780."" | Varnish: Dark golden-brown | Length of back: 35.5 cm","March 18, 1982",Sotheby's,,0,0
59813,190,Violin,1784.0,,,,,,,0,0
105155,190,Violin,1775.0,2025,Tarisio,"Labeled, ""Januarius Gaglianus Fecit Neapoli 1745."" | Length of back: 35.4 cm | Upper bouts: 16.5 cm | Middle bouts: 11.4 cm | Lower bouts: 20.7 cm",,,,0,0
10909,190,Violin,,2006,Tarisio,"Labeled, ""Nicolo Gagliano..."" | Length of back: 35.4 cm",,,,0,0
59812,190,Violin,1780.0,,,,,,,0,0
49754,190,Violin,1785.0,,,Bearing its original label. | Length of back: 35.3 cm | Upper bouts: 16.5 cm | Middle bouts: 11.3 cm | Lower bouts: 20.6 cm,,,,0,0
44901,190,Violin,1765.0,1985,Christie's,"Labeled, ""Januarius Gaglianus / Fecit Neapoli 1765."" | Length of back: 35.3 cm","November 12, 1985",Christie's,,0,0
45017,190,Violin,,,,"Labeled, ""Januarius Gaglianus Fecit Neap. 17**."" | Varnish: Golden-brown | Length of back: 35.3 cm","November 8, 1979",Sotheby's,,0,0
48643,190,Viola,1762.0,,,"Bearing its original label, ""Januarius Gaglianus / Fecit Neap. 1762"" and also the ""religious blessing label."" | Length of back: 41.4 cm | Upper bouts: 19.4 cm | Middle bouts: 13.8 cm | Lower bouts: 24.6 cm",,,,0,0
61503,190,Violin,,1929,Rudolph Wurlitzer Co.,,,,,0,0
49746,190,Cello,1735.0,,,,,,,0,0
44763,190,Violin,1786.0,1983,Sotheby's,"Labeled, ""Januarius Gaglianus Fecit Neapoli 1786."" | Varnish: Golden-brown | Length of back: 35.1 cm","April 7, 1983",Sotheby's,,0,0
49747,190,Cello,1741.0,1903,W. E,"Labeled, ""Gennaro Gagliano, Naples, 1741."" | Length of back: 75.0 cm | Upper bouts: 34.2 cm | Middle bouts: 24.6 cm | Lower bouts: 43.6 cm",,,,0,0
49748,190,Cello,1757.0,,,,,,,0,0
52615,190,Cello,1741.0,2009; 2021,Christie's; Tarisio Private Sales,"Labeled, ""Januarius Gagliano Filius Alexandri fecit Neap. 1741."" | Varnish: of a golden orange-brown color. | Length of back: 75.3 cm","April 3, 2009",Christie's,,1,1
44762,190,Cello,1760.0,2020; 1983,Vichy; Sotheby's,"Labeled, ""Januarius Gagliano Fecit Neapoli 1726."" | Length of back: 74.8 cm","December 3, 2020; April 7, 1983",Guy Laurent; Sotheby's,,1,1
44138,190,Cello,1748.0,1975,Christie's,Bearing its original label. | Varnish: Golden tinged with red | Length of back: 75.1 cm | Upper bouts: 34.35 cm | Middle bouts: 23.6 cm | Lower bouts: 43.75 cm,"December 16, 1975",Christie's,,0,0
51814,190,Cello,,,,"Labeled, ""Antonio Stradivari. . .""",,,,0,0
40562,190,Cello,1741.0,1999,Bonhams,"Bearing its original label, ""Januarius Gagliano Filius Alexandri fecit Nea. 1741."" | Varnish: Golden-brown | Length of back: 74.9 cm","November 17, 1999",Bonhams,,0,0
51643,190,Cello,1770.0,1913; 2008,Hamma & Co.; Sotheby's,"Labeled, ""Januarius Gaglianus fecit Neapoli 1768."" | Length of back: 74.9 cm","October 7, 2008",Sotheby's,,1,1
44994,191,Violin,1800.0,,,"Labeled, ""Joannes Gagliano Nepos Januarii fecit Neapoli 1800."" | Length of back: 35.6 cm","March 30, 1989",Sotheby's,,0,0
45282,191,Violin,1794.0,,,"Labeled, ""Joannes Gagliano fecit sub Disciplina Januariis Gagliani Neapoli 1794."" | Varnish: Golden brown | Length of back: 35.6 cm","January 17, 1984",Christie's,,0,0
53092,191,Violin,1784.0,2010,Sotheby's,Label illegible. | Varnish: Golden-brown | Length of back: 35.5 cm,"March 9, 2010",Sotheby's,"""It is surmised by Messrs. Hill, who guarantee the violin, that it was built to special order, probably for some great church dignitary.""
Joannes Gagliano
, Towry Piper, The Strad, 1913, London",0,0
44693,191,Violin,1800.0,1987,Sotheby's,"Labeled, ""Joannes Nepos Januarii Neapoli 180*."" | Length of back: 35.3 cm","April 30, 1987",Sotheby's,,0,0
45381,191,Violin,1800.0,,,"Labeled, ""Joannes Gagliano fecit sub Disciplina Januaris Gagliani Neapoli 1806."" | Length of back: 35.9 cm","November 12, 1986",Sotheby's,,0,0
44821,191,Violin,1801.0,,,"Labeled, ""Joannes Gagliano nepos Januarii fecit Napoli 1801."" | Varnish: Golden-brown | Length of back: 35.5 cm","March 20, 1992",Sotheby's,,0,0
44694,191,Violin,1800.0,1987,Sotheby's,"Labeled, ""Joannes Gagliano Nepos Januarii fecit Neapoli, 1800."" | Length of back: 36.1 cm","April 30, 1987; March 19, 1986",Sotheby's; Sotheby's,,0,0
10857,191,Violin,1803.0,2006,Tarisio,Bearing the maker's label. | Length of back: 35.6 cm,,,,0,0
88222,191,Cello,1788.0,1917,W. E,"Labeled, ""Joannes Gagliano, Nepos Januar fecit, Neapoli 1 88."" | Varnish: of a golden orange-brown color. | Length of back: 74.2 cm | Upper bouts: 34.0 cm | Middle bouts: 23.6 cm | Lower bouts: 43.4 cm",,,,0,0
48392,191,Cello,1775.0,,,"Labeled, ""Joseph Gagliano filius Nicola, fece Neaps 177.."" | Length of back: 74 cm","June 12, 1996",Bonhams,,0,0
