iter	Passed	Remaining
1663	59972	12109
1664	60004	12073
1665	60034	12035
1666	60063	11998
1667	60092	11960
1668	60129	11924
1669	60177	11891
1670	60218	11856
1671	60252	11819
1672	60318	11789
1673	60374	11757
1674	60413	11722
1675	60471	11690
1676	60508	11654
1677	60552	11619
1678	60606	11587
1679	60666	11555
1680	60714	11521
1681	60772	11489
1682	60814	11454
1683	60860	11420
1684	60896	11384
1685	60931	11347
1686	60963	11311
1687	61001	11275
1688	61041	11239
1689	61070	11202
1690	61097	11164
1691	61126	11126
1692	61154	11089
1693	61184	11052
1694	61211	11014
1695	61241	10977
1696	61271	10940
1697	61298	10902
1698	61328	10865
1699	61355	10827
1700	61384	10790
1701	61413	10752
1702	61443	10715
1703	61472	10678
1704	61501	10640
1705	61533	10604
1706	61561	10566
1707	61592	10529
1708	61629	10494
1709	61660	10457
1710	61692	10420
1711	61731	10384
1712	61762	10347
1713	61801	10312
1714	61860	10280
1715	61899	10244
1716	61955	10211
1717	61998	10176
1718	62032	10140
1719	62061	10103
1720	62092	10066
1721	62136	10031
1722	62173	9995
1723	62201	9958
1724	62229	9920
1725	62257	9883
1726	62294	9847
1727	62349	9814
1728	62391	9779
1729	62443	9745
1730	62477	9709
1731	62520	9674
1732	62556	9637
1733	62591	9601
1734	62631	9566
1735	62670	9530
1736	62699	9493
1737	62728	9456
1738	62755	9418
1739	62784	9381
1740	62811	9344
1741	62840	9306
1742	62868	9269
1743	62895	9232
1744	62923	9195
1745	62955	9158
1746	62989	9122
1747	63024	9085
1748	63065	9050
1749	63110	9015
1750	63141	8979
1751	63150	8939
1752	63189	8903
1753	63226	8867
1754	63252	8830
1755	63282	8793
1756	63309	8756
1757	63337	8718
1758	63366	8681
1759	63393	8644
1760	63421	8607
1761	63449	8570
1762	63478	8533
1763	63506	8496
1764	63533	8459
1765	63562	8422
1766	63588	8384
1767	63617	8348
1768	63645	8310
1769	63673	8273
1770	63703	8237
1771	63734	8200
1772	63761	8163
1773	63792	8126
1774	63822	8090
1775	63849	8053
1776	63878	8016
1777	63905	7979
1778	63933	7942
1779	63961	7905
1780	63987	7868
1781	64017	7831
1782	64045	7794
1783	64075	7758
1784	64104	7721
1785	64134	7684
1786	64163	7647
1787	64192	7611
1788	64221	7574
1789	64247	7537
1790	64276	7500
1791	64304	7463
1792	64332	7427
1793	64357	7390
1794	64384	7353
1795	64414	7316
1796	64447	7280
1797	64480	7244
1798	64515	7208
1799	64554	7172
1800	64587	7136
1801	64616	7099
1802	64622	7060
1803	64650	7024
1804	64680	6987
1805	64720	6952
1806	64758	6916
1807	64791	6880
1808	64832	6845
1809	64872	6809
1810	64880	6771
1811	64910	6734
1812	64938	6697
1813	64976	6662
1814	65018	6627
1815	65052	6591
1816	65079	6554
1817	65110	6518
1818	65148	6482
1819	65195	6447
1820	65238	6412
1821	65280	6377
1822	65326	6342
1823	65367	6307
1824	65412	6272
1825	65452	6236
1826	65482	6200
1827	65516	6164
1828	65557	6129
1829	65612	6095
1830	65657	6060
1831	65711	6025
1832	65751	5990
1833	65790	5954
1834	65821	5918
1835	65854	5882
1836	65885	5846
1837	65928	5810
1838	65963	5774
1839	66006	5739
1840	66039	5703
1841	66082	5668
1842	66114	5632
1843	66143	5595
1844	66172	5559
1845	66203	5522
1846	66256	5488
1847	66320	5454
1848	66362	5419
1849	66393	5383
1850	66427	5347
1851	66462	5311
1852	66503	5275
1853	66541	5240
1854	66576	5204
1855	66610	5168
1856	66660	5133
1857	66699	5097
1858	66733	5061
1859	66765	5025
1860	66798	4989
1861	66830	4953
1862	66863	4916
1863	66893	4880
1864	66926	4844
1865	66959	4808
1866	66989	4772
1867	67021	4735
1868	67055	4699
1869	67086	4663
1870	67119	4627
1871	67153	4591
1872	67187	4555
1873	67221	4519
1874	67253	4483
1875	67283	4447
1876	67317	4411
1877	67348	4375
1878	67381	4339
1879	67414	4303
1880	67445	4266
1881	67476	4230
1882	67511	4194
1883	67546	4158
1884	67578	4122
1885	67615	4087
1886	67647	4050
1887	67678	4014
1888	67712	3978
1889	67744	3942
1890	67775	3906
1891	67808	3870
1892	67838	3834
1893	67870	3798
1894	67906	3762
1895	67937	3726
1896	67967	3690
1897	68001	3654
1898	68032	3618
1899	68064	3582
1900	68096	3546
1901	68130	3510
1902	68163	3474
1903	68197	3438
1904	68229	3402
1905	68262	3366
1906	68295	3330
1907	68327	3294
1908	68358	3258
1909	68391	3222
1910	68422	3186
1911	68455	3150
1912	68486	3114
1913	68518	3078
1914	68551	3042
1915	68582	3006
1916	68617	2970
1917	68650	2935
1918	68682	2899
1919	68717	2863
1920	68751	2827
1921	68783	2791
1922	68818	2755
1923	68852	2719
1924	68881	2683
1925	68914	2647
1926	68947	2611
1927	68977	2575
1928	69011	2540
1929	69044	2504
1930	69075	2468
1931	69110	2432
1932	69139	2396
1933	69169	2360
1934	69202	2324
1935	69232	2288
1936	69262	2252
1937	69297	2216
1938	69326	2180
1939	69359	2145
1940	69393	2109
1941	69424	2073
1942	69457	2037
1943	69488	2001
1944	69517	1965
1945	69550	1929
1946	69581	1894
1947	69612	1858
1948	69645	1822
1949	69676	1786
1950	69709	1750
1951	69742	1714
1952	69772	1679
1953	69806	1643
1954	69839	1607
1955	69870	1571
1956	69903	1535
1957	69933	1500
1958	69963	1464
1959	69997	1428
1960	70027	1392
1961	70059	1356
1962	70092	1321
1963	70122	1285
1964	70155	1249
1965	70187	1213
1966	70219	1178
1967	70251	1142
1968	70282	1106
1969	70313	1070
1970	70348	1035
1971	70378	999
1972	70411	963
1973	70444	927
1974	70475	892
1975	70506	856
1976	70541	820
1977	70573	784
1978	70605	749
1979	70637	713
1980	70670	677
1981	70705	642
1982	70738	606
1983	70769	570
1984	70802	535
1985	70833	499
1986	70864	463
1987	70898	427
1988	70933	392
1989	70965	356
1990	70998	320
1991	71029	285
1992	71061	249
1993	71094	213
1994	71124	178
1995	71156	142
1996	71190	106
1997	71219	71
1998	71253	35
1999	71288	0
