iter	RMSE
751	0.5716810641
752	0.5716064561
753	0.5715986065
754	0.5715966269
755	0.5715839266
756	0.571582321
757	0.571456745
758	0.5713622705
759	0.57135404
760	0.5712483968
761	0.5712412146
762	0.5711309882
763	0.5710200029
764	0.57088049
765	0.570709338
766	0.5705895896
767	0.5704775025
768	0.5704604705
769	0.5703941032
770	0.5702699272
771	0.5700535775
772	0.5699668705
773	0.569906572
774	0.5698496066
775	0.5697755037
776	0.5696954997
777	0.5696638177
778	0.5696506724
779	0.5695474315
780	0.5694159543
781	0.569307833
782	0.5693055804
783	0.5692955691
784	0.5692907572
785	0.5692892854
786	0.5692051963
787	0.569067029
788	0.5689436302
789	0.5689410333
790	0.5688269394
791	0.5687722364
792	0.568712384
793	0.568709965
794	0.5686773402
795	0.5686755831
796	0.5685657822
797	0.5684560238
798	0.5682951541
799	0.5681916521
800	0.5681677403
801	0.5681642988
802	0.5680347281
803	0.5679523968
804	0.5679518203
805	0.5679493357
806	0.5677891766
807	0.5676965207
808	0.56759025
809	0.5675870213
810	0.5675847892
811	0.5675842237
812	0.5675335331
813	0.5674005758
814	0.5672992879
815	0.5672226419
816	0.5672208789
817	0.5671769931
818	0.5670542272
819	0.5669581285
820	0.5669565451
821	0.5668625549
822	0.5667770364
823	0.566773146
824	0.5667608879
825	0.5666422078
826	0.566556682
827	0.5663748363
828	0.5663690972
829	0.5663685425
830	0.5663617995
831	0.5663566695
832	0.5663217812
833	0.5661932587
834	0.5660922654
835	0.5659418106
836	0.5658035797
837	0.565760973
838	0.5656837162
839	0.5656790348
840	0.5656783635
841	0.5655381588
842	0.5654158193
843	0.5652914171
844	0.5652005238
845	0.5651370641
846	0.5651364042
847	0.5651317144
848	0.56510632
849	0.5651046404
850	0.5650097137
851	0.5648609596
852	0.564778446
853	0.5646444659
854	0.564529513
855	0.5643680043
856	0.5642298182
857	0.5640570168
858	0.5640519121
859	0.5639618982
860	0.5639595753
861	0.5639527541
862	0.5638154127
863	0.5636937608
864	0.5635312822
865	0.5634658013
866	0.5634645975
867	0.5633412351
868	0.5632957335
869	0.5632037256
870	0.5631063961
871	0.5631030199
872	0.5630002809
873	0.5629703327
874	0.5628529929
875	0.5628473907
876	0.5628298748
877	0.5626564366
878	0.5625945293
879	0.5625433965
880	0.5625420507
881	0.5625406656
882	0.5624399037
883	0.5623646502
884	0.5622752212
885	0.5622576129
886	0.5622474116
887	0.5622447499
888	0.5621375222
889	0.5621361989
890	0.5620724152
891	0.5620009614
892	0.5618696269
893	0.5618669962
894	0.5617940898
895	0.5616942932
896	0.5616632094
897	0.5615576435
898	0.5615531252
899	0.561428219
900	0.561417567
901	0.5614130804
902	0.5612960147
903	0.5612946729
904	0.561283731
905	0.5611826295
906	0.5611663345
907	0.5611230613
908	0.5611195813
909	0.5610000347
910	0.5608722179
911	0.5608441598
912	0.5606875609
913	0.5605750259
914	0.5605328571
915	0.5604470541
916	0.5603366079
917	0.5603349991
918	0.5603303633
919	0.5602258834
920	0.5602026463
921	0.5602000053
922	0.5601986365
923	0.5601257145
924	0.5600280713
925	0.5599128085
926	0.559772042
927	0.5597687589
928	0.5597222157
929	0.5596644903
930	0.5595516856
931	0.5594905053
932	0.5594827034
933	0.5594394397
934	0.5594381512
935	0.5593490919
936	0.5593046865
937	0.5591925575
938	0.5590914329
939	0.5590149168
940	0.5589044998
941	0.5588280636
942	0.5587271362
943	0.5586056314
944	0.5586038943
945	0.5585104624
946	0.5583971947
947	0.5583809354
948	0.5583800972
949	0.5583174089
950	0.5582336669
951	0.5581410979
952	0.5581399581
953	0.5580522586
954	0.5579487468
955	0.5579434292
956	0.5579399535
957	0.5578031641
958	0.5578014355
959	0.5577994281
960	0.5577339491
961	0.5577314252
962	0.5575764612
963	0.5574824371
964	0.5573681587
965	0.5572321426
966	0.5571035892
967	0.5570495828
968	0.55697582
969	0.5568793353
970	0.5568506992
971	0.5567397754
972	0.5566494677
973	0.5566296479
974	0.5564999902
975	0.5563343059
976	0.5561714709
977	0.5560900795
978	0.55604572
979	0.5559486437
980	0.5558471187
981	0.5557211526
982	0.5556372704
983	0.5555251156
984	0.5555233964
985	0.5554115726
986	0.5553106503
987	0.5552265689
988	0.5551661199
989	0.5551647767
990	0.5551642443
991	0.5550489498
992	0.5550466459
993	0.5549854548
994	0.5549843146
995	0.5549399326
996	0.5549022928
997	0.5548273775
998	0.5546960535
999	0.5546149313
1000	0.5546103233
1001	0.5545628396
1002	0.5544216495
1003	0.5542996218
1004	0.554202339
1005	0.5540876059
1006	0.553996117
1007	0.5539922653
1008	0.5539781896
1009	0.5539656828
1010	0.5538886647
1011	0.5538824746
1012	0.553796195
1013	0.5536937627
1014	0.5536818112
1015	0.553554368
1016	0.5535525574
1017	0.5535512882
1018	0.5535502925
1019	0.5534462205
1020	0.553310505
1021	0.553309237
1022	0.5531856702
1023	0.5530755819
1024	0.5530380595
1025	0.55303217
1026	0.5529454412
1027	0.55286223
1028	0.5528405305
1029	0.5527135246
1030	0.5526208664
1031	0.5526068107
1032	0.5524637736
1033	0.5523781359
1034	0.5523678069
1035	0.5522690233
1036	0.5521601146
1037	0.5519927939
1038	0.5519810808
1039	0.5518513399
1040	0.5517677191
1041	0.5517040392
1042	0.5515775681
1043	0.5515674351
1044	0.5515666554
1045	0.5514259576
1046	0.5514240502
1047	0.5513725117
1048	0.5512874675
1049	0.5511598325
1050	0.5511563111
1051	0.5510855
1052	0.5509550966
1053	0.5508674788
1054	0.5507968599
1055	0.5506995956
1056	0.5505549206
1057	0.550494518
1058	0.550379144
1059	0.5502657351
1060	0.5501920436
1061	0.5501902841
1062	0.5500855478
1063	0.5500800798
1064	0.5499808527
1065	0.5498426745
1066	0.5497760236
1067	0.5496372939
1068	0.5496257023
1069	0.5495460539
1070	0.5495320715
1071	0.549378147
1072	0.5492572438
1073	0.5491296537
1074	0.5491241905
1075	0.5490298229
1076	0.5489995441
1077	0.5488871001
1078	0.5488049895
1079	0.5487365478
1080	0.5486107391
1081	0.5484978925
1082	0.5484028047
1083	0.5482807374
1084	0.5482199769
1085	0.5480991501
1086	0.5479940551
1087	0.5478706346
1088	0.5477897903
1089	0.5476939373
1090	0.5476039561
1091	0.547491967
1092	0.5474044717
1093	0.5473165207
1094	0.5472816064
1095	0.5471934413
1096	0.5470967066
1097	0.5470185615
1098	0.5469042249
1099	0.5468190812
1100	0.5468142547
1101	0.5468039441
1102	0.5467995092
1103	0.5467170533
1104	0.5466050648
1105	0.546518059
1106	0.5464270345
1107	0.5464168575
1108	0.5462665831
1109	0.5461016127
1110	0.5460987956
1111	0.5460658822
1112	0.5459770423
1113	0.5458918604
1114	0.5457955779
1115	0.5457116518
1116	0.5457030139
1117	0.5456129147
1118	0.5456119563
1119	0.5455092162
1120	0.5454689837
1121	0.5454674037
1122	0.5454021918
1123	0.5452847266
1124	0.5451860955
1125	0.5451200824
1126	0.5451127853
1127	0.5449491724
1128	0.5449132118
1129	0.5448413629
1130	0.5447539174
1131	0.5446119671
1132	0.5446087355
1133	0.5445204378
1134	0.5444102579
1135	0.544409068
1136	0.544326814
1137	0.5443250461
1138	0.5442274296
1139	0.5441364639
1140	0.5440484723
1141	0.5439554357
1142	0.5438894786
1143	0.543888487
1144	0.5437640901
1145	0.5437617507
1146	0.5436709424
1147	0.5436225474
1148	0.5435118611
1149	0.5434609543
1150	0.5433828199
1151	0.5433000993
1152	0.5431658996
1153	0.5431629236
1154	0.5430598319
1155	0.5430465904
1156	0.5429589678
1157	0.5428641178
1158	0.5427875558
1159	0.5426928233
1160	0.542606506
1161	0.542513035
1162	0.5424396052
1163	0.5423526487
1164	0.5423514695
1165	0.5422014615
1166	0.5421994495
1167	0.5420762941
1168	0.541984899
1169	0.5418837013
1170	0.5418119998
1171	0.5417469714
1172	0.5416260934
1173	0.5415466557
1174	0.5415454034
1175	0.5414444179
1176	0.5413622803
1177	0.5413109974
1178	0.5412016028
1179	0.5411932031
1180	0.5411266443
1181	0.5410003954
1182	0.54089763
1183	0.540830567
1184	0.5407658168
1185	0.5406707524
1186	0.5406471006
1187	0.5405727477
1188	0.5404721105
1189	0.5403759556
1190	0.5402636096
1191	0.5401799385
1192	0.5400769952
1193	0.5399651019
1194	0.5398762061
1195	0.5398279473
1196	0.5398270332
1197	0.5397607281
1198	0.5397059254
1199	0.539697999
1200	0.5396034655
1201	0.5394711569
1202	0.5394704824
1203	0.5393553962
1204	0.5392543323
1205	0.5391516295
1206	0.5391064357
1207	0.5390071136
1208	0.538863692
1209	0.5387401656
1210	0.5386142933
1211	0.5386056497
1212	0.5385103711
1213	0.5383931138
1214	0.5382873244
1215	0.5381561959
1216	0.5381462284
1217	0.5380600065
1218	0.5379785994
1219	0.5378440763
1220	0.5378012174
1221	0.5377716911
1222	0.5377080142
1223	0.5375809655
1224	0.5374437202
1225	0.5373554055
1226	0.5373536919
1227	0.5373461354
1228	0.5372968725
1229	0.5372837299
1230	0.5372816639
1231	0.5372760608
1232	0.5371853949
1233	0.5371494912
1234	0.5370988612
1235	0.5370094858
1236	0.5369731313
1237	0.5368553545
1238	0.5368486733
1239	0.5368470796
1240	0.5367882071
1241	0.5367851146
1242	0.5366597183
1243	0.5366028827
1244	0.5366007154
1245	0.5365402723
1246	0.5365364925
1247	0.5364359213
1248	0.5363333524
1249	0.5362221879
1250	0.5361499103
1251	0.5361165424
1252	0.5360386138
1253	0.5359323118
1254	0.5358726462
1255	0.5358715802
1256	0.5358588511
1257	0.5357528867
1258	0.5357517737
1259	0.5357467607
1260	0.5355898638
1261	0.5355307536
1262	0.5354637863
1263	0.5353836658
1264	0.5352744929
1265	0.5352015123
1266	0.5351994875
1267	0.5351454201
1268	0.5350712033
1269	0.5349840968
1270	0.5349050878
1271	0.5348242192
1272	0.534823072
1273	0.5347194401
1274	0.5346470008
1275	0.5345604125
1276	0.5345437243
1277	0.5344700709
1278	0.5343725423
1279	0.5342810634
1280	0.5341629393
1281	0.5340540112
1282	0.5339686196
1283	0.5338574506
1284	0.5337636466
1285	0.5337586015
1286	0.5337071105
1287	0.5336348169
1288	0.5335324148
1289	0.5334518907
1290	0.5333907569
1291	0.5332709926
1292	0.5331262743
1293	0.5330266161
1294	0.5329930281
1295	0.5329512764
1296	0.5328943384
1297	0.5327368908
1298	0.5326704037
1299	0.5326063697
1300	0.5325408063
1301	0.5325383225
1302	0.53249336
1303	0.5323770701
1304	0.5323586075
1305	0.5322825221
1306	0.5322499501
1307	0.5321315351
1308	0.5320653552
1309	0.5320084687
1310	0.5318893151
1311	0.5318246107
1312	0.5317707065
1313	0.53167525
1314	0.5315811862
1315	0.5315097111
1316	0.5313969362
1317	0.5313597783
1318	0.5312019935
1319	0.5310813018
1320	0.5310799911
1321	0.5310328316
1322	0.5310314206
1323	0.5309553578
1324	0.5309512167
1325	0.5308686761
1326	0.5308661487
1327	0.5307422679
1328	0.5307239309
1329	0.5306677537
1330	0.5306018973
1331	0.5305528443
1332	0.5305517251
1333	0.5303953367
1334	0.5303941457
1335	0.530298301
1336	0.5301940216
1337	0.530092763
1338	0.5300240252
1339	0.5299760086
1340	0.529857111
1341	0.5297683112
1342	0.5296512209
1343	0.5296108867
1344	0.5295104264
1345	0.5295097754
1346	0.5294471753
1347	0.5293654864
1348	0.5293600632
1349	0.5293096926
1350	0.5292552376
1351	0.5291953717
1352	0.5291946918
1353	0.5291057271
1354	0.5290437237
1355	0.5290356587
1356	0.5289269145
1357	0.5289199753
1358	0.5288856812
1359	0.5288474368
1360	0.5287238943
1361	0.5286423014
1362	0.528539506
1363	0.5284309204
1364	0.5283476682
1365	0.5282660586
1366	0.5281909133
1367	0.5281479296
1368	0.5280650351
1369	0.5280441051
1370	0.5280033602
1371	0.5278980776
1372	0.5278191388
1373	0.5277160543
1374	0.5277138063
1375	0.5276355854
1376	0.5276294408
1377	0.5275513683
1378	0.5274546684
1379	0.5274530123
1380	0.5273513294
1381	0.5273042556
1382	0.5272545246
1383	0.52718566
1384	0.527071723
1385	0.5270290662
1386	0.5270283977
1387	0.5269970518
1388	0.5269224692
1389	0.5267781677
1390	0.5266838428
1391	0.5266069895
1392	0.5265397133
1393	0.5264527826
1394	0.5264201242
1395	0.526327878
1396	0.5262296365
1397	0.5261338769
1398	0.526049882
1399	0.5260483933
1400	0.5259356329
1401	0.5259329987
1402	0.5259290266
1403	0.525856283
1404	0.5258303398
1405	0.5257538794
1406	0.5256788829
1407	0.5256074321
1408	0.5255545077
1409	0.5254882635
1410	0.5254635065
1411	0.5254266593
1412	0.5253279805
1413	0.5253027736
1414	0.5251952317
1415	0.5250835247
1416	0.5249758472
1417	0.5248875338
1418	0.5248735715
1419	0.5247935763
1420	0.5246842009
1421	0.5246282476
1422	0.5245814808
1423	0.5245723947
1424	0.5245690327
1425	0.5244523329
1426	0.5243849563
1427	0.524384007
1428	0.5243218184
1429	0.5242735529
1430	0.5241630802
1431	0.5241559192
1432	0.5240954364
1433	0.524007674
1434	0.5239974807
1435	0.5239258285
1436	0.5238327324
1437	0.5237555129
1438	0.523692477
1439	0.5236918088
1440	0.5236785279
1441	0.5236012274
1442	0.5235441883
1443	0.5235433183
1444	0.5235002271
1445	0.5233657739
1446	0.5233639731
1447	0.5233595006
1448	0.523300973
1449	0.5232040194
1450	0.523117534
1451	0.5230022902
1452	0.5228543046
1453	0.5227351901
1454	0.5227270942
1455	0.522658967
1456	0.522589939
1457	0.5225886804
1458	0.5225279921
1459	0.5224816156
1460	0.5224790007
1461	0.5223389796
1462	0.522288771
1463	0.5222878693
1464	0.5221462584
1465	0.5220705152
1466	0.5219926214
1467	0.5219912401
1468	0.5219152214
1469	0.521914264
1470	0.52185448
1471	0.5217628075
1472	0.5217612572
1473	0.5216881819
1474	0.5216873731
1475	0.5216254906
1476	0.5215666055
1477	0.5214810785
1478	0.5214802538
1479	0.521378008
1480	0.5212326191
1481	0.521135042
1482	0.5210252708
1483	0.5210236472
1484	0.5209762269
1485	0.5209077375
1486	0.5208094839
1487	0.5206869621
1488	0.5206804786
1489	0.5206013974
1490	0.5205068319
1491	0.5205054657
1492	0.5204074292
1493	0.5203648298
1494	0.5203381367
1495	0.520261136
1496	0.5201687284
1497	0.5201360963
1498	0.5200981751
1499	0.5199938434
1500	0.5199186731
1501	0.519893018
1502	0.5197924012
1503	0.5197444729
1504	0.5196465586
1505	0.5195615927
1506	0.5194295301
1507	0.5193905136
1508	0.5193129066
1509	0.5192540367
1510	0.5191853059
1511	0.5190907432
1512	0.5189932483
1513	0.5187990345
1514	0.5187945169
1515	0.5186887384
