iter	RMSE
1516	0.5185941946
1517	0.5184872382
1518	0.5183982714
1519	0.5183632368
1520	0.5182884136
1521	0.5182093147
1522	0.5181429748
1523	0.5180903495
1524	0.5180350045
1525	0.5180344532
1526	0.5180336799
1527	0.5179704795
1528	0.5178750373
1529	0.5177699667
1530	0.5176674597
1531	0.5175727346
1532	0.5175006853
1533	0.517402517
1534	0.5173429636
1535	0.5173054866
1536	0.517293234
1537	0.5172195947
1538	0.5171416954
1539	0.5170657138
1540	0.5170647982
1541	0.5169860165
1542	0.5169681394
1543	0.5168544351
1544	0.5167805722
1545	0.5167170282
1546	0.5166317326
1547	0.5165306392
1548	0.5165214393
1549	0.5165198117
1550	0.51646105
1551	0.5163902423
1552	0.5162485996
1553	0.5161784182
1554	0.5161411034
1555	0.516075766
1556	0.5160237606
1557	0.515932751
1558	0.515806382
1559	0.5157236524
1560	0.515663882
1561	0.5156012645
1562	0.5155104512
1563	0.5154930147
1564	0.5154651131
1565	0.5154155003
1566	0.515360442
1567	0.5152819773
1568	0.5152008082
1569	0.5151124126
1570	0.5151114377
1571	0.5150716427
1572	0.5150072728
1573	0.5150067244
1574	0.5149102713
1575	0.5148314811
1576	0.5147508181
1577	0.514660827
1578	0.5146311309
1579	0.5145489774
1580	0.5144329031
1581	0.5143886725
1582	0.5143695929
1583	0.5143109293
1584	0.5142524905
1585	0.5141887182
1586	0.5140971732
1587	0.514092795
1588	0.514058992
1589	0.5139750879
1590	0.5139322344
1591	0.5138686875
1592	0.5138143651
1593	0.5137518494
1594	0.5136812616
1595	0.5136768529
1596	0.5135306001
1597	0.5134601876
1598	0.5133775802
1599	0.51327372
1600	0.5131010414
1601	0.5129993605
1602	0.5129158147
1603	0.5129150179
1604	0.5128556599
1605	0.5127893836
1606	0.5127226961
1607	0.512720543
1608	0.5126342972
1609	0.5125721325
1610	0.512570472
1611	0.5124829038
1612	0.5124548891
1613	0.5123729966
1614	0.5123074616
1615	0.512243754
1616	0.5121812187
1617	0.5121804711
1618	0.5121141303
1619	0.5120537272
1620	0.5120125796
1621	0.5119199044
1622	0.511779866
1623	0.5117152901
1624	0.5116294165
1625	0.5115373949
1626	0.5114941565
1627	0.5114277459
1628	0.5113777956
1629	0.5113032399
1630	0.5112384545
1631	0.5111573325
1632	0.5110688057
1633	0.5110238689
1634	0.5109419823
1635	0.5108688768
1636	0.5108010414
1637	0.5107263793
1638	0.5106442762
1639	0.5105842179
1640	0.5105153683
1641	0.5105146533
1642	0.5105132442
1643	0.5104832236
1644	0.5104396673
1645	0.5103656212
1646	0.5103642088
1647	0.5102798675
1648	0.5102389727
1649	0.5101699074
1650	0.5100896219
1651	0.5099497116
1652	0.5098937955
1653	0.5098408305
1654	0.5097294629
1655	0.5096307527
1656	0.5096279156
1657	0.5095653332
1658	0.5094885071
1659	0.5093917626
1660	0.5092945608
1661	0.5092317435
1662	0.5092307792
1663	0.5091407524
1664	0.5091378091
1665	0.5090774793
1666	0.5090118828
1667	0.5089492341
1668	0.5088842199
1669	0.5088043227
1670	0.5086909639
1671	0.508690452
1672	0.5085979655
1673	0.5085963173
1674	0.5085953589
1675	0.5084824622
1676	0.5084380839
1677	0.5083565214
1678	0.5082724112
1679	0.5081748273
1680	0.5080962674
1681	0.5080555112
1682	0.507995016
1683	0.507927369
1684	0.5079247224
1685	0.5078674231
1686	0.5078085917
1687	0.5077037178
1688	0.5076012526
1689	0.507503755
1690	0.5074267758
1691	0.507392028
1692	0.5073184037
1693	0.5072508211
1694	0.5072046133
1695	0.5071217487
1696	0.5071087241
1697	0.5070193402
1698	0.5069891306
1699	0.5069813993
1700	0.5069010331
1701	0.5068661582
1702	0.5067196948
1703	0.5067191042
1704	0.5066969808
1705	0.5066957963
1706	0.5066447527
1707	0.5065718718
1708	0.50656842
1709	0.5064815518
1710	0.5064178343
1711	0.5063080394
1712	0.5063073871
1713	0.5063059237
1714	0.5062443509
1715	0.5061784119
1716	0.5060813209
1717	0.506064341
1718	0.5059867752
1719	0.5059276869
1720	0.5058909307
1721	0.5058280643
1722	0.5057622036
1723	0.5057528762
1724	0.5056940125
1725	0.50563219
1726	0.5055599585
1727	0.5054769715
1728	0.5053956733
1729	0.5053398255
1730	0.5052816847
1731	0.5052094402
1732	0.505148378
1733	0.5051432001
1734	0.5050681727
1735	0.5050656601
1736	0.50506301
1737	0.5050607246
1738	0.5050026729
1739	0.5049384377
1740	0.5048006431
1741	0.5047992976
1742	0.5047609321
1743	0.5047054177
1744	0.5046912106
1745	0.5046109599
1746	0.50461004
1747	0.5045620287
1748	0.5045256744
1749	0.5044588639
1750	0.5043995977
1751	0.5043955767
1752	0.5043627726
1753	0.5042866476
1754	0.5042854696
1755	0.5042396554
1756	0.5041696452
1757	0.5041685073
1758	0.5041162414
1759	0.5041139807
1760	0.5040565694
1761	0.5039826362
1762	0.5038865224
1763	0.5038839398
1764	0.5037627295
1765	0.5037544313
1766	0.5037468831
1767	0.5036693698
1768	0.5035600589
1769	0.5034782119
1770	0.5034151748
1771	0.5033639317
1772	0.5032844633
1773	0.5032545062
1774	0.5032081797
1775	0.503121728
1776	0.5031194496
1777	0.5030593408
1778	0.5030492071
1779	0.5030421766
1780	0.5030406291
1781	0.5030034129
1782	0.5029559433
1783	0.5028843856
1784	0.5027849067
1785	0.50278438
1786	0.5027403748
1787	0.5026909066
1788	0.5025973149
1789	0.502538543
1790	0.5024863046
1791	0.5024429022
1792	0.5023636442
1793	0.5023326458
1794	0.5022382264
1795	0.5022190886
1796	0.5021846096
1797	0.5021020343
1798	0.5020213845
1799	0.5019555632
1800	0.501952046
1801	0.5018906886
1802	0.5018152222
1803	0.5017411909
1804	0.5016506574
1805	0.5016096337
1806	0.5015487927
1807	0.5014656624
1808	0.5013940691
1809	0.501282706
1810	0.5011969166
1811	0.5011963754
1812	0.5011955004
1813	0.5011179498
1814	0.5011172821
1815	0.5010285967
1816	0.5009723485
1817	0.5008276125
1818	0.5007613205
1819	0.5006524946
1820	0.5006155231
1821	0.5005350745
1822	0.5004769531
1823	0.5004168378
1824	0.5002856083
1825	0.5001959319
1826	0.5001949766
1827	0.5001801047
1828	0.5001791698
1829	0.5000514401
1830	0.5000028129
1831	0.4999615115
1832	0.4999035313
1833	0.4998442447
1834	0.4998014075
1835	0.4997330018
1836	0.4997295001
1837	0.4996635689
1838	0.4996064973
1839	0.4995841105
1840	0.4995170002
1841	0.4994728913
1842	0.4994101762
1843	0.4993029842
1844	0.4992605107
1845	0.4992542647
1846	0.49919221
1847	0.499186319
1848	0.4991314648
1849	0.4990420433
1850	0.4989905838
1851	0.4988806946
1852	0.4988067936
1853	0.4987155927
1854	0.4986519394
1855	0.4985929577
1856	0.4985177708
1857	0.4985046681
1858	0.4984397283
1859	0.498369659
1860	0.4983413639
1861	0.4982557748
1862	0.4981439202
1863	0.4980993645
1864	0.498045232
1865	0.4979729262
1866	0.4979418526
1867	0.4978966154
1868	0.4978635215
1869	0.4978132638
1870	0.4977684713
1871	0.4977667218
1872	0.4977008581
1873	0.497654901
1874	0.4976497758
1875	0.497598301
1876	0.4975003433
1877	0.49741172
1878	0.4973478664
1879	0.497313271
1880	0.4972462854
1881	0.4972378061
1882	0.4971822392
1883	0.4971560966
1884	0.4971217219
1885	0.4971169492
1886	0.4970817088
1887	0.4970214202
1888	0.4969337711
1889	0.4968610686
1890	0.4968321875
1891	0.4967997888
1892	0.496701049
1893	0.4966498411
1894	0.4966492104
1895	0.4965459829
1896	0.4964685532
1897	0.4964018893
1898	0.4963544384
1899	0.4963038065
1900	0.4962152731
1901	0.496129795
1902	0.4961074246
1903	0.4960731908
1904	0.4960067763
1905	0.495947126
1906	0.4958535794
1907	0.495755527
1908	0.4957123067
1909	0.4956681866
1910	0.4956210382
1911	0.4955792619
1912	0.4955573253
1913	0.4955027133
1914	0.4953632255
1915	0.4952675967
1916	0.4952672822
1917	0.4952413034
1918	0.4951878798
1919	0.4950623235
1920	0.4949969227
1921	0.4949300293
1922	0.4948145038
1923	0.4947965697
1924	0.4947376815
1925	0.494685345
1926	0.4946196971
1927	0.4945193185
1928	0.4945161823
1929	0.4944670951
1930	0.4943399624
1931	0.4943092964
1932	0.4942432023
1933	0.4942223824
1934	0.4941490007
1935	0.4941090151
1936	0.4940107135
1937	0.4939127497
1938	0.4938656444
1939	0.4938464308
1940	0.4937510544
1941	0.4936571443
1942	0.4935924667
1943	0.4935786695
1944	0.493479817
1945	0.4934034083
1946	0.4933488808
1947	0.4932874365
1948	0.4932059883
1949	0.4931396025
1950	0.4930774131
1951	0.4929933399
1952	0.4928735774
1953	0.4928730102
1954	0.4928290035
1955	0.492740525
1956	0.4926083304
1957	0.492541353
1958	0.4924944093
1959	0.4924228931
1960	0.4923489047
1961	0.4922950803
1962	0.4921933945
1963	0.4921139012
1964	0.4920534083
1965	0.4919888379
1966	0.4919482699
1967	0.491897015
1968	0.4918934179
1969	0.4918128707
1970	0.4917323768
1971	0.4916578423
1972	0.4915932787
1973	0.4915349014
1974	0.4915345686
1975	0.4914770466
1976	0.4913833585
1977	0.4913469498
1978	0.4912852661
1979	0.4911844817
1980	0.4910483727
1981	0.4909714213
1982	0.4909477125
1983	0.4908760972
1984	0.4908017658
1985	0.4907155495
1986	0.4906735579
1987	0.490612492
1988	0.4905810766
1989	0.4904772311
1990	0.4904530394
1991	0.4904483964
1992	0.4903954921
1993	0.4903151553
1994	0.4902294168
1995	0.4901739336
1996	0.4901129954
1997	0.4900509725
1998	0.4899527877
1999	0.4899160058
