date,real_price_gold
1977-09-15,785.3194
1977-09-16,785.5842
1977-09-19,795.1193
1977-09-20,795.9139
1977-09-21,801.476
1977-09-22,803.0652
1977-09-23,799.3571
1977-09-26,812.3354
1977-09-27,810.7462
1977-09-28,814.984
1977-09-29,810.4814
1977-09-30,816.8381
1977-10-03,822.1061
1977-10-04,819.4661
1977-10-05,819.9941
1977-10-06,814.45
1977-10-07,812.866
1977-10-10,829.7622
1977-10-11,830.0262
1977-10-12,834.7783
1977-10-13,835.8343
1977-10-14,833.1942
1977-10-17,847.1864
1977-10-18,847.7144
1977-10-19,854.5785
1977-10-20,846.6584
1977-10-21,852.4665
1977-10-24,863.8186
1977-10-25,860.6506
1977-10-26,861.4426
1977-10-27,846.9224
1977-10-28,851.1465
1977-10-31,852.7305
1977-11-01,855.1658
1977-11-02,850.4368
1977-11-03,864.3611
1977-11-04,873.031
1977-11-07,876.1837
1977-11-08,867.7765
1977-11-09,881.4382
1977-11-10,878.8109
1977-11-11,883.2772
1977-11-14,868.0393
1977-11-15,856.4794
1977-11-16,842.0296
1977-11-17,834.9361
1977-11-18,847.0214
1977-11-21,830.4698
1977-11-22,822.3253
1977-11-23,837.0379
1977-11-24,834.9361
1977-11-25,830.207
1977-11-28,850.9622
1977-11-29,836.5124
1977-11-30,840.716
1977-12-01,841.4128
1977-12-02,833.2946
1977-12-05,837.2227
1977-12-06,839.0559
1977-12-07,844.5553
1977-12-08,832.1423
1977-12-09,831.7233
1977-12-12,826.2239
1977-12-13,840.3653
1977-12-14,833.8183
1977-12-15,839.8415
1977-12-16,838.0084
1977-12-19,838.5321
1977-12-20,837.2227
1977-12-21,839.5796
1977-12-22,834.8658
1977-12-23,851.1023
1977-12-27,858.4348
1977-12-28,863.1486
1977-12-29,870.7431
1977-12-30,863.9866
1978-01-03,880.5222
1978-01-04,896.1343
1978-01-05,863.6091
1978-01-06,885.466
1978-01-09,885.9864
1978-01-10,900.8179
1978-01-11,895.8741
1978-01-12,903.1598
1978-01-13,899.2567
1978-01-16,910.1852
1978-01-17,901.8587
1978-01-18,896.6547
1978-01-19,902.6394
1978-01-20,900.5577
1978-01-23,913.5678
1978-01-24,920.0729
1978-01-25,925.5371
1978-01-26,916.6902
1978-01-27,917.9912
1978-01-30,911.7464
1978-01-31,916.43
1978-02-01,912.1535
1978-02-02,905.9483
1978-02-03,908.0167
1978-02-06,909.8265
1978-02-07,907.7582
1978-02-08,903.3629
1978-02-09,893.7966
1978-02-10,902.8458
1978-02-13,917.0659
1978-02-14,917.3244
1978-02-15,925.3394
1978-02-16,929.2176
1978-02-17,927.9248
1978-02-20,942.4034
1978-02-21,938.2667
1978-02-22,938.5252
1978-02-23,947.3158
1978-02-24,934.647
1978-02-27,936.7154
1978-02-28,942.4034
1978-03-01,938.0493
1978-03-02,945.2316
1978-03-03,943.2308
1978-03-06,947.7966
1978-03-07,957.2874
1978-03-08,976.5255
1978-03-09,967.8043
1978-03-10,955.4919
1978-03-13,958.57
1978-03-14,964.7262
1978-03-15,957.8004
1978-03-16,945.2316
1978-03-17,939.8449
1978-03-20,928.5585
1978-03-21,911.3725
1978-03-22,920.0938
1978-03-23,919.8373
1978-03-27,936.2538
1978-03-28,942.923
1978-03-29,931.1236
1978-03-30,922.6589
1978-03-31,931.6366
1978-04-03,935.2904
1978-04-04,920.5293
1978-04-05,908.0588
1978-04-06,923.0743
1978-04-07,913.4033
1978-04-10,909.5858
1978-04-11,915.9483
1978-04-12,917.9843
1978-04-13,910.8583
1978-04-14,908.5678
1978-04-17,888.9712
1978-04-18,884.8992
1978-04-19,890.7527
1978-04-20,859.7036
1978-04-21,871.1562
1978-04-24,859.4491
1978-04-25,854.6136
1978-04-26,861.4851
1978-04-27,864.7937
1978-04-28,869.6292
1978-05-01,854.9841
1978-05-02,853.4713
1978-05-03,861.2875
1978-05-04,875.1548
1978-05-05,873.1377
1978-05-08,870.1121
1978-05-09,870.8685
1978-05-10,878.9368
1978-05-11,885.9965
1978-05-12,880.9539
1978-05-15,885.4923
1978-05-16,886.5008
1978-05-17,896.8383
1978-05-18,898.8553
1978-05-19,903.3937
1978-05-22,905.4108
1978-05-23,908.1843
1978-05-24,906.4193
1978-05-25,902.3852
1978-05-26,906.6715
1978-05-30,921.0431
1978-05-31,928.6071
1978-06-01,914.6465
1978-06-02,921.6305
1978-06-05,914.896
1978-06-06,904.9189
1978-06-07,914.3971
1978-06-08,912.6511
1978-06-09,905.9166
1978-06-12,901.1775
1978-06-13,909.658
1978-06-14,917.6397
1978-06-15,909.9074
1978-06-16,922.1293
1978-06-19,920.8822
1978-06-20,930.3604
1978-06-21,930.8593
1978-06-22,925.6213
1978-06-23,926.8684
1978-06-26,925.3719
1978-06-27,919.1362
1978-06-28,924.6236
1978-06-29,919.3856
1978-06-30,913.15
1978-07-03,907.1907
1978-07-04,912.8838
1978-07-05,913.1314
1978-07-06,905.9531
1978-07-07,910.6561
1978-07-10,921.0523
1978-07-11,918.3295
1978-07-12,922.2899
1978-07-13,924.2701
1978-07-14,920.8047
1978-07-17,916.1017
1978-07-18,916.3492
1978-07-19,920.5572
1978-07-20,933.9237
1978-07-21,950.5081
1978-07-24,967.8351
1978-07-25,958.1815
1978-07-26,963.1321
1978-07-27,961.8944
1978-07-28,996.5484
1978-07-31,992.5879
1978-08-01,1011.9772
1978-08-02,1002.8603
1978-08-03,997.6859
1978-08-04,994.4826
1978-08-07,1006.8028
1978-08-08,1021.0942
1978-08-09,1024.7902
1978-08-10,1018.8765
1978-08-11,1040.56
1978-08-14,1053.373
1978-08-15,1051.8945
1978-08-16,1064.4611
1978-08-17,1031.1967
1978-08-18,1044.7488
1978-08-21,1010.7452
1978-08-22,1023.3118
1978-08-23,987.8297
1978-08-24,1001.6283
1978-08-25,976.988
1978-08-28,983.6409
1978-08-29,985.3657
1978-08-30,1010.4988
1978-08-31,1028.4862
1978-09-01,1018.5523
1978-09-04,1034.4481
1978-09-05,1025.6443
1978-09-06,1036.8936
1978-09-07,1030.7798
1978-09-08,1008.2812
1978-09-11,1007.0584
1978-09-12,1018.5523
1978-09-13,1026.867
1978-09-14,1024.6661
1978-09-15,1039.3391
1978-09-18,1028.3343
1978-09-19,1035.4263
1978-09-20,1045.942
1978-09-21,1055.9685
1978-09-22,1049.6102
1978-09-25,1069.4188
1978-09-26,1067.4624
1978-09-27,1051.8112
1978-09-28,1066.9733
1978-09-29,1061.8377
1978-10-02,1053.5547
1978-10-03,1074.398
1978-10-04,1084.5773
1978-10-05,1079.4876
1978-10-06,1082.6384
1978-10-09,1078.2758
1978-10-10,1093.3024
1978-10-11,1098.392
1978-10-12,1094.5142
1978-10-13,1088.2127
1978-10-16,1084.0925
1978-10-17,1105.1782
1978-10-18,1111.2373
1978-10-19,1093.7871
1978-10-20,1104.9358
1978-10-23,1100.3309
1978-10-24,1095.726
1978-10-25,1120.4471
1978-10-26,1134.0195
1978-10-27,1137.8973
1978-10-30,1176.6755
1978-10-31,1175.9484
1978-11-01,1099.0526
1978-11-02,1068.892
1978-11-03,1038.4901
1978-11-06,1014.6029
1978-11-07,1045.246
1978-11-08,1057.069
1978-11-09,1032.4579
1978-11-10,995.3001
1978-11-13,1004.2276
1978-11-14,1019.4286
1978-11-15,986.3725
1978-11-16,947.2844
1978-11-17,955.2468
1978-11-20,960.7963
1978-11-21,966.1046
1978-11-22,961.5202
1978-11-23,977.2037
1978-11-24,978.1688
1978-11-27,957.4184
1978-11-28,947.767
1978-11-29,943.9064
1978-11-30,933.2899
1978-12-01,935.1596
1978-12-04,958.4605
1978-12-05,944.7682
1978-12-06,944.0475
1978-12-07,953.8964
1978-12-08,965.6669
1978-12-11,994.4928
1978-12-12,971.1919
1978-12-13,975.756
1978-12-14,981.281
1978-12-15,987.7668
1978-12-18,1024.0393
1978-12-19,1039.1729
1978-12-20,1040.6142
1978-12-21,1021.397
1978-12-22,1032.9273
1978-12-26,1031.7262
1978-12-27,1059.351
1978-12-28,1060.0717
1978-12-29,1085.7748
1979-01-02,1080.0462
1979-01-03,1042.1874
1979-01-04,1062.6645
1979-01-05,1073.8554
1979-01-08,1063.6169
1979-01-09,1067.9028
1979-01-10,1052.1878
1979-01-11,1050.7592
1979-01-12,1037.4253
1979-01-15,1033.8537
1979-01-16,1051.9497
1979-01-17,1083.3796
1979-01-18,1103.6186
1979-01-19,1097.9041
1979-01-22,1120.286
1979-01-23,1095.2849
1979-01-24,1124.3338
1979-01-25,1113.619
1979-01-26,1121.2384
1979-01-29,1120.0479
1979-01-30,1113.1428
1979-01-31,1112.9047
1979-02-01,1080.7216
1979-02-02,1084.0164
1979-02-05,1144.2657
1979-02-06,1150.8555
1979-02-07,1184.275
1979-02-08,1179.0973
1979-02-09,1161.4462
1979-02-12,1150.8555
1979-02-13,1132.4983
1979-02-14,1133.9104
1979-02-15,1167.3299
1979-02-16,1164.035
1979-02-19,1167.8006
1979-02-20,1162.6229
1979-02-21,1181.4508
1979-02-22,1188.982
1979-02-23,1181.4508
1979-02-26,1171.3308
1979-02-27,1168.0359
1979-02-28,1184.0397
1979-03-01,1160.5159
1979-03-02,1155.6232
1979-03-05,1110.8894
1979-03-06,1118.345
1979-03-07,1129.9944
1979-03-08,1115.7821
1979-03-09,1123.0048
1979-03-12,1119.5099
1979-03-13,1115.3161
1979-03-14,1117.18
1979-03-15,1118.811
1979-03-16,1138.149
1979-03-19,1128.8295
1979-03-20,1129.2954
1979-03-21,1117.879
1979-03-22,1132.7903
1979-03-23,1129.9944
1979-03-26,1142.8088
1979-03-27,1139.7799
1979-03-28,1140.0129
1979-03-29,1125.3346
1979-03-30,1119.9759
1979-04-02,1105.4422
1979-04-03,1105.6725
1979-04-04,1104.5208
1979-04-05,1108.6671
1979-04-06,1105.6725
1979-04-09,1108.6671
1979-04-10,1105.6725
1979-04-11,1099.2228
1979-04-12,1078.9521
1979-04-16,1061.9063
1979-04-17,1068.3561
1979-04-18,1075.4969
1979-04-19,1109.8188
1979-04-20,1089.0874
1979-04-23,1092.3123
1979-04-24,1104.2904
1979-04-25,1113.9651
1979-04-26,1115.8079
1979-04-27,1122.7183
1979-04-30,1131.2412
1979-05-01,1124.9625
1979-05-02,1121.5508
1979-05-03,1121.3233
1979-05-04,1131.3311
1979-05-07,1144.0682
1979-05-08,1132.4683
1979-05-09,1129.0566
1979-05-10,1147.48
1979-05-11,1144.0682
1979-05-14,1142.931
1979-05-15,1163.4014
1979-05-16,1166.8131
1979-05-17,1169.3151
1979-05-18,1166.3582
1979-05-21,1192.9697
1979-05-22,1205.9343
1979-05-23,1201.6128
1979-05-24,1200.9305
1979-05-25,1230.9537
1979-05-29,1245.5105
1979-05-30,1229.3616
1979-05-31,1250.2869
1979-06-01,1238.7018
1979-06-04,1228.8048
1979-06-05,1237.1272
1979-06-06,1259.8454
1979-06-07,1241.8508
1979-06-08,1260.7451
1979-06-11,1271.3169
1979-06-12,1249.4985
1979-06-13,1244.3251
1979-06-14,1255.1218
1979-06-15,1259.6205
1979-06-18,1250.6232
1979-06-19,1260.9701
1979-06-20,1266.8183
1979-06-21,1269.9674
1979-06-22,1275.1408
1979-06-25,1275.1408
1979-06-26,1266.1435
1979-06-27,1267.718
1979-06-28,1241.176
1979-06-29,1248.3739
1979-07-02,1256.9588
1979-07-03,1251.842
1979-07-04,1261.4082
1979-07-05,1282.5429
1979-07-06,1291.4418
1979-07-09,1280.7632
1979-07-10,1292.5541
1979-07-11,1291.6642
1979-07-12,1293.6665
1979-07-13,1278.9834
1979-07-16,1303.9001
1979-07-17,1318.3607
1979-07-18,1345.5021
1979-07-19,1331.0415
1979-07-20,1329.2618
1979-07-23,1356.6256
1979-07-24,1358.1829
1979-07-25,1349.7291
1979-07-26,1357.9605
1979-07-27,1360.6301
1979-07-30,1342.1651
1979-07-31,1320.1405
1979-08-01,1279.4127
1979-08-02,1284.7013
1979-08-03,1262.6653
1979-08-06,1247.0197
1979-08-07,1256.4952
1979-08-08,1273.6833
1979-08-09,1310.4835
1979-08-10,1339.7914
1979-08-13,1317.7554
1979-08-14,1288.0067
1979-08-15,1331.4177
1979-08-16,1313.7889
1979-08-17,1325.6884
1979-08-20,1316.6536
1979-08-21,1325.468
1979-08-22,1371.7437
1979-08-23,1366.455
1979-08-24,1387.1689
1979-08-27,1386.5078
1979-08-28,1397.0851
1979-08-29,1390.254
1979-08-30,1407.6624
1979-08-31,1389.8133
1979-09-03,1407.8267
1979-09-04,1416.9826
1979-09-05,1435.5123
1979-09-06,1462.762
1979-09-07,1435.0764
1979-09-10,1467.34
1979-09-11,1481.2918
1979-09-12,1469.7379
1979-09-13,1452.7341
1979-09-14,1508.7594
1979-09-17,1533.6111
1979-09-18,1639.3398
1979-09-19,1608.8202
1979-09-20,1657.8696
1979-09-21,1609.9102
1979-09-24,1659.6136
1979-09-25,1643.4818
1979-09-26,1629.53
1979-09-27,1724.3588
1979-09-28,1733.0787
1979-10-01,1794.9412
1979-10-02,1843.5993
1979-10-03,1739.7954
1979-10-04,1660.8613
1979-10-05,1666.2677
1979-10-08,1608.9594
1979-10-09,1669.7279
1979-10-10,1787.3722
1979-10-11,1736.5516
1979-10-12,1708.438
1979-10-15,1743.9043
1979-10-16,1706.2755
1979-10-17,1670.5929
1979-10-18,1645.7232
1979-10-19,1699.7877
1979-10-22,1695.4626
1979-10-23,1665.1864
1979-10-24,1709.5193
1979-10-25,1695.6788
1979-10-26,1623.0161
1979-10-29,1618.691
1979-10-30,1634.2615
1979-10-31,1653.2922
1979-11-01,1623.046
1979-11-02,1598.62
1979-11-05,1632.6879
1979-11-06,1646.8293
1979-11-07,1693.753
1979-11-08,1670.184
1979-11-09,1669.1127
1979-11-12,1686.2538
1979-11-13,1660.3279
1979-11-14,1671.2553
1979-11-15,1655.1856
1979-11-16,1673.8265
1979-11-19,1671.6839
1979-11-20,1661.6135
1979-11-21,1698.6811
1979-11-22,1684.7539
1979-11-23,1679.8259
1979-11-26,1693.753
1979-11-27,1688.3964
1979-11-28,1763.1744
1979-11-29,1765.317
1979-11-30,1782.2438
1979-12-03,1819.2061
1979-12-04,1828.5354
1979-12-05,1808.1806
1979-12-06,1840.409
1979-12-07,1826.203
1979-12-10,1829.3835
1979-12-11,1889.1756
1979-12-12,1893.4161
1979-12-13,1946.6777
1979-12-14,1938.1542
1979-12-17,1990.9493
1979-12-18,2025.9341
1979-12-19,2072.5804
1979-12-20,1999.4305
1979-12-21,2006.2154
1979-12-26,2116.0463
1979-12-27,2186.0157
1979-12-28,2171.1737
1980-01-01,2140.4759
1980-01-02,2340.1003
1980-01-03,2651.5563
1980-01-04,2651.5563
1980-01-07,2650.5112
1980-01-08,2550.1763
1980-01-09,2538.4706
1980-01-10,2522.3752
1980-01-11,2604.5244
1980-01-14,2759.2072
1980-01-15,2859.542
1980-01-16,3177.2689
1980-01-17,3135.4627
1980-01-18,3490.8152
1980-01-21,3490.8152
1980-01-22,3083.205
1980-01-23,2905.5288
1980-01-24,2997.5024
1980-01-25,2792.6521
1980-01-28,2608.705
1980-01-29,2818.781
1980-01-30,2888.8063
1980-01-31,2729.9429
1980-02-01,2788.7576
1980-02-04,2760.9319
1980-02-05,2760.9319
1980-02-06,2922.7334
1980-02-07,2882.5407
1980-02-08,2852.6538
1980-02-11,2928.9169
1980-02-12,2862.9596
1980-02-13,2872.2349
1980-02-14,2811.4305
1980-02-15,2749.5955
1980-02-18,2749.5955
1980-02-19,2688.7911
1980-02-20,2688.7911
1980-02-21,2741.3508
1980-02-22,2597.0692
1980-02-25,2541.4177
1980-02-26,2647.5678
1980-02-27,2621.8032
1980-02-28,2663.0265
1980-02-29,2625.9255
1980-03-03,2695.2062
1980-03-04,2563.2375
1980-03-05,2612.9796
1980-03-06,2612.9796
1980-03-07,2472.8897
1980-03-10,2375.436
1980-03-11,2315.5425
1980-03-12,2378.2784
1980-03-13,2259.7096
1980-03-14,2123.6803
1980-03-17,1965.318
1980-03-18,1955.1665
1980-03-19,2139.9226
1980-03-20,2277.9822
1980-03-21,2277.9822
1980-03-24,2266.8156
1980-03-25,2222.1493
1980-03-26,2062.7717
1980-03-27,1970.3937
1980-03-28,1989.6814
1980-03-31,2009.9843
1980-04-01,2045.8752
1980-04-02,2009.7361
1980-04-03,1950.5081
1980-04-04,1950.5081
1980-04-07,1950.5081
1980-04-08,2120.1612
1980-04-09,2224.5631
1980-04-10,2112.1303
1980-04-11,2130.1998
1980-04-14,2127.1882
1980-04-15,1997.6898
1980-04-16,2088.0375
1980-04-17,2059.9293
1980-04-18,2070.3695
1980-04-21,2031.8211
1980-04-22,2031.8211
1980-04-23,2033.8289
1980-04-24,2070.7711
1980-04-25,2214.5244
1980-04-28,2105.1032
1980-04-29,2062.9409
1980-04-30,2080.0066
1980-05-01,1948.3311
1980-05-02,2037.7952
1980-05-05,2047.7357
1980-05-06,2037.7952
1980-05-07,2037.7952
1980-05-08,2050.7178
1980-05-09,2020.8964
1980-05-12,2040.7774
1980-05-13,2035.8071
1980-05-14,2087.4976
1980-05-15,2055.6881
1980-05-16,2053.7
1980-05-19,2044.7536
1980-05-20,2018.9083
1980-05-21,2041.7714
1980-05-22,2041.7714
1980-05-23,2032.825
1980-05-26,2032.825
1980-05-27,2046.9405
1980-05-28,2093.4618
1980-05-29,2066.0262
1980-05-30,2129.2475
1980-06-02,2208.3313
1980-06-03,2172.9351
1980-06-04,2247.6604
1980-06-05,2287.9728
1980-06-06,2287.9728
1980-06-09,2453.1552
1980-06-10,2375.4801
1980-06-11,2344.0168
1980-06-12,2320.4193
1980-06-13,2392.785
1980-06-16,2320.4193
1980-06-17,2327.3019
1980-06-18,2369.5808
1980-06-19,2355.8156
1980-06-20,2369.5808
1980-06-23,2369.5808
1980-06-24,2371.5472
1980-06-25,2448.2391
1980-06-26,2456.1049
1980-06-27,2507.2328
1980-06-30,2570.1594
1980-07-01,2595.7233
1980-07-02,2601.6227
1980-07-03,2609.4885
1980-07-04,2609.4885
1980-07-07,2625.2202
1980-07-08,2703.8785
1980-07-09,2638.9854
1980-07-10,2581.9581
1980-07-11,2622.0739
1980-07-14,2556.3942
1980-07-15,2436.4403
1980-07-16,2457.0881
1980-07-17,2466.9204
1980-07-18,2383.346
1980-07-21,2428.5745
1980-07-22,2410.8764
1980-07-23,2482.6521
1980-07-24,2528.8638
1980-07-25,2563.2768
1980-07-28,2530.8303
1980-07-29,2543.6122
1980-07-30,2473.803
1980-07-31,2415.7925
1980-08-01,2428.6524
1980-08-04,2462.8175
1980-08-05,2461.8414
1980-08-06,2451.1038
1980-08-07,2457.9368
1980-08-08,2459.8891
1980-08-11,2409.1295
1980-08-12,2362.2744
1980-08-13,2402.2964
1980-08-14,2444.2707
1980-08-15,2438.4139
1980-08-18,2391.5588
1980-08-19,2436.4616
1980-08-20,2478.4359
1980-08-21,2519.434
1980-08-22,2495.8113
1980-08-25,2478.4359
1980-08-26,2455.3988
1980-08-27,2474.9217
1980-08-28,2480.5834
1980-08-29,2464.7698
1980-09-01,2444.2301
1980-09-02,2478.1105
1980-09-03,2465.5263
1980-09-04,2506.1828
1980-09-05,2520.703
1980-09-08,2602.016
1980-09-09,2596.2079
1980-09-10,2658.1607
1980-09-11,2609.7601
1980-09-12,2654.2886
1980-09-15,2580.7197
1980-09-16,2586.5278
1980-09-17,2605.888
1980-09-18,2602.984
1980-09-19,2609.7601
1980-09-22,2749.1538
1980-09-23,2753.0259
1980-09-24,2751.0898
1980-09-25,2701.7212
1980-09-26,2703.6573
1980-09-29,2630.0883
1980-09-30,2581.6878
1980-10-01,2615.8239
1980-10-02,2553.4967
1980-10-03,2533.3602
1980-10-06,2592.0437
1980-10-07,2601.0571
1980-10-08,2596.6463
1980-10-09,2646.508
1980-10-10,2628.2893
1980-10-13,2628.2893
1980-10-14,2564.0444
1980-10-15,2601.6324
1980-10-16,2585.1397
1980-10-17,2571.7154
1980-10-20,2519.9359
1980-10-21,2502.6761
1980-10-22,2531.4425
1980-10-23,2433.6367
1980-10-24,2427.8834
1980-10-27,2444.1844
1980-10-28,2423.089
1980-10-29,2470.0742
1980-10-30,2465.4715
1980-10-31,2412.5414
1980-11-03,2436.5369
1980-11-04,2436.5369
1980-11-05,2480.2843
1980-11-06,2404.2019
1980-11-07,2267.2537
1980-11-10,2331.1629
1980-11-11,2276.764
1980-11-12,2356.6505
1980-11-13,2366.1607
1980-11-14,2330.0216
1980-11-17,2327.1685
1980-11-18,2354.7484
1980-11-19,2395.6427
1980-11-20,2398.4957
1980-11-21,2414.6632
1980-11-24,2400.3978
1980-11-25,2344.6675
1980-11-26,2369.9649
1980-11-27,2369.9649
1980-11-28,2369.9649
1980-12-01,2394.3522
1980-12-02,2363.0707
1980-12-03,2364.9552
1980-12-04,2380.0306
1980-12-05,2325.3822
1980-12-08,2326.3244
1980-12-09,2276.3871
1980-12-10,2182.1658
1980-12-11,2103.0199
1980-12-12,2120.9219
1980-12-15,2183.2964
1980-12-16,2114.3264
1980-12-17,2169.917
1980-12-18,2161.4371
1980-12-19,2167.0904
1980-12-22,2241.5252
1980-12-23,2270.7338
1980-12-24,2265.0806
1980-12-25,2265.0806
1980-12-26,2265.0806
1980-12-29,2237.7564
1980-12-30,2220.7965
1980-12-31,2208.5478
1981-01-01,2190.7778
1981-01-02,2190.7778
1981-01-05,2233.7709
1981-01-06,2240.3133
1981-01-07,2187.0393
1981-01-08,2148.7194
1981-01-09,2159.935
1981-01-12,2101.0531
1981-01-13,2103.857
1981-01-14,2080.4912
1981-01-15,2136.5692
1981-01-16,2096.38
1981-01-19,2118.8112
1981-01-20,2101.0531
1981-01-21,2160.8696
1981-01-22,2108.5302
1981-01-23,2067.4064
1981-01-26,1975.8124
1981-01-27,1958.9891
1981-01-28,1957.1198
1981-01-29,1845.8986
1981-01-30,1893.5648
1981-02-02,1826.0735
1981-02-03,1799.2467
1981-02-04,1868.6264
1981-02-05,1844.5748
1981-02-06,1851.9753
1981-02-09,1896.3783
1981-02-10,1922.28
1981-02-11,1853.8254
1981-02-12,1814.0477
1981-02-13,1818.673
1981-02-16,1818.673
1981-02-17,1852.9003
1981-02-18,1868.6264
1981-02-19,1862.151
1981-02-20,1892.678
1981-02-23,1855.6755
1981-02-24,1861.2259
1981-02-25,1851.9753
1981-02-26,1820.5231
1981-02-27,1809.4224
1981-03-02,1710.7888
1981-03-03,1731.0022
1981-03-04,1710.7888
1981-03-05,1696.0881
1981-03-06,1716.3015
1981-03-09,1746.6216
1981-03-10,1790.7236
1981-03-11,1750.2968
1981-03-12,1756.7283
1981-03-13,1808.1806
1981-03-16,1836.6631
1981-03-17,1812.7746
1981-03-18,1859.6329
1981-03-19,1874.3336
1981-03-20,1899.1409
1981-03-23,1933.1362
1981-03-24,1970.8066
1981-03-25,1940.4865
1981-03-26,1982.7509
1981-03-27,1979.9945
1981-03-30,1934.9738
1981-03-31,1888.1154
1981-04-01,1877.226
1981-04-02,1896.3907
1981-04-03,1909.1672
1981-04-06,1948.4091
1981-04-07,1877.226
1981-04-08,1856.2362
1981-04-09,1836.1589
1981-04-10,1801.4799
1981-04-13,1729.3842
1981-04-14,1763.1506
1981-04-15,1738.5103
1981-04-16,1761.3254
1981-04-17,1761.3254
1981-04-20,1741.2481
1981-04-21,1755.8497
1981-04-22,1828.858
1981-04-23,1783.2279
1981-04-24,1805.1303
1981-04-27,1763.1506
1981-04-28,1762.238
1981-04-29,1742.1607
1981-04-30,1762.238
1981-05-01,1765.7055
1981-05-04,1743.9737
1981-05-05,1724.9584
1981-05-06,1745.7847
1981-05-07,1730.3913
1981-05-08,1759.367
1981-05-11,1785.6262
1981-05-12,1753.0286
1981-05-13,1753.9341
1981-05-14,1725.8639
1981-05-15,1756.6506
1981-05-18,1744.8792
1981-05-19,1743.9737
1981-05-20,1737.6353
1981-05-21,1720.431
1981-05-22,1712.2815
1981-05-25,1712.2815
1981-05-26,1689.6443
1981-05-27,1690.5498
1981-05-28,1734.9188
1981-05-29,1735.8243
1981-06-01,1734.8568
1981-06-02,1701.6495
1981-06-03,1707.0345
1981-06-04,1660.3648
1981-06-05,1651.3898
1981-06-08,1699.8545
1981-06-09,1653.1848
1981-06-10,1670.2372
1981-06-11,1666.6473
1981-06-12,1694.4696
1981-06-15,1693.5721
1981-06-16,1656.7748
1981-06-17,1657.6723
1981-06-18,1647.7999
1981-06-19,1645.1074
1981-06-22,1658.5698
1981-06-23,1674.7247
1981-06-24,1658.5698
1981-06-25,1602.9251
1981-06-26,1586.7702
1981-06-29,1539.203
1981-06-30,1529.3306
1981-07-01,1498.4317
1981-07-02,1471.8008
1981-07-03,1471.8008
1981-07-06,1433.6299
1981-07-07,1438.0683
1981-07-08,1412.3251
1981-07-09,1442.5068
1981-07-10,1478.9024
1981-07-13,1466.4746
1981-07-14,1428.3037
1981-07-15,1463.8115
1981-07-16,1485.1163
1981-07-17,1473.5762
1981-07-20,1464.6992
1981-07-21,1441.6191
1981-07-22,1461.1484
1981-07-23,1447.833
1981-07-24,1446.9453
1981-07-27,1451.3838
1981-07-28,1425.6406
1981-07-29,1435.2277
1981-07-30,1428.3037
1981-07-31,1441.6191
1981-08-03,1383.1139
1981-08-04,1378.709
1981-08-05,1382.7615
1981-08-06,1385.7568
1981-08-07,1399.8522
1981-08-10,1387.5187
1981-08-11,1413.0667
1981-08-12,1471.2103
1981-08-13,1435.0908
1981-08-14,1455.3529
1981-08-17,1555.7829
1981-08-18,1480.0199
1981-08-19,1520.5443
1981-08-20,1511.7346
1981-08-21,1513.4966
1981-08-24,1487.0676
1981-08-25,1443.9004
1981-08-26,1458.8768
1981-08-27,1450.9481
1981-08-28,1497.6392
1981-08-31,1504.6869
1981-09-01,1470.9626
1981-09-02,1500.6262
1981-09-03,1523.3101
1981-09-04,1533.7795
1981-09-07,1533.7795
1981-09-08,1532.0346
1981-09-09,1524.1825
1981-09-10,1575.6575
1981-09-11,1564.3155
1981-09-14,1574.785
1981-09-15,1591.3617
1981-09-16,1566.9329
1981-09-17,1601.8312
1981-09-18,1559.9533
1981-09-21,1617.5354
1981-09-22,1612.3007
1981-09-23,1593.1066
1981-09-24,1557.3359
1981-09-25,1572.1677
1981-09-28,1470.9626
1981-09-29,1506.7334
1981-09-30,1496.2639
1981-10-01,1520.9187
1981-10-02,1514.8246
1981-10-05,1536.5893
1981-10-06,1542.6835
1981-10-07,1551.3894
1981-10-08,1543.5541
1981-10-09,1579.2482
1981-10-12,1579.2482
1981-10-13,1543.5541
1981-10-14,1547.0364
1981-10-15,1555.3941
1981-10-16,1545.2952
1981-10-19,1520.7446
1981-10-20,1522.834
1981-10-21,1493.9305
1981-10-22,1510.4717
1981-10-23,1506.1187
1981-10-26,1483.4834
1981-10-27,1488.3587
1981-10-28,1500.1987
1981-10-29,1478.2599
1981-10-30,1486.9658
1981-11-02,1492.6186
1981-11-03,1486.544
1981-11-04,1496.9576
1981-11-05,1487.4118
1981-11-06,1486.544
1981-11-09,1491.7508
1981-11-10,1452.6997
1981-11-11,1430.1369
1981-11-12,1428.4013
1981-11-13,1431.8725
1981-11-16,1403.235
1981-11-17,1384.1434
1981-11-18,1401.4994
1981-11-19,1391.9536
1981-11-20,1393.6892
1981-11-23,1377.201
1981-11-24,1385.879
1981-11-25,1421.4588
1981-11-26,1421.4588
1981-11-27,1421.4588
1981-11-30,1438.8149
1981-12-01,1392.7014
1981-12-02,1407.4069
1981-12-03,1441.1432
1981-12-04,1474.0144
1981-12-07,1442.0082
1981-12-08,1436.818
1981-12-09,1419.5174
1981-12-10,1403.0818
1981-12-11,1417.7873
1981-12-14,1444.6033
1981-12-15,1429.8978
1981-12-16,1442.0082
1981-12-17,1440.2781
1981-12-18,1438.5481
1981-12-21,1420.3824
1981-12-22,1382.667
1981-12-23,1385.4351
