"Date";"Value"
"04/22/2003";1,0967
"04/23/2003";1,097
"04/24/2003";1,1028
"04/25/2003";1,1035
"04/28/2003";1,0984
"04/29/2003";1,1075
"04/30/2003";1,1171
"05/01/2003";1,1235
"05/02/2003";1,1227
"05/05/2003";1,1288
"05/06/2003";1,1424
"05/07/2003";1,1354
"05/08/2003";1,1493
"05/09/2003";1,1487
"05/12/2003";1,1557
"05/13/2003";1,1528
"05/14/2003";1,1491
"05/15/2003";1,1381
"05/16/2003";1,1582
"05/19/2003";1,1652
"05/20/2003";1,1705
"05/21/2003";1,1631
"05/22/2003";1,1694
"05/23/2003";1,1833
"05/27/2003";1,1812
"05/28/2003";1,1762
"05/29/2003";1,1903
"05/30/2003";1,1782
"06/02/2003";1,1752
"06/03/2003";1,173
"06/04/2003";1,1637
"06/05/2003";1,1832
"06/06/2003";1,1693
"06/09/2003";1,1708
"06/10/2003";1,1669
"06/11/2003";1,1752
"06/12/2003";1,1767
"06/13/2003";1,1853
"06/16/2003";1,1823
"06/17/2003";1,1779
"06/18/2003";1,1688
"06/19/2003";1,1717
"06/20/2003";1,1603
"06/23/2003";1,1554
"06/24/2003";1,1503
"06/25/2003";1,1531
"06/26/2003";1,1416
"06/27/2003";1,1422
"06/30/2003";1,1504
"07/01/2003";1,1559
"07/02/2003";1,1536
"07/03/2003";1,1491
"07/07/2003";1,1311
"07/08/2003";1,1313
"07/09/2003";1,1345
"07/10/2003";1,1374
"07/11/2003";1,1294
"07/14/2003";1,1269
"07/15/2003";1,1169
"07/16/2003";1,1211
"07/17/2003";1,1201
"07/18/2003";1,1266
"07/21/2003";1,1343
"07/22/2003";1,1325
"07/23/2003";1,1484
"07/24/2003";1,1471
"07/25/2003";1,1507
"07/28/2003";1,1488
"07/29/2003";1,1437
"07/30/2003";1,1347
"07/31/2003";1,1229
"08/01/2003";1,1271
"08/04/2003";1,1359
"08/05/2003";1,1385
"08/06/2003";1,1329
"08/07/2003";1,137
"08/08/2003";1,1306
"08/11/2003";1,1349
"08/12/2003";1,1279
"08/13/2003";1,1321
"08/14/2003";1,1265
"08/15/2003";1,1264
"08/18/2003";1,1142
"08/19/2003";1,1133
"08/20/2003";1,1118
"08/21/2003";1,092
"08/22/2003";1,0879
"08/25/2003";1,087
"08/26/2003";1,0853
"08/27/2003";1,0878
"08/28/2003";1,0878
"08/29/2003";1,0979
"09/02/2003";1,0807
"09/03/2003";1,0845
"09/04/2003";1,0943
"09/05/2003";1,1102
"09/08/2003";1,1062
"09/09/2003";1,1224
"09/10/2003";1,1209
"09/11/2003";1,1205
"09/12/2003";1,1286
"09/15/2003";1,1279
"09/16/2003";1,1172
"09/17/2003";1,1283
"09/18/2003";1,1253
"09/19/2003";1,1372
"09/22/2003";1,1455
"09/23/2003";1,1437
"09/24/2003";1,1493
"09/25/2003";1,1484
"09/26/2003";1,146
"09/29/2003";1,1595
"09/30/2003";1,1651
"10/01/2003";1,1715
"10/02/2003";1,1691
"10/03/2003";1,1576
"10/06/2003";1,1705
"10/07/2003";1,1756
"10/08/2003";1,1807
"10/09/2003";1,1745
"10/10/2003";1,1793
"10/13/2003";1,1702
"10/14/2003";1,1722
"10/15/2003";1,163
"10/16/2003";1,1583
"10/17/2003";1,1672
"10/20/2003";1,1631
"10/21/2003";1,1664
"10/22/2003";1,1797
"10/23/2003";1,1787
"10/24/2003";1,1783
"10/27/2003";1,1743
"10/28/2003";1,1666
"10/29/2003";1,1658
"10/30/2003";1,1621
"10/31/2003";1,1581
"11/03/2003";1,1456
"11/04/2003";1,1484
"11/05/2003";1,1434
"11/06/2003";1,1412
"11/07/2003";1,1526
"11/10/2003";1,1477
"11/11/2003";1,1519
"11/12/2003";1,163
"11/13/2003";1,1732
"11/14/2003";1,1775
"11/17/2003";1,1747
"11/18/2003";1,1968
"11/19/2003";1,1874
"11/20/2003";1,1909
"11/21/2003";1,1913
"11/24/2003";1,1768
"11/25/2003";1,179
"11/26/2003";1,1938
"11/28/2003";1,1994
"12/01/2003";1,1976
"12/02/2003";1,2078
"12/03/2003";1,2108
"12/04/2003";1,208
"12/05/2003";1,2164
"12/08/2003";1,2218
"12/09/2003";1,2249
"12/10/2003";1,2215
"12/11/2003";1,2221
"12/12/2003";1,2276
"12/15/2003";1,2319
"12/16/2003";1,2324
"12/17/2003";1,2408
"12/18/2003";1,2422
"12/19/2003";1,2371
"12/22/2003";1,2395
"12/23/2003";1,2393
"12/24/2003";1,2446
"12/26/2003";1,2425
"12/29/2003";1,2491
"12/30/2003";1,2549
"12/31/2003";1,2594
"01/02/2004";1,2581
"01/05/2004";1,2677
"01/06/2004";1,2723
"01/07/2004";1,2629
"01/08/2004";1,2764
"01/09/2004";1,2815
"01/12/2004";1,2746
"01/13/2004";1,2772
"01/14/2004";1,2647
"01/15/2004";1,2577
"01/16/2004";1,2393
"01/20/2004";1,2579
"01/21/2004";1,2641
"01/22/2004";1,2717
"01/23/2004";1,2579
"01/26/2004";1,2457
"01/27/2004";1,2641
"01/28/2004";1,2467
"01/29/2004";1,2406
"01/30/2004";1,2475
"02/02/2004";1,2423
"02/03/2004";1,254
"02/04/2004";1,2535
"02/05/2004";1,2546
"02/06/2004";1,2704
"02/09/2004";1,2697
"02/10/2004";1,2669
"02/11/2004";1,2831
"02/12/2004";1,2808
"02/13/2004";1,2733
"02/17/2004";1,2841
"02/18/2004";1,2685
"02/19/2004";1,2714
"02/20/2004";1,2537
"02/23/2004";1,2552
"02/24/2004";1,2682
"02/25/2004";1,25
"02/26/2004";1,2437
"02/27/2004";1,2491
"03/01/2004";1,2456
"03/02/2004";1,2215
"03/03/2004";1,2203
"03/04/2004";1,2202
"03/05/2004";1,2363
"03/08/2004";1,2402
"03/09/2004";1,2323
"03/10/2004";1,2225
"03/11/2004";1,2357
"03/12/2004";1,2219
"03/15/2004";1,2262
"03/16/2004";1,2271
"03/17/2004";1,2234
"03/18/2004";1,2382
"03/19/2004";1,2284
"03/22/2004";1,233
"03/23/2004";1,2334
"03/24/2004";1,2133
"03/25/2004";1,2126
"03/26/2004";1,2128
"03/29/2004";1,2155
"03/30/2004";1,2169
"03/31/2004";1,2313
"04/01/2004";1,2362
"04/02/2004";1,2121
"04/05/2004";1,2016
"04/06/2004";1,2116
"04/07/2004";1,2172
"04/08/2004";1,2086
"04/12/2004";1,2074
"04/13/2004";1,1945
"04/14/2004";1,1959
"04/15/2004";1,198
"04/16/2004";1,1985
"04/19/2004";1,2022
"04/20/2004";1,1864
"04/21/2004";1,1839
"04/22/2004";1,1903
"04/23/2004";1,1847
"04/26/2004";1,1863
"04/27/2004";1,1922
"04/28/2004";1,1836
"04/29/2004";1,1959
"04/30/2004";1,1973
"05/03/2004";1,1941
"05/04/2004";1,2097
"05/05/2004";1,2174
"05/06/2004";1,208
"05/07/2004";1,1877
"05/10/2004";1,1847
"05/11/2004";1,1872
"05/12/2004";1,19
"05/13/2004";1,1817
"05/14/2004";1,1884
"05/17/2004";1,2026
"05/18/2004";1,1948
"05/19/2004";1,2008
"05/20/2004";1,196
"05/21/2004";1,198
"05/24/2004";1,2002
"05/25/2004";1,2104
"05/26/2004";1,2102
"05/27/2004";1,2261
"05/28/2004";1,222
"06/01/2004";1,2244
"06/02/2004";1,2212
"06/03/2004";1,2227
"06/04/2004";1,228
"06/07/2004";1,2319
"06/08/2004";1,2267
"06/09/2004";1,2047
"06/10/2004";1,2105
"06/14/2004";1,2055
"06/15/2004";1,2157
"06/16/2004";1,2011
"06/17/2004";1,205
"06/18/2004";1,2135
"06/21/2004";1,2112
"06/22/2004";1,2105
"06/23/2004";1,2091
"06/24/2004";1,2166
"06/25/2004";1,2175
"06/28/2004";1,2182
"06/29/2004";1,208
"06/30/2004";1,2193
"07/01/2004";1,2157
"07/02/2004";1,2316
"07/06/2004";1,2278
"07/07/2004";1,237
"07/08/2004";1,2382
"07/09/2004";1,2413
"07/12/2004";1,2404
"07/13/2004";1,2326
"07/14/2004";1,2378
"07/15/2004";1,2354
"07/16/2004";1,2451
"07/19/2004";1,2439
"07/20/2004";1,2329
"07/21/2004";1,2257
"07/22/2004";1,2255
"07/23/2004";1,2092
"07/26/2004";1,214
"07/27/2004";1,2055
"07/28/2004";1,2055
"07/29/2004";1,2042
"07/30/2004";1,2019
"08/02/2004";1,2023
"08/03/2004";1,2056
"08/04/2004";1,2049
"08/05/2004";1,2058
"08/06/2004";1,2276
"08/09/2004";1,2269
"08/10/2004";1,2234
"08/11/2004";1,2216
"08/12/2004";1,2252
"08/13/2004";1,237
"08/16/2004";1,2361
"08/17/2004";1,2352
"08/18/2004";1,2335
"08/19/2004";1,2363
"08/20/2004";1,2317
"08/23/2004";1,2138
"08/24/2004";1,208
"08/25/2004";1,208
"08/26/2004";1,21
"08/27/2004";1,2007
"08/30/2004";1,2044
"08/31/2004";1,2179
"09/01/2004";1,2188
"09/02/2004";1,2174
"09/03/2004";1,2056
"09/07/2004";1,2102
"09/08/2004";1,2181
"09/09/2004";1,2215
"09/10/2004";1,2258
"09/13/2004";1,2258
"09/14/2004";1,2249
"09/15/2004";1,2149
"09/16/2004";1,2179
"09/17/2004";1,2185
"09/20/2004";1,2175
"09/21/2004";1,2337
"09/22/2004";1,2265
"09/23/2004";1,2269
"09/24/2004";1,2275
"09/27/2004";1,2288
"09/28/2004";1,2326
"09/29/2004";1,2332
"09/30/2004";1,2435
"10/01/2004";1,2413
"10/04/2004";1,2286
"10/05/2004";1,2312
"10/06/2004";1,2285
"10/07/2004";1,2281
"10/08/2004";1,2409
"10/11/2004";1,2382
"10/12/2004";1,2326
"10/13/2004";1,2344
"10/14/2004";1,2383
"10/15/2004";1,2467
"10/18/2004";1,2489
"10/19/2004";1,2509
"10/20/2004";1,2587
"10/21/2004";1,2614
"10/22/2004";1,268
"10/25/2004";1,2804
"10/26/2004";1,2764
"10/27/2004";1,2709
"10/28/2004";1,2744
"10/29/2004";1,2794
"11/01/2004";1,2751
"11/02/2004";1,2741
"11/03/2004";1,2821
"11/04/2004";1,2868
"11/05/2004";1,2963
"11/08/2004";1,2917
"11/09/2004";1,2897
"11/10/2004";1,2887
"11/11/2004";1,2904
"11/12/2004";1,297
"11/15/2004";1,2948
"11/16/2004";1,2954
"11/17/2004";1,3031
"11/18/2004";1,2959
"11/19/2004";1,3023
"11/22/2004";1,3046
"11/23/2004";1,3085
"11/24/2004";1,3184
"11/26/2004";1,3295
"11/29/2004";1,3274
"11/30/2004";1,3278
"12/01/2004";1,3343
"12/02/2004";1,3265
"12/03/2004";1,3452
"12/06/2004";1,3406
"12/07/2004";1,3419
"12/08/2004";1,3336
"12/09/2004";1,3301
"12/10/2004";1,3203
"12/13/2004";1,3307
"12/14/2004";1,3294
"12/15/2004";1,339
"12/16/2004";1,3237
"12/17/2004";1,3305
"12/20/2004";1,3391
"12/21/2004";1,337
"12/22/2004";1,3387
"12/23/2004";1,3511
"12/27/2004";1,3614
"12/28/2004";1,3611
"12/29/2004";1,3607
"12/30/2004";1,3633
"12/31/2004";1,3552
"01/03/2005";1,3465
"01/04/2005";1,3278
"01/05/2005";1,3259
"01/06/2005";1,317
"01/07/2005";1,305
"01/10/2005";1,3068
"01/11/2005";1,3105
"01/12/2005";1,325
"01/13/2005";1,3217
"01/14/2005";1,3107
"01/18/2005";1,3013
"01/19/2005";1,3007
"01/20/2005";1,2959
"01/21/2005";1,3039
"01/24/2005";1,3055
"01/25/2005";1,297
"01/26/2005";1,3071
"01/27/2005";1,3043
"01/28/2005";1,3037
"01/31/2005";1,3035
"02/01/2005";1,3043
"02/02/2005";1,3023
"02/03/2005";1,2973
"02/04/2005";1,2866
"02/07/2005";1,2756
"02/08/2005";1,2758
"02/09/2005";1,2802
"02/10/2005";1,2872
"02/11/2005";1,2862
"02/14/2005";1,2971
"02/15/2005";1,3024
"02/16/2005";1,3029
"02/17/2005";1,3068
"02/18/2005";1,3069
"02/22/2005";1,3259
"02/23/2005";1,3214
"02/24/2005";1,3195
"02/25/2005";1,3244
"02/28/2005";1,3225
"03/01/2005";1,3185
"03/02/2005";1,3139
"03/03/2005";1,3108
"03/04/2005";1,3235
"03/07/2005";1,3212
"03/08/2005";1,334
"03/09/2005";1,3388
"03/10/2005";1,3412
"03/11/2005";1,3456
"03/14/2005";1,3369
"03/15/2005";1,3302
"03/16/2005";1,3416
"03/17/2005";1,3374
"03/18/2005";1,3322
"03/21/2005";1,3154
"03/22/2005";1,3079
"03/23/2005";1,2985
"03/24/2005";1,2937
"03/28/2005";1,2894
"03/29/2005";1,2922
"03/30/2005";1,2916
"03/31/2005";1,2961
"04/01/2005";1,2906
"04/04/2005";1,2845
"04/05/2005";1,2865
"04/06/2005";1,2871
"04/07/2005";1,2856
"04/08/2005";1,293
"04/11/2005";1,297
"04/12/2005";1,2918
"04/13/2005";1,2914
"04/14/2005";1,281
"04/15/2005";1,2926
"04/18/2005";1,3019
"04/19/2005";1,3058
"04/20/2005";1,3083
"04/21/2005";1,3048
"04/22/2005";1,3063
"04/25/2005";1,3002
"04/26/2005";1,2985
"04/27/2005";1,2929
"04/28/2005";1,2896
"04/29/2005";1,2871
"05/02/2005";1,2861
"05/03/2005";1,287
"05/04/2005";1,2944
"05/05/2005";1,2957
"05/06/2005";1,2816
"05/09/2005";1,284
"05/10/2005";1,2878
"05/11/2005";1,2812
"05/12/2005";1,268
"05/13/2005";1,2625
"05/16/2005";1,2638
"05/17/2005";1,2604
"05/18/2005";1,2681
"05/19/2005";1,2641
"05/20/2005";1,2556
"05/23/2005";1,2577
"05/24/2005";1,2582
"05/25/2005";1,2599
"05/26/2005";1,2509
"05/27/2005";1,2582
"05/31/2005";1,2303
"06/01/2005";1,2174
"06/02/2005";1,2266
"06/03/2005";1,2231
"06/06/2005";1,2256
"06/07/2005";1,2283
"06/08/2005";1,2232
"06/09/2005";1,2227
"06/10/2005";1,2115
"06/13/2005";1,2108
"06/14/2005";1,2029
"06/15/2005";1,2114
"06/16/2005";1,2105
"06/17/2005";1,2283
"06/20/2005";1,2149
"06/21/2005";1,2181
"06/22/2005";1,2128
"06/23/2005";1,2032
"06/24/2005";1,2089
"06/27/2005";1,2159
"06/28/2005";1,2051
"06/29/2005";1,207
"06/30/2005";1,2099
"07/01/2005";1,1953
"07/05/2005";1,1909
"07/06/2005";1,1931
"07/07/2005";1,1949
"07/08/2005";1,1964
"07/11/2005";1,207
"07/12/2005";1,224
"07/13/2005";1,2092
"07/14/2005";1,208
"07/15/2005";1,2032
"07/18/2005";1,2048
"07/19/2005";1,2032
"07/20/2005";1,2137
"07/21/2005";1,217
"07/22/2005";1,206
"07/25/2005";1,2057
"07/26/2005";1,2015
"07/27/2005";1,2065
"07/28/2005";1,2133
"07/29/2005";1,2119
"08/01/2005";1,2172
"08/02/2005";1,219
"08/03/2005";1,2334
"08/04/2005";1,2382
"08/05/2005";1,2358
"08/08/2005";1,235
"08/09/2005";1,2367
"08/10/2005";1,238
"08/11/2005";1,2468
"08/12/2005";1,2437
"08/15/2005";1,2364
"08/16/2005";1,2362
"08/17/2005";1,2269
"08/18/2005";1,217
"08/19/2005";1,2148
"08/22/2005";1,2229
"08/23/2005";1,2234
"08/24/2005";1,2271
"08/25/2005";1,2297
"08/26/2005";1,2284
"08/29/2005";1,2233
"08/30/2005";1,2216
"08/31/2005";1,2343
"09/01/2005";1,2493
"09/02/2005";1,2528
"09/06/2005";1,2466
"09/07/2005";1,2415
"09/08/2005";1,2398
"09/09/2005";1,2403
"09/12/2005";1,2283
"09/13/2005";1,2263
"09/14/2005";1,2286
"09/15/2005";1,222
"09/16/2005";1,2233
"09/19/2005";1,2136
"09/20/2005";1,2113
"09/21/2005";1,2215
"09/22/2005";1,2149
"09/23/2005";1,2037
"09/26/2005";1,2069
"09/27/2005";1,2009
"09/28/2005";1,2041
"09/29/2005";1,2027
"09/30/2005";1,2023
"10/03/2005";1,1916
"10/04/2005";1,1914
"10/05/2005";1,197
"10/06/2005";1,2178
"10/07/2005";1,2124
"10/10/2005";1,2065
"10/11/2005";1,1989
"10/12/2005";1,2021
"10/13/2005";1,2022
"10/14/2005";1,2073
"10/17/2005";1,2023
"10/18/2005";1,1957
"10/19/2005";1,1988
"10/20/2005";1,2019
"10/21/2005";1,195
"10/24/2005";1,1982
"10/25/2005";1,2103
"10/26/2005";1,2067
"10/27/2005";1,214
"10/28/2005";1,2066
"10/31/2005";1,1989
"11/01/2005";1,2019
"11/02/2005";1,2071
"11/03/2005";1,1941
"11/04/2005";1,1811
"11/07/2005";1,1799
"11/08/2005";1,1778
"11/09/2005";1,1763
"11/10/2005";1,1684
"11/11/2005";1,1731
"11/14/2005";1,1684
"11/15/2005";1,172
"11/16/2005";1,1669
"11/17/2005";1,1746
"11/18/2005";1,1772
"11/21/2005";1,1726
"11/22/2005";1,1813
"11/23/2005";1,1818
"11/25/2005";1,172
"11/28/2005";1,1849
"11/29/2005";1,1777
"11/30/2005";1,1789
"12/01/2005";1,1732
"12/02/2005";1,1713
"12/05/2005";1,1785
"12/06/2005";1,1778
"12/07/2005";1,1722
"12/08/2005";1,1821
"12/09/2005";1,1811
"12/12/2005";1,195
"12/13/2005";1,1943
"12/14/2005";1,1996
"12/15/2005";1,1976
"12/16/2005";1,2012
"12/19/2005";1,2003
"12/20/2005";1,1854
"12/21/2005";1,1837
"12/22/2005";1,1863
"12/23/2005";1,1863
"12/27/2005";1,1824
"12/28/2005";1,1834
"12/29/2005";1,1837
"12/30/2005";1,1846
"01/03/2006";1,2015
"01/04/2006";1,2124
"01/05/2006";1,2103
"01/06/2006";1,215
"01/09/2006";1,2081
"01/10/2006";1,2065
"01/11/2006";1,2125
"01/12/2006";1,2035
"01/13/2006";1,2135
"01/17/2006";1,2105
"01/18/2006";1,2105
"01/19/2006";1,2099
"01/20/2006";1,2136
"01/23/2006";1,2306
"01/24/2006";1,228
"01/25/2006";1,2241
"01/26/2006";1,2202
"01/27/2006";1,2101
"01/30/2006";1,2087
"01/31/2006";1,2155
"02/01/2006";1,2057
"02/02/2006";1,2097
"02/03/2006";1,202
"02/06/2006";1,1964
"02/07/2006";1,1977
"02/08/2006";1,1956
"02/09/2006";1,1976
"02/10/2006";1,19
"02/13/2006";1,1897
"02/14/2006";1,1914
"02/15/2006";1,1888
"02/16/2006";1,1906
"02/17/2006";1,193
"02/21/2006";1,1912
"02/22/2006";1,191
"02/23/2006";1,1921
"02/24/2006";1,1875
"02/27/2006";1,1848
"02/28/2006";1,1916
"03/01/2006";1,1914
"03/02/2006";1,204
"03/03/2006";1,2039
"03/06/2006";1,2018
"03/07/2006";1,1882
"03/08/2006";1,1923
"03/09/2006";1,1914
"03/10/2006";1,1914
"03/13/2006";1,1958
"03/14/2006";1,2015
"03/15/2006";1,2069
"03/16/2006";1,218
"03/17/2006";1,2188
"03/20/2006";1,2167
"03/21/2006";1,2092
"03/22/2006";1,2073
"03/23/2006";1,1969
"03/24/2006";1,2035
"03/27/2006";1,2013
"03/28/2006";1,2002
"03/29/2006";1,2025
"03/30/2006";1,217
"03/31/2006";1,2113
"04/03/2006";1,2136
"04/04/2006";1,2256
"04/05/2006";1,2289
"04/06/2006";1,2231
"04/07/2006";1,2088
"04/10/2006";1,2106
"04/11/2006";1,2146
"04/12/2006";1,2102
"04/13/2006";1,211
"04/17/2006";1,2255
"04/18/2006";1,2347
"04/19/2006";1,2381
"04/20/2006";1,2315
"04/21/2006";1,234
"04/24/2006";1,2385
"04/25/2006";1,2433
"04/26/2006";1,2451
"04/27/2006";1,2528
"04/28/2006";1,2631
"05/01/2006";1,2586
"05/02/2006";1,2609
"05/03/2006";1,2631
"05/04/2006";1,2691
"05/05/2006";1,2722
"05/08/2006";1,2709
"05/09/2006";1,2757
"05/10/2006";1,2781
"05/11/2006";1,2835
"05/12/2006";1,2933
"05/15/2006";1,2793
"05/16/2006";1,2854
"05/17/2006";1,2746
"05/18/2006";1,2843
"05/19/2006";1,2774
"05/22/2006";1,2866
"05/23/2006";1,2819
"05/24/2006";1,2754
"05/25/2006";1,2803
"05/26/2006";1,2736
"05/30/2006";1,2874
"05/31/2006";1,2813
"06/01/2006";1,2808
"06/02/2006";1,2916
"06/05/2006";1,2899
"06/06/2006";1,2817
"06/07/2006";1,2785
"06/08/2006";1,2651
"06/09/2006";1,2636
"06/12/2006";1,2584
"06/13/2006";1,2534
"06/14/2006";1,2598
"06/15/2006";1,2633
"06/16/2006";1,2642
"06/19/2006";1,2573
"06/20/2006";1,2577
"06/21/2006";1,2667
"06/22/2006";1,2576
"06/23/2006";1,2507
"06/26/2006";1,2585
"06/27/2006";1,2579
"06/28/2006";1,255
"06/29/2006";1,2659
"06/30/2006";1,2784
"07/03/2006";1,2796
"07/05/2006";1,272
"07/06/2006";1,2775
"07/07/2006";1,2808
"07/10/2006";1,2735
"07/11/2006";1,2773
"07/12/2006";1,2699
"07/13/2006";1,2687
"07/14/2006";1,265
"07/17/2006";1,2518
"07/18/2006";1,2506
"07/19/2006";1,2585
"07/20/2006";1,2625
"07/21/2006";1,2694
"07/24/2006";1,2635
"07/25/2006";1,2578
"07/26/2006";1,2712
"07/27/2006";1,2698
"07/28/2006";1,2759
"07/31/2006";1,2765
"08/01/2006";1,2825
"08/02/2006";1,2787
"08/03/2006";1,28
"08/04/2006";1,2868
"08/07/2006";1,2839
"08/08/2006";1,2868
"08/09/2006";1,2863
"08/10/2006";1,2793
"08/11/2006";1,2719
"08/14/2006";1,2714
"08/15/2006";1,2783
"08/16/2006";1,2839
"08/17/2006";1,2827
"08/18/2006";1,2823
"08/21/2006";1,2889
"08/22/2006";1,2802
"08/23/2006";1,2786
"08/24/2006";1,2764
"08/25/2006";1,2753
"08/28/2006";1,2779
"08/29/2006";1,2824
"08/30/2006";1,2832
"08/31/2006";1,2815
"09/01/2006";1,2835
"09/05/2006";1,2814
"09/06/2006";1,2805
"09/07/2006";1,2727
"09/08/2006";1,2678
"09/11/2006";1,2702
"09/12/2006";1,2689
"09/13/2006";1,2689
"09/14/2006";1,2725
"09/15/2006";1,2668
"09/18/2006";1,2706
"09/19/2006";1,2677
"09/20/2006";1,2685
"09/21/2006";1,2778
"09/22/2006";1,2784
"09/25/2006";1,2747
"09/26/2006";1,269
"09/27/2006";1,2701
"09/28/2006";1,2701
"09/29/2006";1,268
"10/02/2006";1,2739
"10/03/2006";1,2732
"10/04/2006";1,2714
"10/05/2006";1,2691
"10/06/2006";1,2603
"10/09/2006";1,2598
"10/10/2006";1,2538
"10/11/2006";1,2517
"10/12/2006";1,2555
"10/13/2006";1,2511
"10/16/2006";1,2533
"10/17/2006";1,2547
"10/18/2006";1,2531
"10/19/2006";1,2626
"10/20/2006";1,2615
"10/23/2006";1,2556
"10/24/2006";1,2559
"10/25/2006";1,26
"10/26/2006";1,2694
"10/27/2006";1,274
"10/30/2006";1,2725
"10/31/2006";1,2765
"11/01/2006";1,2759
"11/02/2006";1,2779
"11/03/2006";1,272
"11/06/2006";1,2726
"11/07/2006";1,2776
"11/08/2006";1,2757
"11/09/2006";1,2831
"11/10/2006";1,2842
"11/13/2006";1,2807
"11/14/2006";1,2811
"11/15/2006";1,2829
"11/16/2006";1,2795
"11/17/2006";1,2843
"11/20/2006";1,2816
"11/21/2006";1,2844
"11/22/2006";1,2941
"11/24/2006";1,3098
"11/27/2006";1,3133
"11/28/2006";1,3201
"11/29/2006";1,3155
"11/30/2006";1,3242
"12/01/2006";1,3335
"12/04/2006";1,3343
"12/05/2006";1,3317
"12/06/2006";1,3285
"12/07/2006";1,3287
"12/08/2006";1,3202
"12/11/2006";1,3238
"12/12/2006";1,3286
"12/13/2006";1,3213
"12/14/2006";1,3143
"12/15/2006";1,3075
"12/18/2006";1,3098
"12/19/2006";1,3197
"12/20/2006";1,3177
"12/21/2006";1,3176
"12/22/2006";1,3129
"12/26/2006";1,3097
"12/27/2006";1,3115
"12/28/2006";1,3151
"12/29/2006";1,32
"01/03/2007";1,3169
"01/04/2007";1,3085
"01/05/2007";1,3006
"01/08/2007";1,3023
"01/09/2007";1,3002
"01/10/2007";1,2936
"01/11/2007";1,2893
"01/12/2007";1,2924
"01/16/2007";1,2918
"01/17/2007";1,2936
"01/18/2007";1,2963
"01/19/2007";1,2957
"01/22/2007";1,2948
"01/23/2007";1,3027
"01/24/2007";1,2972
"01/25/2007";1,2931
"01/26/2007";1,2927
"01/29/2007";1,2957
"01/30/2007";1,297
"01/31/2007";1,3032
"02/01/2007";1,3022
"02/02/2007";1,2959
"02/05/2007";1,2928
"02/06/2007";1,2984
"02/07/2007";1,3012
"02/08/2007";1,3041
"02/09/2007";1,3007
"02/12/2007";1,2967
"02/13/2007";1,3038
"02/14/2007";1,3131
"02/15/2007";1,3141
"02/16/2007";1,3143
"02/20/2007";1,3138
"02/21/2007";1,314
"02/22/2007";1,3125
"02/23/2007";1,3167
"02/26/2007";1,3188
"02/27/2007";1,3243
"02/28/2007";1,3228
"03/01/2007";1,3188
"03/02/2007";1,3196
"03/05/2007";1,3093
"03/06/2007";1,3129
"03/07/2007";1,3177
"03/08/2007";1,3132
"03/09/2007";1,3152
"03/12/2007";1,3188
"03/13/2007";1,3196
"03/14/2007";1,3217
"03/15/2007";1,3236
"03/16/2007";1,3303
"03/19/2007";1,33
"03/20/2007";1,3316
"03/21/2007";1,3384
"03/22/2007";1,333
"03/23/2007";1,3283
"03/26/2007";1,3331
"03/27/2007";1,335
"03/28/2007";1,3317
"03/29/2007";1,3331
"03/30/2007";1,3354
"04/02/2007";1,3365
"04/03/2007";1,3332
"04/04/2007";1,3372
"04/05/2007";1,3421
"04/09/2007";1,3355
"04/10/2007";1,3434
"04/11/2007";1,343
"04/12/2007";1,3486
"04/13/2007";1,3528
"04/16/2007";1,3528
"04/17/2007";1,3572
"04/18/2007";1,3608
"04/19/2007";1,3609
"04/20/2007";1,3589
"04/23/2007";1,3575
"04/24/2007";1,3639
"04/25/2007";1,3638
"04/26/2007";1,3586
"04/27/2007";1,365
"04/30/2007";1,3643
"05/01/2007";1,3602
"05/02/2007";1,3588
"05/03/2007";1,3552
"05/04/2007";1,359
"05/07/2007";1,3596
"05/08/2007";1,3541
"05/09/2007";1,3529
"05/10/2007";1,3483
"05/11/2007";1,3521
"05/14/2007";1,3541
"05/15/2007";1,3591
"05/16/2007";1,352
"05/17/2007";1,3492
"05/18/2007";1,3507
"05/21/2007";1,3464
"05/22/2007";1,3448
"05/23/2007";1,3459
"05/24/2007";1,3427
"05/25/2007";1,3442
"05/29/2007";1,3447
"05/30/2007";1,3425
"05/31/2007";1,3453
"06/01/2007";1,3447
"06/04/2007";1,3489
"06/05/2007";1,3518
"06/06/2007";1,3501
"06/07/2007";1,3427
"06/08/2007";1,3372
"06/11/2007";1,3358
"06/12/2007";1,3303
"06/13/2007";1,3311
"06/14/2007";1,3311
"06/15/2007";1,3387
"06/18/2007";1,3415
"06/19/2007";1,3423
"06/20/2007";1,3406
"06/21/2007";1,3385
"06/22/2007";1,3468
"06/25/2007";1,3461
"06/26/2007";1,3454
"06/27/2007";1,345
"06/28/2007";1,3442
"06/29/2007";1,3541
"07/02/2007";1,3624
"07/03/2007";1,361
"07/05/2007";1,3595
"07/06/2007";1,3627
"07/09/2007";1,363
"07/10/2007";1,3748
"07/11/2007";1,3743
"07/12/2007";1,3793
"07/13/2007";1,3781
"07/16/2007";1,377
"07/17/2007";1,3787
"07/18/2007";1,3803
"07/19/2007";1,3795
"07/20/2007";1,3826
"07/23/2007";1,3812
"07/24/2007";1,3826
"07/25/2007";1,3723
"07/26/2007";1,3741
"07/27/2007";1,3635
"07/30/2007";1,3691
"07/31/2007";1,367
"08/01/2007";1,3672
"08/02/2007";1,37
"08/03/2007";1,3773
"08/06/2007";1,3785
"08/07/2007";1,374
"08/08/2007";1,3796
